point,where,date,avg_temp,rain
940,동래,2023/10/03,18,1
940,동래,2023/10/04,19.7,0
940,동래,2023/10/05,17.4,0
940,동래,2023/10/06,16.9,0
940,동래,2023/10/07,17.9,0.5
940,동래,2023/10/08,17.7,0.5
940,동래,2023/10/09,18.2,0
940,동래,2023/10/10,18.3,0
940,동래,2023/10/11,18.3,0
940,동래,2023/10/12,16.9,0
940,동래,2023/10/13,17.8,0
940,동래,2023/10/14,18.5,0
940,동래,2023/10/15,17.6,0
940,동래,2023/10/16,17.3,0
940,동래,2023/10/17,15.2,0
940,동래,2023/10/18,16.7,0
940,동래,2023/10/19,18.8,0
940,동래,2023/10/20,14.4,1
940,동래,2023/10/21,12.6,0
940,동래,2023/10/22,13.3,0
940,동래,2023/10/23,15.7,0
940,동래,2023/10/24,15.1,0
940,동래,2023/10/25,16.1,0
940,동래,2023/10/26,17.4,0
940,동래,2023/10/27,15.9,0
940,동래,2023/10/28,14.4,0
940,동래,2023/10/29,14.4,0
940,동래,2023/10/30,14.9,0
940,동래,2023/10/31,16.4,0
