,date,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수
33,20220409,삼성,키움,0,3,6.0,9.0,0,4.8,2.0,E. 요키시,A. 수아레즈,17:00,토,대구,13059
34,20220409,한화,KT,7,1,10.0,9.0,0,2.2,3.4,N. 킹험,배제성,17:00,토,대전,6538
35,20220410,LG,NC,5,3,2.0,9.0,0,4.8,3.4,C. 켈리,신민혁,14:00,일,잠실,13095
36,20220410,SSG,KIA,11,2,1.0,7.0,0,5.4,4.4,노경은,로니,14:00,일,문학,17849
37,20220410,롯데,두산,3,4,4.0,4.0,0,2.6,4.4,김강률,문경찬,14:00,일,사직,11646
38,20220410,삼성,키움,5,6,7.0,7.0,0,3.6,1.8,김재웅,김윤수,14:00,일,대구,11610
39,20220410,한화,KT,6,4,10.0,9.0,0,3.6,2.6,김종수,O. 데스파이네,14:00,일,대전,5735
40,20220412,KIA,롯데,6,5,7.0,5.0,0,4.0,2.2,전상현,문경찬,18:30,화,광주,3654
41,20220412,KT,두산,1,3,10.0,3.0,0,2.4,4.2,곽빈,고영표,18:30,화,수원,2450
42,20220412,LG,SSG,1,4,2.0,1.0,0,4.2,6.0,I. 노바,임찬규,18:30,화,잠실,6028
43,20220412,삼성,한화,2,0,7.0,10.0,0,3.4,4.2,원태인,R. 카펜터,18:30,화,대구,4047
44,20220412,키움,NC,10,0,5.0,10.0,0,2.2,3.8,최원태,송명기,18:30,화,고척,774
45,20220413,LG,SSG,2,4,2.0,1.0,0,4.0,6.2,이태양,김대유,18:30,수,잠실,4547
46,20220413,삼성,한화,12,1,7.0,10.0,0,2.4,3.4,양창섭,김민우,18:30,수,대구,2156
47,20220413,키움,NC,5,4,4.0,10.0,0,4.0,2.8,하영민,조민석,18:30,수,고척,893
48,20220414,KIA,롯데,2,3,7.0,7.0,0,3.8,3.2,박세웅,양현종,18:30,목,광주,3838
49,20220414,KT,두산,4,5,10.0,4.0,0,2.6,4.6,김강률,하준호,18:30,목,수원,2241
50,20220414,LG,SSG,5,1,2.0,1.0,0,3.2,6.2,A. 플럿코,W. 폰트,18:30,목,잠실,6500
51,20220414,삼성,한화,8,3,5.0,10.0,0,3.8,3.2,D. 뷰캐넌,김범수,18:30,목,대구,2869
52,20220414,키움,NC,1,0,4.0,10.0,0,5.0,3.4,안우진,D. 루친스키,18:30,목,고척,1020
53,20220415,NC,KIA,5,0,10.0,7.0,0,2.6,3.0,W. 파슨스,S. 놀린,18:30,금,창원,3002
54,20220415,SSG,삼성,5,0,1.0,5.0,0,5.8,5.4,김광현,A. 수아레즈,18:30,금,문학,9441
55,20220415,두산,키움,2,4,4.0,4.0,0,4.4,5.0,T. 애플러,최원준,18:30,금,잠실,4423
56,20220415,롯데,KT,9,7,6.0,10.0,0,3.4,2.8,이인복,배제성,18:30,금,사직,4610
57,20220415,한화,LG,7,3,10.0,2.0,0,3.4,4.0,윤대경,이민호,18:30,금,대전,3320
58,20220416,NC,KIA,0,14,9.0,7.0,0,2.4,3.0,로니,신민혁,17:00,토,창원,4580
59,20220416,SSG,삼성,6,2,1.0,6.0,0,5.0,5.4,노경은,백정현,14:00,토,문학,16037
60,20220416,두산,키움,4,1,4.0,3.0,0,3.6,5.2,이영하,E. 요키시,17:00,토,잠실,9737
61,20220416,롯데,KT,0,8,6.0,10.0,0,5.0,3.4,O. 데스파이네,G. 스파크맨,17:00,토,사직,10639
62,20220416,한화,LG,2,6,9.0,3.0,0,3.4,3.2,C. 켈리,N. 킹험,17:00,토,대전,8112
63,20220417,NC,KIA,3,4,10.0,7.0,0,1.8,4.8,전상현,류진욱,14:00,일,창원,3902
64,20220417,SSG,삼성,7,5,1.0,6.0,0,4.0,4.8,I. 노바,원태인,14:00,일,문학,15104
65,20220417,두산,키움,2,6,4.0,4.0,0,3.6,4.2,윤정현,최승용,14:00,일,잠실,8762
66,20220417,롯데,KT,3,0,6.0,10.0,0,4.0,4.8,C. 반즈,엄상백,14:00,일,사직,9231
67,20220417,한화,LG,7,8,10.0,2.0,0,2.6,3.4,고우석,김종수,14:00,일,대전,6566
68,20220419,KIA,두산,6,3,7.0,4.0,0,5.2,3.2,유승철,홍건희,18:30,화,광주,2658
69,20220419,LG,KT,0,5,2.0,10.0,0,4.8,4.0,고영표,김윤식,18:30,화,잠실,4537
70,20220419,NC,삼성,11,8,10.0,7.0,0,2.4,5.4,원종현,임대한,18:30,화,창원,1725
71,20220419,SSG,키움,5,8,1.0,3.0,0,4.6,3.4,정찬헌,오원석,18:30,화,문학,5931
72,20220419,롯데,한화,2,6,5.0,10.0,0,4.0,4.0,김민우,이인복,18:30,화,사직,4053
73,20220420,KIA,두산,3,4,6.0,4.0,0,5.2,3.2,김강률,전상현,18:30,수,광주,4010
74,20220420,LG,KT,3,5,3.0,10.0,0,4.4,4.8,소형준,A. 플럿코,18:30,수,잠실,4595
75,20220420,NC,삼성,3,0,10.0,7.0,0,3.8,4.6,D. 루친스키,D. 뷰캐넌,18:30,수,창원,2104
76,20220420,SSG,키움,6,1,1.0,3.0,0,4.8,4.0,W. 폰트,안우진,18:30,수,문학,5061
77,20220420,롯데,한화,7,0,6.0,10.0,0,3.4,5.0,박세웅,박윤철,18:30,수,사직,4340
78,20220421,KIA,두산,1,2,6.0,4.0,0,5.4,3.0,최원준,S. 놀린,18:30,목,광주,3474
79,20220421,LG,KT,2,6,3.0,9.0,0,4.0,5.0,O. 데스파이네,손주영,18:30,목,잠실,4410
80,20220421,NC,삼성,3,10,9.0,7.0,0,4.4,3.0,A. 수아레즈,W. 파슨스,18:30,목,창원,1675
81,20220421,SSG,키움,4,2,1.0,3.0,0,5.8,4.0,김광현,T. 애플러,18:30,목,문학,8080
82,20220421,롯데,한화,6,7,5.0,10.0,0,4.2,4.4,김범수,구승민,18:30,목,사직,3306
83,20220422,KT,NC,4,3,8.0,10.0,0,4.8,4.0,배제성,신민혁,18:30,금,수원,2276
84,20220422,두산,LG,1,5,4.0,4.0,0,3.0,3.8,C. 켈리,이영하,18:30,금,잠실,8472
85,20220422,삼성,롯데,2,8,7.0,5.0,0,5.0,3.6,C. 반즈,백정현,18:30,금,대구,7951
86,20220422,키움,KIA,4,5,4.0,7.0,0,3.6,5.6,로니,E. 요키시,18:30,금,고척,4289
87,20220422,한화,SSG,2,0,10.0,1.0,0,4.4,5.6,장민재,노경은,18:30,금,대전,3146
88,20220423,KT,NC,4,3,8.0,10.0,0,4.0,4.6,심재민,송명기,17:00,토,수원,8255
89,20220423,두산,LG,4,2,4.0,2.0,0,2.4,3.6,최승용,임준형,17:00,토,잠실,17799
90,20220423,삼성,롯데,2,4,8.0,5.0,0,5.0,5.2,G. 스파크맨,이재익,17:00,토,대구,14983
91,20220423,키움,KIA,3,1,4.0,6.0,0,4.2,3.8,최원태,이의리,14:00,토,고척,8338
92,20220423,한화,SSG,9,2,9.0,1.0,0,4.4,4.4,신정락,I. 노바,17:00,토,대전,7514
93,20220424,KT,NC,1,2,7.0,10.0,0,4.8,4.6,이용찬,박시영,14:00,일,수원,5719
94,20220424,두산,LG,0,5,4.0,4.0,0,2.8,2.4,임찬규,곽빈,14:00,일,잠실,14848
95,20220424,삼성,롯데,4,7,9.0,5.0,0,4.4,5.4,이인복,양창섭,14:00,일,대구,12782
96,20220424,키움,KIA,2,14,4.0,7.0,0,3.6,3.2,한승혁,한현희,14:00,일,고척,7406
97,20220424,한화,SSG,1,3,9.0,1.0,0,4.8,3.4,오원석,김민우,14:00,일,대전,6612
98,20220426,KT,KIA,5,10,7.0,6.0,0,4.0,4.8,양현종,박시영,18:30,화,수원,6277
99,20220426,두산,NC,8,4,5.0,10.0,0,2.2,2.8,R. 스탁,D. 루친스키,18:30,화,잠실,3644
100,20220426,롯데,SSG,1,8,5.0,1.0,0,6.4,3.0,W. 폰트,김진욱,18:30,화,사직,2731
101,20220426,삼성,LG,7,4,9.0,2.0,0,3.6,3.4,D. 뷰캐넌,이정용,18:30,화,대구,3920
102,20220426,한화,키움,5,2,9.0,5.0,0,3.8,2.4,김범수,이승호,18:30,화,대전,2647
103,20220427,KT,KIA,3,1,9.0,6.0,0,4.0,6.2,소형준,S. 놀린,18:30,수,수원,6123
104,20220427,두산,NC,6,5,3.0,10.0,0,3.0,3.0,이승진,임정호,18:30,수,잠실,3450
105,20220427,롯데,SSG,1,1,5.0,1.0,0,5.2,3.4,박세웅,김광현,18:30,수,사직,6831
106,20220427,삼성,LG,0,7,9.0,3.0,0,5.0,3.6,이민호,A. 수아레즈,18:30,수,대구,5063
107,20220427,한화,키움,0,7,9.0,5.0,0,4.8,2.6,E. 요키시,윤대경,18:30,수,대전,3459
108,20220428,KT,KIA,5,3,7.0,6.0,0,3.4,6.2,심재민,전상현,18:30,목,수원,6111
109,20220428,두산,NC,5,9,3.0,10.0,0,3.8,3.4,김시훈,이영하,18:30,목,잠실,5223
110,20220428,롯데,SSG,4,1,5.0,1.0,0,4.2,2.8,C. 반즈,노경은,18:30,목,사직,7126
111,20220428,삼성,LG,4,6,9.0,3.0,0,3.0,4.6,정우영,이승현,18:30,목,대구,5279
112,20220428,한화,키움,1,3,9.0,4.0,0,3.4,3.6,T. 애플러,장민재,18:30,목,대전,3531
113,20220429,KIA,삼성,3,4,7.0,9.0,0,5.8,3.4,문용익,정해영,18:30,금,광주,7487
114,20220429,LG,롯데,4,9,2.0,5.0,0,4.8,3.4,김도규,김진성,18:30,금,잠실,15681
115,20220429,NC,한화,9,4,10.0,9.0,0,4.6,3.2,송명기,남지민,18:30,금,창원,3405
116,20220429,SSG,두산,8,7,1.0,4.0,0,3.0,4.6,조요한,김명신,18:30,금,문학,10306
117,20220429,키움,KT,4,6,4.0,7.0,0,3.4,3.6,엄상백,최원태,18:30,금,고척,1770
118,20220430,KIA,삼성,4,5,7.0,8.0,0,6.2,3.8,이재익,장현식,14:00,토,광주,11159
119,20220430,LG,롯데,1,3,2.0,5.0,0,5.2,4.4,이인복,김윤식,17:00,토,잠실,23018
120,20220430,NC,한화,0,2,10.0,10.0,0,5.8,2.2,김민우,이재학,17:00,토,창원,6045
121,20220430,SSG,두산,2,1,1.0,5.0,0,4.2,5.2,오원석,곽빈,17:00,토,문학,20094
122,20220430,키움,KT,4,1,5.0,6.0,0,3.6,4.0,정찬헌,고영표,17:00,토,고척,4075
123,20220501,KIA,삼성,3,6,8.0,8.0,0,4.2,4.0,임대한,정해영,14:00,일,광주,11555
124,20220501,LG,롯데,0,4,4.0,4.0,0,4.4,3.6,김진욱,임찬규,14:00,일,잠실,20513
125,20220501,NC,한화,1,2,10.0,9.0,0,5.4,2.4,김범수,임정호,14:00,일,창원,5185
126,20220501,SSG,두산,0,9,1.0,5.0,0,4.0,5.4,R. 스탁,W. 폰트,14:00,일,문학,18130
127,20220501,키움,KT,9,3,4.0,6.0,0,4.0,4.0,안우진,O. 데스파이네,14:00,일,고척,3213
128,20220503,KIA,키움,1,7,9.0,3.0,0,2.8,5.4,E. 요키시,S. 놀린,18:30,화,광주,5277
129,20220503,KT,롯데,10,5,7.0,3.0,0,3.6,4.2,소형준,김도규,18:30,화,수원,6251
130,20220503,LG,두산,4,3,5.0,5.0,0,3.6,5.6,김진성,김강률,18:30,화,잠실,10124
131,20220503,SSG,한화,4,2,1.0,9.0,0,2.4,1.8,김광현,김범수,18:30,화,문학,9110
132,20220503,삼성,NC,6,10,7.0,10.0,0,3.8,4.8,심창민,이승현,18:30,화,대구,5728
133,20220504,KIA,키움,4,3,9.0,2.0,0,2.8,5.4,정해영,김준형,18:30,수,광주,11234
134,20220504,KT,롯데,0,5,6.0,4.0,0,5.0,5.0,박세웅,배제성,18:30,수,수원,7532
135,20220504,LG,두산,2,5,4.0,5.0,0,3.0,5.0,이영하,이민호,18:30,수,잠실,14480
136,20220504,SSG,한화,5,8,1.0,9.0,0,3.0,2.2,윤호솔,김택형,18:30,수,문학,11331
137,20220504,삼성,NC,11,5,7.0,10.0,0,5.0,5.8,이재익,김영규,18:30,수,대구,8712
138,20220505,KIA,키움,10,1,9.0,3.0,1,3.0,5.4,이의리,김선기,14:00,목,광주,16072
139,20220505,KT,롯데,8,2,7.0,3.0,1,4.0,5.2,엄상백,G. 스파크맨,14:00,목,수원,20000
140,20220505,LG,두산,4,9,5.0,5.0,1,2.2,5.0,김명신,C. 켈리,14:00,목,잠실,24012
141,20220505,SSG,한화,14,4,1.0,9.0,1,3.8,3.6,I. 노바,남지민,14:00,목,문학,23000
142,20220505,삼성,NC,5,2,7.0,10.0,1,6.4,5.0,황동재,송명기,14:00,목,대구,20938
143,20220506,NC,LG,8,15,10.0,5.0,0,3.6,2.2,이우찬,이재학,18:30,금,창원,5883
144,20220506,두산,KT,0,6,4.0,7.0,0,5.4,4.4,고영표,곽빈,18:30,금,잠실,8709
145,20220506,롯데,삼성,0,5,4.0,7.0,0,3.8,6.6,원태인,이인복,18:30,금,사직,22990
146,20220506,키움,SSG,9,2,4.0,1.0,0,4.8,5.0,정찬헌,오원석,18:30,금,고척,4627
147,20220506,한화,KIA,2,13,9.0,8.0,0,3.6,4.4,한승혁,김민우,18:30,금,대전,10305
148,20220507,NC,LG,3,6,10.0,5.0,0,5.2,5.0,김대유,D. 루친스키,17:00,토,창원,5585
149,20220507,두산,KT,11,8,5.0,7.0,0,5.2,5.4,정철원,주권,17:00,토,잠실,10546
150,20220507,롯데,삼성,1,4,5.0,7.0,0,3.2,6.6,D. 뷰캐넌,김진욱,17:00,토,사직,22990
151,20220507,키움,SSG,0,3,2.0,1.0,0,5.8,5.0,W. 폰트,안우진,17:00,토,고척,5637
152,20220507,한화,KIA,4,5,9.0,8.0,0,3.6,6.2,양현종,박윤철,17:00,토,대전,11114
153,20220508,NC,LG,2,3,10.0,4.0,1,5.6,6.2,A. 플럿코,류진욱,14:00,일,창원,3642
154,20220508,두산,KT,0,5,4.0,8.0,1,5.6,6.4,소형준,최원준,14:00,일,잠실,7124
155,20220508,롯데,삼성,2,4,5.0,6.0,1,2.6,6.2,오승환,최준용,14:00,일,사직,16456
156,20220508,키움,SSG,2,6,4.0,1.0,1,4.0,5.6,김광현,E. 요키시,14:00,일,고척,4765
157,20220508,한화,KIA,6,7,9.0,8.0,1,4.0,6.6,S. 놀린,윤대경,14:00,일,대전,7918
158,20220510,KIA,KT,1,0,8.0,8.0,0,7.8,5.4,정해영,배제성,18:30,화,광주,5240
159,20220510,LG,한화,9,1,2.0,9.0,0,6.0,4.8,이민호,김범수,18:30,화,잠실,7270
160,20220510,롯데,NC,7,0,6.0,10.0,0,2.0,4.0,박세웅,김시훈,18:30,화,사직,8521
161,20220510,삼성,SSG,1,3,6.0,1.0,0,5.8,6.0,이태양,백정현,18:30,화,대구,5088
162,20220510,키움,두산,0,9,4.0,4.0,0,3.0,5.0,이영하,T. 애플러,18:30,화,고척,3564
163,20220511,KIA,KT,5,10,7.0,8.0,0,7.2,5.4,엄상백,이의리,18:30,수,광주,6542
164,20220511,LG,한화,5,2,2.0,9.0,0,7.4,3.4,C. 켈리,남지민,18:30,수,잠실,8064
165,20220511,롯데,NC,6,5,5.0,10.0,0,2.4,3.0,김원중,이용찬,18:30,수,사직,7761
166,20220511,삼성,SSG,6,5,7.0,1.0,0,3.8,5.6,오승환,박민호,18:30,수,대구,4786
167,20220511,키움,두산,1,5,5.0,3.0,0,2.4,5.8,최승용,최원태,18:30,수,고척,2641
168,20220512,KIA,KT,5,4,8.0,8.0,0,6.2,5.8,전상현,김민수,18:30,목,광주,5224
169,20220512,LG,한화,11,7,2.0,9.0,0,7.6,3.0,이우찬,김민우,18:30,목,잠실,8620
170,20220512,롯데,NC,2,4,4.0,10.0,0,3.2,3.6,신민혁,이인복,18:30,목,사직,8782
171,20220512,삼성,SSG,4,2,6.0,1.0,0,4.0,3.8,원태인,오원석,18:30,목,대구,5541
172,20220512,키움,두산,2,3,6.0,3.0,0,2.4,5.0,박신지,정찬헌,18:30,목,고척,2649
173,20220513,KT,키움,5,7,8.0,7.0,0,5.4,1.0,안우진,고영표,18:30,금,수원,4246
174,20220513,LG,KIA,1,10,2.0,7.0,0,6.8,4.6,윤중현,임찬규,18:30,금,잠실,19411
175,20220513,SSG,NC,2,6,1.0,10.0,0,3.8,2.8,D. 루친스키,W. 폰트,18:30,금,문학,8121
176,20220513,한화,롯데,1,8,9.0,5.0,0,4.0,3.6,C. 반즈,박윤철,18:30,금,대전,6773
177,20220514,KT,키움,0,3,8.0,7.0,0,4.8,2.4,E. 요키시,소형준,17:00,토,수원,10061
178,20220514,LG,KIA,5,3,2.0,7.0,0,5.8,5.6,이정용,전상현,17:00,토,잠실,24132
179,20220514,SSG,NC,2,1,1.0,10.0,0,3.6,3.4,김광현,심창민,17:00,토,문학,15131
180,20220514,삼성,두산,4,0,7.0,3.0,0,3.8,5.6,D. 뷰캐넌,R. 스탁,17:00,토,대구,17161
181,20220514,한화,롯데,5,8,10.0,4.0,0,3.4,5.0,서준원,윤대경,17:00,토,대전,10860
182,20220515,KT,키움,1,5,8.0,6.0,0,3.8,2.6,박주성,류희운,14:00,일,수원,6587
183,20220515,LG,KIA,6,3,2.0,7.0,0,6.2,4.8,이민호,임기영,14:00,일,잠실,23097
184,20220515,SSG,NC,7,8,1.0,10.0,0,2.8,3.2,원종현,조요한,14:00,일,문학,11414
185,20220515,삼성,두산,4,3,6.0,4.0,0,3.8,3.4,홍정우,정철원,14:00,일,대구,14754
186,20220515,한화,롯데,8,4,10.0,4.0,0,3.2,6.2,장민재,박세웅,14:00,일,대전,8154
187,20220517,KT,LG,3,2,8.0,2.0,0,4.0,5.6,김재윤,김진성,18:30,화,수원,5600
188,20220517,NC,키움,4,11,10.0,6.0,0,4.8,3.6,최원태,송명기,18:30,화,창원,2420
189,20220517,두산,SSG,9,9,6.0,1.0,0,4.0,3.6,이영하,I. 노바,18:30,화,잠실,5743
190,20220517,롯데,KIA,3,4,6.0,7.0,0,5.6,5.2,장현식,최준용,18:30,화,사직,9055
191,20220517,한화,삼성,4,3,10.0,6.0,0,4.6,3.8,이민우,백정현,18:30,화,대전,3941
192,20220518,KT,LG,1,9,8.0,2.0,0,2.6,5.0,이우찬,엄상백,18:30,수,수원,5106
193,20220518,NC,키움,15,3,10.0,3.0,0,4.6,5.6,신민혁,정찬헌,18:30,수,창원,2526
194,20220518,두산,SSG,2,5,6.0,1.0,0,4.0,4.4,장지훈,윤명준,18:30,수,잠실,5586
195,20220518,롯데,KIA,7,15,6.0,7.0,0,5.0,5.0,전상현,김원중,18:30,수,사직,9885
196,20220518,한화,삼성,3,5,9.0,6.0,0,5.0,4.2,홍정우,윤호솔,18:30,수,대전,4107
197,20220519,KT,LG,3,7,8.0,2.0,0,2.0,4.6,임찬규,고영표,18:30,목,수원,5234
198,20220519,NC,키움,1,3,10.0,4.0,0,6.8,5.8,안우진,D. 루친스키,18:30,목,창원,2686
199,20220519,두산,SSG,3,9,7.0,1.0,0,3.4,5.0,W. 폰트,최승용,18:30,목,잠실,7360
200,20220519,롯데,KIA,2,4,7.0,7.0,0,6.0,7.0,양현종,이인복,18:30,목,사직,10396
201,20220519,한화,삼성,1,2,10.0,4.0,0,4.2,4.0,이승현,윤호솔,18:30,목,대전,4014
202,20220520,KIA,NC,5,3,5.0,10.0,0,5.8,5.8,S. 놀린,이재학,18:30,금,광주,9135
203,20220520,SSG,LG,5,4,1.0,2.0,0,6.4,5.8,서진용,고우석,18:30,금,문학,13904
204,20220520,두산,롯데,0,4,7.0,7.0,0,3.4,4.8,나균안,R. 스탁,18:30,금,잠실,15486
205,20220520,삼성,KT,1,5,4.0,8.0,0,3.6,1.6,소형준,이승현,18:30,금,대구,9838
206,20220520,키움,한화,4,3,4.0,10.0,0,5.0,4.2,E. 요키시,윤대경,18:30,금,고척,3080
207,20220521,KIA,NC,4,7,5.0,10.0,0,6.2,6.2,김진호,임기영,17:00,토,광주,15565
208,20220521,SSG,LG,3,4,1.0,2.0,0,7.0,5.6,이민호,이태양,17:00,토,문학,21315
209,20220521,두산,롯데,12,4,7.0,6.0,0,3.4,4.0,최원준,박세웅,14:00,토,잠실,20588
210,20220521,삼성,KT,2,5,5.0,8.0,0,3.0,2.6,김재윤,문용익,17:00,토,대구,15676
211,20220521,키움,한화,11,2,3.0,10.0,0,5.2,3.8,T. 애플러,장민재,17:00,토,고척,6689
212,20220522,KIA,NC,8,6,5.0,9.0,0,6.4,6.0,이의리,송명기,14:00,일,광주,16282
213,20220522,SSG,LG,3,1,1.0,2.0,0,6.2,5.2,조요한,김진성,14:00,일,문학,18157
214,20220522,두산,롯데,4,5,7.0,7.0,0,5.2,4.0,김원중,김강률,14:00,일,잠실,19143
215,20220522,삼성,KT,4,3,5.0,8.0,0,2.6,3.4,홍정우,O. 데스파이네,14:00,일,대구,11507
216,20220522,키움,한화,5,6,3.0,10.0,0,6.4,2.6,김종수,김성진,14:00,일,고척,5330
217,20220524,LG,키움,4,6,2.0,3.0,0,5.0,5.2,김선기,김윤식,18:30,화,잠실,6074
218,20220524,NC,KT,3,2,10.0,8.0,0,6.4,3.4,원종현,김재윤,18:30,화,창원,1686
219,20220524,SSG,롯데,3,2,1.0,6.0,0,5.0,4.4,서진용,C. 반즈,18:30,화,문학,11996
220,20220524,삼성,KIA,3,4,5.0,5.0,0,2.8,7.2,홍상삼,이승현,18:30,화,대구,7081
221,20220524,한화,두산,6,3,10.0,7.0,0,3.0,4.2,김민우,곽빈,18:30,화,대전,3172
222,20220525,LG,키움,5,10,2.0,3.0,0,4.0,5.8,안우진,임찬규,18:30,수,잠실,6937
223,20220525,NC,KT,2,3,10.0,8.0,0,4.0,3.6,심재민,김영규,18:30,수,창원,2428
224,20220525,SSG,롯데,9,1,1.0,6.0,0,4.6,3.4,W. 폰트,이인복,18:30,수,문학,9890
225,20220525,삼성,KIA,5,11,5.0,4.0,0,2.4,5.0,양현종,원태인,18:30,수,대구,8000
226,20220525,한화,두산,14,1,10.0,7.0,0,3.6,4.4,남지민,최승용,18:30,수,대전,5253
227,20220526,LG,키움,5,12,3.0,3.0,0,3.6,7.2,E. 요키시,A. 플럿코,18:30,목,잠실,6655
228,20220526,NC,KT,1,2,10.0,8.0,0,4.2,3.6,소형준,이재학,18:30,목,창원,1728
229,20220526,SSG,롯데,6,5,1.0,6.0,0,4.6,3.2,최민준,김유영,18:30,목,문학,13672
230,20220526,삼성,KIA,7,9,5.0,4.0,0,3.0,6.4,홍상삼,홍정우,18:30,목,대구,7568
231,20220526,한화,두산,3,24,9.0,7.0,0,6.2,4.0,R. 스탁,윤대경,18:30,목,대전,4638
232,20220527,KIA,SSG,1,8,4.0,1.0,0,7.2,4.8,이태양,임기영,18:30,금,광주,10208
233,20220527,KT,한화,0,4,8.0,9.0,0,3.0,6.2,장민재,배제성,18:30,금,수원,6090
234,20220527,LG,삼성,5,0,4.0,5.0,0,3.8,4.2,이민호,A. 수아레즈,18:30,금,잠실,13775
235,20220527,NC,두산,1,6,10.0,7.0,0,3.8,8.8,최원준,김시훈,18:30,금,창원,3328
236,20220527,롯데,키움,0,8,7.0,2.0,0,3.4,8.8,T. 애플러,박세웅,18:30,금,사직,11008
237,20220528,KIA,SSG,9,3,4.0,1.0,0,6.6,5.8,이의리,I. 노바,14:00,토,광주,12245
238,20220528,KT,한화,8,9,8.0,9.0,0,2.0,6.6,이민우,O. 데스파이네,17:00,토,수원,11494
239,20220528,LG,삼성,9,4,3.0,6.0,0,4.0,3.8,C. 켈리,백정현,17:00,토,잠실,21100
240,20220528,NC,두산,5,0,10.0,6.0,0,2.6,7.6,구창모,이영하,17:00,토,창원,7638
241,20220528,롯데,키움,3,6,7.0,2.0,0,2.6,8.2,하영민,최준용,14:00,토,사직,13820
242,20220529,KIA,SSG,7,9,4.0,1.0,0,6.8,5.8,최민준,장현식,14:00,일,광주,12595
