지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
119,수원,2023/06/24,44
119,수원,2023/06/25,29
119,수원,2023/06/26,21
119,수원,2023/06/27,27
119,수원,2023/06/28,37
119,수원,2023/06/29,38
119,수원,2023/06/30,36
119,수원,2023/07/01,33
119,수원,2023/07/02,28
119,수원,2023/07/03,41
119,수원,2023/07/04,37
119,수원,2023/07/05,31
119,수원,2023/07/06,44
119,수원,2023/07/07,37
119,수원,2023/07/08,17
119,수원,2023/07/09,27
119,수원,2023/07/10,34
119,수원,2023/07/11,26
119,수원,2023/07/12,32
119,수원,2023/07/13,29
119,수원,2023/07/14,17
119,수원,2023/07/15,21
119,수원,2023/07/16,30
119,수원,2023/07/17,29
119,수원,2023/07/18,13
119,수원,2023/07/19,30
119,수원,2023/07/20,55
119,수원,2023/07/21,60
119,수원,2023/07/22,34
119,수원,2023/07/23,17
119,수원,2023/07/24,23
119,수원,2023/07/25,23
119,수원,2023/07/26,18
119,수원,2023/07/27,24
119,수원,2023/07/28,34
119,수원,2023/07/29,33
119,수원,2023/07/30,23
119,수원,2023/07/31,37
119,수원,2023/08/01,39
119,수원,2023/08/02,37
119,수원,2023/08/03,26
119,수원,2023/08/04,29
119,수원,2023/08/05,25
119,수원,2023/08/06,28
119,수원,2023/08/07,20
119,수원,2023/08/08,11
119,수원,2023/08/09,13
119,수원,2023/08/10,8
119,수원,2023/08/11,24
119,수원,2023/08/12,24
119,수원,2023/08/13,32
119,수원,2023/08/14,44
119,수원,2023/08/15,36
119,수원,2023/08/16,25
119,수원,2023/08/17,27
119,수원,2023/08/18,36
119,수원,2023/08/19,27
119,수원,2023/08/20,31
119,수원,2023/08/21,28
119,수원,2023/08/22,23
119,수원,2023/08/23,10
119,수원,2023/08/24,11
119,수원,2023/08/25,28
119,수원,2023/08/26,43
119,수원,2023/08/27,33
119,수원,2023/08/28,18
119,수원,2023/08/29,16
119,수원,2023/08/30,25
119,수원,2023/08/31,29
119,수원,2023/09/01,35
119,수원,2023/09/02,37
119,수원,2023/09/03,20
119,수원,2023/09/04,24
119,수원,2023/09/05,23
119,수원,2023/09/06,23
119,수원,2023/09/07,20
119,수원,2023/09/08,21
119,수원,2023/09/09,44
119,수원,2023/09/10,39
119,수원,2023/09/11,33
119,수원,2023/09/12,38
119,수원,2023/09/13,33
119,수원,2023/09/14,10
119,수원,2023/09/15,10
119,수원,2023/09/16,14
119,수원,2023/09/17,22
119,수원,2023/09/18,22
119,수원,2023/09/20,21
119,수원,2023/09/21,15
119,수원,2023/09/22,22
119,수원,2023/09/23,14
119,수원,2023/09/24,6
119,수원,2023/09/25,11
119,수원,2023/09/26,9
119,수원,2023/09/27,12
119,수원,2023/09/28,37
119,수원,2023/09/29,29
119,수원,2023/09/30,18
119,수원,2023/10/01,15
119,수원,2023/10/02,13
119,수원,2023/10/03,14
119,수원,2023/10/04,20
119,수원,2023/10/05,14
119,수원,2023/10/06,15
119,수원,2023/10/07,15
119,수원,2023/10/08,9
119,수원,2023/10/09,10
119,수원,2023/10/10,19
119,수원,2023/10/11,18
119,수원,2023/10/12,22
119,수원,2023/10/13,31
119,수원,2023/10/14,35
119,수원,2023/10/15,22
119,수원,2023/10/16,24
119,수원,2023/10/17,22
119,수원,2023/10/18,25
119,수원,2023/10/19,25
119,수원,2023/10/20,11
119,수원,2023/10/21,13
119,수원,2023/10/22,14
119,수원,2023/10/23,24
119,수원,2023/10/24,36
119,수원,2023/10/25,34
119,수원,2023/10/26,47
119,수원,2023/10/27,23
119,수원,2023/10/28,30
119,수원,2023/10/29,24
119,수원,2023/10/30,35
119,수원,2023/10/31,47
143,대구,2022/04/01,16
143,대구,2022/04/02,28
143,대구,2022/04/03,25
143,대구,2022/04/04,30
143,대구,2022/04/05,30
143,대구,2022/04/06,35
143,대구,2022/04/08,38
143,대구,2022/04/09,43
143,대구,2022/04/10,27
143,대구,2022/04/11,34
143,대구,2022/04/12,32
143,대구,2022/04/13,15
143,대구,2022/04/14,11
143,대구,2022/04/15,21
143,대구,2022/04/16,25
143,대구,2022/04/17,28
143,대구,2022/04/18,36
143,대구,2022/04/19,33
143,대구,2022/04/20,33
143,대구,2022/04/21,29
143,대구,2022/04/22,40
143,대구,2022/04/23,41
143,대구,2022/04/24,44
143,대구,2022/04/25,48
143,대구,2022/04/26,23
143,대구,2022/04/27,61
143,대구,2022/04/28,65
143,대구,2022/04/30,16
143,대구,2022/05/01,39
143,대구,2022/05/02,30
143,대구,2022/05/03,34
143,대구,2022/05/04,38
143,대구,2022/05/05,29
143,대구,2022/05/06,32
143,대구,2022/05/07,28
143,대구,2022/05/08,21
143,대구,2022/05/09,18
143,대구,2022/05/11,30
143,대구,2022/05/12,28
143,대구,2022/05/13,22
143,대구,2022/05/14,30
143,대구,2022/05/15,22
143,대구,2022/05/17,31
143,대구,2022/05/18,39
143,대구,2022/05/19,34
143,대구,2022/05/20,34
143,대구,2022/05/21,33
143,대구,2022/05/22,35
143,대구,2022/05/23,37
143,대구,2022/05/24,45
143,대구,2022/05/25,49
143,대구,2022/05/26,16
143,대구,2022/05/27,24
143,대구,2022/05/28,24
143,대구,2022/05/29,22
143,대구,2022/05/30,23
143,대구,2022/05/31,23
143,대구,2022/06/01,29
143,대구,2022/06/02,26
143,대구,2022/06/03,26
143,대구,2022/06/04,22
143,대구,2022/06/05,13
143,대구,2022/06/07,10
143,대구,2022/06/08,21
143,대구,2022/06/09,20
143,대구,2022/06/10,21
143,대구,2022/06/11,21
143,대구,2022/06/12,14
143,대구,2022/06/13,17
143,대구,2022/06/14,10
143,대구,2022/06/15,16
143,대구,2022/06/16,21
143,대구,2022/06/17,25
143,대구,2022/06/18,24
143,대구,2022/06/19,23
143,대구,2022/06/20,26
143,대구,2022/06/21,20
143,대구,2022/06/22,28
143,대구,2022/06/29,11
143,대구,2022/06/30,11
143,대구,2022/07/01,19
143,대구,2022/07/02,27
143,대구,2022/07/03,24
143,대구,2022/07/04,15
143,대구,2022/07/05,20
143,대구,2022/07/06,24
143,대구,2022/07/07,18
143,대구,2022/07/08,21
143,대구,2022/07/09,17
143,대구,2022/07/10,17
143,대구,2022/07/11,19
143,대구,2022/07/12,11
143,대구,2022/07/13,18
143,대구,2022/07/14,21
143,대구,2022/07/15,15
143,대구,2022/07/16,20
143,대구,2022/07/17,15
143,대구,2022/07/18,15
143,대구,2022/07/19,19
143,대구,2022/07/21,11
143,대구,2022/07/22,11
143,대구,2022/07/23,13
143,대구,2022/07/24,9
143,대구,2022/07/25,11
143,대구,2022/07/26,16
143,대구,2022/07/27,11
143,대구,2022/07/28,11
143,대구,2022/07/29,15
143,대구,2022/07/30,10
143,대구,2022/07/31,10
143,대구,2022/08/01,10
143,대구,2022/08/03,12
143,대구,2022/08/04,9
143,대구,2022/08/05,10
143,대구,2022/08/06,15
143,대구,2022/08/07,19
143,대구,2022/08/08,10
143,대구,2022/08/09,9
143,대구,2022/08/10,10
143,대구,2022/08/11,10
143,대구,2022/08/13,16
143,대구,2022/08/14,15
143,대구,2022/08/15,9
143,대구,2022/08/16,11
143,대구,2022/08/17,13
143,대구,2022/08/18,13
143,대구,2022/08/19,15
143,대구,2022/08/20,12
143,대구,2022/08/21,8
143,대구,2022/08/22,12
143,대구,2022/08/23,20
143,대구,2022/08/25,14
143,대구,2022/08/26,13
143,대구,2022/08/27,16
143,대구,2022/08/28,10
143,대구,2022/08/29,11
143,대구,2022/08/30,9
143,대구,2022/08/31,7
143,대구,2022/09/01,9
143,대구,2022/09/02,9
143,대구,2022/09/03,7
143,대구,2022/09/04,9
143,대구,2022/09/07,13
143,대구,2022/09/08,12
143,대구,2022/09/09,9
143,대구,2022/09/10,9
143,대구,2022/09/11,10
143,대구,2022/09/12,10
143,대구,2022/09/13,9
143,대구,2022/09/14,11
143,대구,2022/09/15,12
143,대구,2022/09/16,14
143,대구,2022/09/17,14
143,대구,2022/09/18,10
143,대구,2022/09/20,15
143,대구,2022/09/21,11
143,대구,2022/09/22,13
143,대구,2022/09/23,14
143,대구,2022/09/24,10
143,대구,2022/09/25,12
143,대구,2022/09/26,16
143,대구,2022/09/27,11
143,대구,2022/09/28,11
143,대구,2022/09/29,16
143,대구,2022/09/30,22
143,대구,2022/10/01,17
143,대구,2022/10/02,15
143,대구,2022/10/03,16
143,대구,2022/10/05,10
143,대구,2022/10/06,9
143,대구,2022/10/08,10
143,대구,2022/10/09,10
143,대구,2022/10/11,12
143,대구,2022/10/12,17
143,대구,2022/10/13,12
143,대구,2022/10/14,13
143,대구,2022/10/15,10
143,대구,2022/10/16,11
143,대구,2022/10/17,20
143,대구,2022/10/19,14
143,대구,2022/10/20,22
143,대구,2022/10/21,24
143,대구,2022/10/22,16
143,대구,2022/10/23,17
143,대구,2022/10/24,16
143,대구,2022/10/26,23
143,대구,2022/10/27,35
143,대구,2022/10/28,34
143,대구,2022/10/29,22
143,대구,2022/10/30,15
143,대구,2022/10/31,21
143,대구,2022/11/01,33
143,대구,2022/11/02,44
143,대구,2022/11/03,37
143,대구,2022/11/04,20
143,대구,2022/11/05,22
143,대구,2022/11/06,29
143,대구,2022/11/07,39
143,대구,2022/11/08,46
143,대구,2022/11/09,47
143,대구,2022/11/10,48
143,대구,2022/11/11,46
143,대구,2022/11/12,38
143,대구,2022/11/13,12
143,대구,2022/11/14,24
143,대구,2022/11/15,23
143,대구,2022/11/16,31
143,대구,2022/11/17,39
143,대구,2022/11/18,46
143,대구,2022/11/19,37
143,대구,2022/11/20,33
143,대구,2022/11/21,32
143,대구,2022/11/22,40
143,대구,2022/11/23,25
143,대구,2022/11/24,35
143,대구,2022/11/25,48
143,대구,2022/11/26,42
143,대구,2022/11/27,38
143,대구,2022/11/28,46
143,대구,2022/11/29,18
143,대구,2022/11/30,13
143,대구,2022/12/01,13
143,대구,2022/12/02,22
143,대구,2022/12/03,33
143,대구,2022/12/04,22
143,대구,2022/12/05,13
143,대구,2022/12/06,30
143,대구,2022/12/07,44
143,대구,2022/12/08,47
143,대구,2022/12/09,51
143,대구,2022/12/10,44
143,대구,2022/12/11,26
143,대구,2022/12/12,35
143,대구,2022/12/13,97
143,대구,2022/12/14,24
143,대구,2022/12/15,29
143,대구,2022/12/16,20
143,대구,2022/12/17,17
143,대구,2022/12/18,15
143,대구,2022/12/19,31
143,대구,2022/12/20,37
143,대구,2022/12/21,37
143,대구,2022/12/22,27
143,대구,2022/12/23,19
143,대구,2022/12/24,22
143,대구,2022/12/25,21
143,대구,2022/12/26,26
143,대구,2022/12/27,28
143,대구,2022/12/28,38
143,대구,2022/12/29,25
143,대구,2022/12/30,30
143,대구,2022/12/31,23
143,대구,2023/01/01,34
143,대구,2023/01/02,12
143,대구,2023/01/03,16
143,대구,2023/01/04,23
143,대구,2023/01/05,58
143,대구,2023/01/06,69
143,대구,2023/01/07,71
143,대구,2023/01/08,72
143,대구,2023/01/09,61
143,대구,2023/01/10,62
143,대구,2023/01/11,51
143,대구,2023/01/12,52
143,대구,2023/01/13,43
143,대구,2023/01/14,15
143,대구,2023/01/15,10
143,대구,2023/01/16,16
143,대구,2023/01/17,20
143,대구,2023/01/18,44
143,대구,2023/01/19,49
143,대구,2023/01/20,53
143,대구,2023/01/21,18
143,대구,2023/01/22,23
143,대구,2023/01/23,39
143,대구,2023/01/24,22
143,대구,2023/01/25,13
143,대구,2023/01/26,24
143,대구,2023/01/27,26
143,대구,2023/01/28,30
143,대구,2023/01/29,41
143,대구,2023/01/30,33
143,대구,2023/01/31,38
143,대구,2023/02/01,44
143,대구,2023/02/02,32
143,대구,2023/02/03,33
143,대구,2023/02/04,32
143,대구,2023/02/05,38
143,대구,2023/02/06,50
143,대구,2023/02/07,45
143,대구,2023/02/08,44
143,대구,2023/02/09,36
143,대구,2023/02/10,13
143,대구,2023/02/11,35
143,대구,2023/02/12,37
143,대구,2023/02/13,30
143,대구,2023/02/14,22
143,대구,2023/02/15,11
143,대구,2023/02/16,22
143,대구,2023/02/17,36
143,대구,2023/02/18,48
143,대구,2023/02/19,32
143,대구,2023/02/20,28
143,대구,2023/02/21,25
143,대구,2023/02/22,31
143,대구,2023/02/23,34
143,대구,2023/02/24,43
143,대구,2023/02/25,27
143,대구,2023/02/26,31
143,대구,2023/02/27,39
143,대구,2023/02/28,36
143,대구,2023/03/01,32
143,대구,2023/03/02,35
143,대구,2023/03/03,43
143,대구,2023/03/04,47
143,대구,2023/03/05,41
143,대구,2023/03/06,46
143,대구,2023/03/07,54
143,대구,2023/03/08,56
143,대구,2023/03/09,59
143,대구,2023/03/10,78
143,대구,2023/03/11,81
143,대구,2023/03/12,48
143,대구,2023/03/13,44
143,대구,2023/03/14,45
143,대구,2023/03/15,36
143,대구,2023/03/16,38
143,대구,2023/03/17,36
143,대구,2023/03/18,38
143,대구,2023/03/19,43
143,대구,2023/03/20,48
143,대구,2023/03/21,53
143,대구,2023/03/22,34
143,대구,2023/03/23,12
143,대구,2023/03/24,96
143,대구,2023/03/25,98
143,대구,2023/03/26,83
143,대구,2023/03/27,35
143,대구,2023/03/28,65
143,대구,2023/03/29,76
143,대구,2023/03/30,62
143,대구,2023/03/31,56
143,대구,2023/04/01,53
143,대구,2023/04/02,34
143,대구,2023/04/03,36
143,대구,2023/04/04,25
143,대구,2023/04/05,13
143,대구,2023/04/06,18
143,대구,2023/04/07,52
143,대구,2023/04/08,31
143,대구,2023/04/09,49
143,대구,2023/04/10,39
143,대구,2023/04/12,232
143,대구,2023/04/13,122
143,대구,2023/04/14,61
143,대구,2023/04/15,31
143,대구,2023/04/16,83
143,대구,2023/04/17,86
143,대구,2023/04/19,45
143,대구,2023/04/20,41
143,대구,2023/04/21,153
143,대구,2023/04/22,264
143,대구,2023/04/23,76
143,대구,2023/04/24,28
143,대구,2023/04/25,21
143,대구,2023/04/26,31
143,대구,2023/04/27,31
143,대구,2023/04/28,29
143,대구,2023/04/29,26
143,대구,2023/04/30,42
143,대구,2023/05/01,40
143,대구,2023/05/02,34
143,대구,2023/05/03,34
143,대구,2023/05/04,28
143,대구,2023/05/07,27
143,대구,2023/05/08,27
143,대구,2023/05/09,35
143,대구,2023/05/10,36
143,대구,2023/05/11,29
143,대구,2023/05/12,27
143,대구,2023/05/13,27
143,대구,2023/05/14,27
143,대구,2023/05/15,38
143,대구,2023/05/16,58
143,대구,2023/05/17,51
143,대구,2023/05/19,16
143,대구,2023/05/20,22
143,대구,2023/05/21,41
143,대구,2023/05/22,114
143,대구,2023/05/23,67
143,대구,2023/05/24,37
143,대구,2023/05/25,26
143,대구,2023/05/26,25
143,대구,2023/05/27,30
143,대구,2023/05/28,16
143,대구,2023/05/30,12
143,대구,2023/05/31,18
143,대구,2023/06/01,22
143,대구,2023/06/02,27
143,대구,2023/06/03,29
143,대구,2023/06/04,22
143,대구,2023/06/05,27
143,대구,2023/06/06,23
143,대구,2023/06/07,32
143,대구,2023/06/08,28
143,대구,2023/06/09,23
143,대구,2023/06/10,30
143,대구,2023/06/11,21
143,대구,2023/06/12,18
143,대구,2023/06/13,23
143,대구,2023/06/14,21
143,대구,2023/06/15,17
143,대구,2023/06/16,25
143,대구,2023/06/17,31
143,대구,2023/06/18,30
143,대구,2023/06/19,29
143,대구,2023/06/20,19
143,대구,2023/06/21,15
143,대구,2023/06/22,19
143,대구,2023/06/23,17
143,대구,2023/06/24,17
143,대구,2023/06/25,17
143,대구,2023/06/26,12
143,대구,2023/06/27,16
143,대구,2023/06/28,15
143,대구,2023/06/29,22
143,대구,2023/06/30,14
143,대구,2023/07/01,21
143,대구,2023/07/02,31
143,대구,2023/07/03,34
143,대구,2023/07/04,17
143,대구,2023/07/06,43
143,대구,2023/07/08,24
143,대구,2023/07/09,36
143,대구,2023/07/10,29
143,대구,2023/07/11,23
143,대구,2023/07/12,21
143,대구,2023/07/13,25
143,대구,2023/07/14,13
143,대구,2023/07/15,15
143,대구,2023/07/16,17
143,대구,2023/07/17,12
143,대구,2023/07/18,11
143,대구,2023/07/19,12
143,대구,2023/07/20,31
143,대구,2023/07/21,36
143,대구,2023/07/22,15
143,대구,2023/07/23,10
143,대구,2023/07/24,11
143,대구,2023/07/25,17
143,대구,2023/07/26,18
143,대구,2023/07/27,25
143,대구,2023/07/28,34
143,대구,2023/07/29,31
143,대구,2023/07/30,26
143,대구,2023/07/31,27
143,대구,2023/08/01,23
143,대구,2023/08/02,20
143,대구,2023/08/03,21
143,대구,2023/08/04,20
143,대구,2023/08/05,19
143,대구,2023/08/06,16
143,대구,2023/08/07,12
143,대구,2023/08/08,11
143,대구,2023/08/09,11
143,대구,2023/08/11,16
143,대구,2023/08/12,23
143,대구,2023/08/13,27
143,대구,2023/08/14,18
143,대구,2023/08/15,14
143,대구,2023/08/16,24
143,대구,2023/08/17,18
143,대구,2023/08/18,13
143,대구,2023/08/19,24
143,대구,2023/08/20,21
143,대구,2023/08/21,25
143,대구,2023/08/22,27
143,대구,2023/08/23,21
143,대구,2023/08/24,10
143,대구,2023/08/25,15
143,대구,2023/08/26,21
143,대구,2023/08/27,19
143,대구,2023/08/28,16
143,대구,2023/08/29,15
143,대구,2023/08/30,11
143,대구,2023/08/31,12
143,대구,2023/09/01,22
143,대구,2023/09/02,20
143,대구,2023/09/03,16
143,대구,2023/09/04,13
143,대구,2023/09/05,13
143,대구,2023/09/06,16
143,대구,2023/09/07,16
143,대구,2023/09/08,13
143,대구,2023/09/09,13
143,대구,2023/09/10,13
143,대구,2023/09/11,17
143,대구,2023/09/12,24
143,대구,2023/09/13,23
143,대구,2023/09/14,9
143,대구,2023/09/15,9
143,대구,2023/09/16,17
143,대구,2023/09/17,13
143,대구,2023/09/18,16
143,대구,2023/09/19,24
143,대구,2023/09/20,29
143,대구,2023/09/21,9
143,대구,2023/09/22,14
143,대구,2023/09/23,15
143,대구,2023/09/24,12
143,대구,2023/09/25,15
143,대구,2023/09/26,11
143,대구,2023/09/27,15
143,대구,2023/09/28,22
143,대구,2023/09/29,38
143,대구,2023/09/30,22
143,대구,2023/10/01,24
143,대구,2023/10/02,16
143,대구,2023/10/03,19
143,대구,2023/10/04,22
143,대구,2023/10/05,26
143,대구,2023/10/06,22
143,대구,2023/10/07,18
143,대구,2023/10/08,13
143,대구,2023/10/09,13
143,대구,2023/10/10,16
143,대구,2023/10/11,21
143,대구,2023/10/12,21
143,대구,2023/10/13,26
143,대구,2023/10/14,27
143,대구,2023/10/15,20
143,대구,2023/10/16,30
143,대구,2023/10/17,25
143,대구,2023/10/19,29
143,대구,2023/10/21,21
143,대구,2023/10/22,21
143,대구,2023/10/23,30
143,대구,2023/10/24,31
143,대구,2023/10/25,32
143,대구,2023/10/26,43
143,대구,2023/10/27,29
143,대구,2023/10/28,23
143,대구,2023/10/29,24
143,대구,2023/10/30,33
143,대구,2023/10/31,41
156,광주,2022/04/01,22
156,광주,2022/04/02,21
156,광주,2022/04/03,28
156,광주,2022/04/04,34
156,광주,2022/04/05,32
156,광주,2022/04/06,34
156,광주,2022/04/07,28
156,광주,2022/04/08,37
156,광주,2022/04/09,34
156,광주,2022/04/10,28
156,광주,2022/04/11,39
156,광주,2022/04/13,17
156,광주,2022/04/14,15
156,광주,2022/04/16,39
156,광주,2022/04/17,32
156,광주,2022/04/18,33
156,광주,2022/04/19,29
156,광주,2022/04/20,33
156,광주,2022/04/21,29
156,광주,2022/04/22,35
156,광주,2022/04/23,36
156,광주,2022/04/24,39
156,광주,2022/04/25,36
156,광주,2022/04/27,86
156,광주,2022/04/28,92
156,광주,2022/05/01,35
156,광주,2022/05/02,30
156,광주,2022/05/03,33
156,광주,2022/05/04,34
156,광주,2022/05/05,30
156,광주,2022/05/06,31
156,광주,2022/05/07,24
156,광주,2022/05/08,29
156,광주,2022/05/09,25
156,광주,2022/05/10,25
156,광주,2022/05/11,31
156,광주,2022/05/12,33
156,광주,2022/05/13,25
156,광주,2022/05/14,29
156,광주,2022/05/16,38
156,광주,2022/05/17,50
156,광주,2022/05/18,45
156,광주,2022/05/19,32
156,광주,2022/05/20,46
156,광주,2022/05/22,43
156,광주,2022/05/23,38
156,광주,2022/05/24,38
156,광주,2022/05/26,16
156,광주,2022/05/27,33
156,광주,2022/05/28,29
156,광주,2022/05/29,19
156,광주,2022/05/30,19
156,광주,2022/06/01,23
156,광주,2022/06/02,21
156,광주,2022/06/03,29
156,광주,2022/06/04,23
156,광주,2022/06/06,18
156,광주,2022/06/07,16
156,광주,2022/06/08,22
156,광주,2022/06/09,25
156,광주,2022/06/10,21
156,광주,2022/06/11,28
156,광주,2022/06/12,33
156,광주,2022/06/13,22
156,광주,2022/06/16,21
156,광주,2022/06/17,21
156,광주,2022/06/18,12
156,광주,2022/06/19,14
156,광주,2022/06/20,17
156,광주,2022/06/21,27
156,광주,2022/06/22,24
156,광주,2022/06/23,16
156,광주,2022/06/25,27
156,광주,2022/06/26,13
156,광주,2022/06/27,11
156,광주,2022/06/28,13
156,광주,2022/06/29,11
156,광주,2022/06/30,13
156,광주,2022/07/01,12
156,광주,2022/07/02,24
156,광주,2022/07/03,29
156,광주,2022/07/04,16
156,광주,2022/07/05,28
156,광주,2022/07/06,15
156,광주,2022/07/07,13
156,광주,2022/07/08,21
156,광주,2022/07/09,19
156,광주,2022/07/10,25
156,광주,2022/07/12,13
156,광주,2022/07/13,14
156,광주,2022/07/14,16
156,광주,2022/07/15,16
156,광주,2022/07/16,20
156,광주,2022/07/17,21
156,광주,2022/07/18,21
156,광주,2022/07/19,17
156,광주,2022/07/20,23
156,광주,2022/07/21,20
156,광주,2022/07/22,18
156,광주,2022/07/23,26
156,광주,2022/07/24,11
156,광주,2022/07/25,14
156,광주,2022/07/26,30
156,광주,2022/07/27,25
156,광주,2022/07/28,25
156,광주,2022/07/29,18
156,광주,2022/07/30,11
156,광주,2022/07/31,10
156,광주,2022/08/01,11
156,광주,2022/08/02,14
156,광주,2022/08/04,11
156,광주,2022/08/05,14
156,광주,2022/08/06,18
156,광주,2022/08/07,19
156,광주,2022/08/08,14
156,광주,2022/08/09,11
156,광주,2022/08/10,13
156,광주,2022/08/11,14
156,광주,2022/08/12,16
156,광주,2022/08/13,19
156,광주,2022/08/14,16
156,광주,2022/08/15,13
156,광주,2022/08/16,12
156,광주,2022/08/17,14
156,광주,2022/08/18,21
156,광주,2022/08/19,19
156,광주,2022/08/20,18
156,광주,2022/08/21,19
156,광주,2022/08/22,19
156,광주,2022/08/23,19
156,광주,2022/08/24,27
156,광주,2022/08/25,16
156,광주,2022/08/26,18
156,광주,2022/08/27,23
156,광주,2022/08/29,17
156,광주,2022/08/30,24
156,광주,2022/08/31,15
156,광주,2022/09/01,14
156,광주,2022/09/02,11
156,광주,2022/09/04,11
156,광주,2022/09/05,12
156,광주,2022/09/07,23
156,광주,2022/09/08,23
156,광주,2022/09/09,20
156,광주,2022/09/10,14
156,광주,2022/09/11,13
156,광주,2022/09/12,19
156,광주,2022/09/13,17
156,광주,2022/09/14,14
156,광주,2022/09/15,17
156,광주,2022/09/16,22
156,광주,2022/09/17,19
156,광주,2022/09/18,14
156,광주,2022/09/19,24
156,광주,2022/09/20,24
156,광주,2022/09/21,18
156,광주,2022/09/22,19
156,광주,2022/09/23,21
156,광주,2022/09/24,21
156,광주,2022/09/25,18
156,광주,2022/09/26,20
156,광주,2022/09/27,22
156,광주,2022/09/28,32
156,광주,2022/09/29,57
156,광주,2022/10/01,35
156,광주,2022/10/02,25
156,광주,2022/10/03,20
156,광주,2022/10/05,21
156,광주,2022/10/06,21
156,광주,2022/10/14,25
156,광주,2022/10/15,28
156,광주,2022/10/16,25
156,광주,2022/10/21,27
156,광주,2022/10/22,25
156,광주,2022/10/27,30
156,광주,2022/10/28,34
156,광주,2022/10/29,33
156,광주,2022/10/30,25
156,광주,2022/11/01,31
156,광주,2022/11/02,34
156,광주,2022/11/06,26
156,광주,2022/11/07,33
156,광주,2022/11/08,33
156,광주,2022/11/09,37
156,광주,2022/11/10,40
156,광주,2022/11/11,39
156,광주,2022/11/12,32
156,광주,2022/11/14,25
156,광주,2022/11/15,22
156,광주,2022/11/16,32
156,광주,2022/11/17,26
156,광주,2022/11/18,30
156,광주,2022/11/19,30
156,광주,2022/11/20,23
156,광주,2022/11/21,29
156,광주,2022/11/22,25
156,광주,2022/11/24,29
156,광주,2022/11/25,37
156,광주,2022/11/26,40
156,광주,2022/11/27,36
156,광주,2022/11/28,27
156,광주,2022/11/29,10
156,광주,2022/11/30,14
156,광주,2022/12/01,10
156,광주,2022/12/02,14
156,광주,2022/12/03,26
156,광주,2022/12/04,19
156,광주,2022/12/05,10
156,광주,2022/12/06,26
156,광주,2022/12/07,35
156,광주,2022/12/08,29
156,광주,2022/12/09,34
156,광주,2022/12/10,39
156,광주,2022/12/11,24
156,광주,2022/12/12,21
156,광주,2022/12/13,149
156,광주,2022/12/14,16
156,광주,2022/12/15,21
156,광주,2022/12/16,21
156,광주,2022/12/17,20
156,광주,2022/12/18,14
156,광주,2022/12/19,21
156,광주,2022/12/20,29
156,광주,2022/12/21,29
156,광주,2022/12/22,23
156,광주,2022/12/23,10
156,광주,2022/12/24,16
156,광주,2022/12/25,19
156,광주,2022/12/26,19
156,광주,2022/12/27,20
156,광주,2022/12/28,29
156,광주,2022/12/29,22
156,광주,2022/12/30,29
156,광주,2022/12/31,22
156,광주,2023/01/01,33
156,광주,2023/01/02,13
156,광주,2023/01/03,15
156,광주,2023/01/04,30
156,광주,2023/01/05,54
156,광주,2023/01/06,76
156,광주,2023/01/07,170
156,광주,2023/01/08,102
156,광주,2023/01/09,64
156,광주,2023/01/10,51
156,광주,2023/01/11,46
156,광주,2023/01/12,36
156,광주,2023/01/13,9
156,광주,2023/01/15,17
156,광주,2023/01/16,16
156,광주,2023/01/17,16
156,광주,2023/01/18,43
156,광주,2023/01/19,54
156,광주,2023/01/20,57
156,광주,2023/01/21,15
156,광주,2023/01/22,17
156,광주,2023/01/23,41
156,광주,2023/01/24,31
156,광주,2023/01/25,12
156,광주,2023/01/26,17
156,광주,2023/01/27,27
156,광주,2023/01/28,26
156,광주,2023/01/29,40
156,광주,2023/01/30,32
156,광주,2023/01/31,30
156,광주,2023/02/01,38
156,광주,2023/02/02,30
156,광주,2023/02/03,24
156,광주,2023/02/04,30
156,광주,2023/02/05,38
156,광주,2023/02/06,38
156,광주,2023/02/07,44
156,광주,2023/02/08,51
156,광주,2023/02/09,35
156,광주,2023/02/11,28
156,광주,2023/02/12,26
156,광주,2023/02/13,28
156,광주,2023/02/14,32
156,광주,2023/02/15,31
156,광주,2023/02/16,28
156,광주,2023/02/17,26
156,광주,2023/02/18,29
156,광주,2023/02/19,23
156,광주,2023/02/20,33
156,광주,2023/02/21,23
156,광주,2023/02/22,30
156,광주,2023/02/23,24
156,광주,2023/02/24,38
156,광주,2023/02/25,23
156,광주,2023/02/26,23
156,광주,2023/02/27,34
156,광주,2023/02/28,39
156,광주,2023/03/01,25
156,광주,2023/03/02,29
156,광주,2023/03/03,33
156,광주,2023/03/04,44
156,광주,2023/03/05,46
156,광주,2023/03/06,51
156,광주,2023/03/07,54
156,광주,2023/03/08,47
156,광주,2023/03/09,48
156,광주,2023/03/10,70
156,광주,2023/03/11,84
156,광주,2023/03/13,31
156,광주,2023/03/14,43
156,광주,2023/03/15,35
156,광주,2023/03/16,46
156,광주,2023/03/17,38
156,광주,2023/03/18,39
156,광주,2023/03/19,54
156,광주,2023/03/20,55
156,광주,2023/03/21,46
156,광주,2023/03/22,26
156,광주,2023/03/24,135
156,광주,2023/03/25,60
156,광주,2023/03/26,54
156,광주,2023/03/27,33
156,광주,2023/03/28,71
156,광주,2023/03/29,65
156,광주,2023/03/30,55
156,광주,2023/04/01,45
156,광주,2023/04/02,33
156,광주,2023/04/03,37
156,광주,2023/04/04,27
