index,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수,month,year,first_game,rain,temp,pm10,date,before_attendance,before_5game_avg,last_match,pythagorean_expectation,games_back,home_win_rate,3game_results,3game_evens,home_view,home_recommend,home_reply,away_view,away_recommend,away_reply
85,SSG,Kiwoom,3,2,4.0,6.0,0,4.0,3.6,K. 맥카티,최원태,17:00,토,문학,16535,4,2023,0,0.0,16.9,62.0,20230422,12374.0,10763.4,win,0.5541042540443379,2.5,0.625,0,0,397086.0,11611.0,1953.0,286754.0,9647.0,1849.0
86,Doosan,KT,5,1,4.0,8.0,0,6.6,6.8,최승용,B. 슐서,17:00,토,잠실,13410,4,2023,0,0.0,17.8,62.0,20230422,6896.0,4816.2,win,0.5,1.5,0.5882352941176471,0,0,397294.0,14942.0,2177.0,65202.0,2027.0,590.0
87,Hanhwa,LG,0,3,10.0,1.0,0,2.4,5.8,임찬규,남지민,17:00,토,대전,11152,4,2023,0,0.0,15.8,171.0,20230422,6004.0,5561.0,lose,0.3931407942238267,6.0,0.3125,0,0,474610.0,11527.0,2425.0,251712.0,7478.0,1547.0
88,KIA,Samsung,5,3,9.0,8.0,0,5.0,4.4,S. 앤더슨,백정현,14:00,일,광주,10026,4,2023,0,0.0,14.4,85.0,20230423,12990.0,6838.4,win,0.4025818472185254,1.0,0.375,0,0,964175.0,44843.0,5493.0,261949.0,6139.0,1031.0
89,NC,Lotte,3,5,4.0,5.0,0,4.6,5.0,박세웅,이용준,14:00,일,창원,13286,4,2023,0,0.0,14.1,53.0,20230423,15130.0,7086.8,lose,0.5792505048993941,1.0,0.5263157894736842,0,0,138118.0,2843.0,669.0,1332684.0,39648.0,5674.0
90,SSG,Kiwoom,9,7,3.0,6.0,0,3.6,3.6,오원석,이승호,14:00,일,문학,15878,4,2023,0,0.0,15.9,59.0,20230423,16535.0,12908.6,win,0.5594894561598224,3.5,0.6470588235294118,0,0,448287.0,13878.0,2220.0,306472.0,8843.0,1841.0
91,Doosan,KT,1,1,3.0,8.0,0,5.6,4.2,최원준,고영표,14:00,일,잠실,10151,4,2023,0,0.0,16.9,59.0,20230423,13410.0,7063.8,win,0.5237960339943343,2.5,0.6111111111111112,0,0,531138.0,23195.0,3418.0,48709.0,1172.0,354.0
92,Hanhwa,LG,7,6,10.0,1.0,0,2.0,5.4,박상원,정우영,14:00,일,대전,9023,4,2023,0,0.0,14.8,86.0,20230423,11152.0,5900.4,lose,0.3761333218202228,7.0,0.2941176470588235,0,0,595701.0,16134.0,3522.0,245144.0,7051.0,1517.0
93,KIA,NC,0,6,9.0,5.0,0,5.0,4.0,E. 페디,이의리,18:30,화,광주,2216,4,2023,0,1.5,10.6,15.0,20230425,10026.0,8119.0,even,0.4235294117647059,1.5,0.4117647058823529,0,0,311005.0,15451.0,1973.0,35146.0,546.0,113.0
94,LG,SSG,5,4,1.0,2.0,0,5.8,5.0,고우석,노경은,18:30,화,잠실,7344,4,2023,0,0.0,11.4,31.0,20230425,9090.0,12817.4,even,0.6371059197096848,1.0,0.65,0,0,107946.0,2472.0,562.0,342105.0,9462.0,1660.0
95,Kiwoom,KT,1,0,6.0,9.0,0,4.2,3.6,안우진,엄상백,18:30,화,고척,2956,4,2023,0,0.0,11.5,31.0,20230425,3918.0,7181.6,even,0.4771112405358182,2.0,0.4210526315789473,0,0,156198.0,4417.0,1123.0,59845.0,1680.0,435.0
96,KIA,NC,6,0,9.0,4.0,0,3.8,4.2,A. 메디나,송명기,18:30,수,광주,4798,4,2023,0,0.0,9.1,34.0,20230426,2216.0,7511.8,lose,0.3839590443686007,2.5,0.3888888888888889,0,0,404738.0,14546.0,2388.0,110478.0,3595.0,839.0
97,LG,SSG,3,5,1.0,2.0,0,5.4,5.4,송영진,김윤식,18:30,수,잠실,10419,4,2023,0,0.0,10.4,28.0,20230426,7344.0,10037.6,win,0.64,1.0,0.6666666666666666,0,0,232728.0,7547.0,1368.0,387752.0,11642.0,2097.0
98,Lotte,Hanhwa,8,1,5.0,10.0,0,4.6,3.4,한현희,장민재,18:30,수,사직,7905,4,2023,0,0.0,13.3,39.0,20230426,6423.0,5629.0,even,0.3812419516382887,4.0,0.5555555555555556,0,0,481763.0,10022.0,2021.0,313397.0,7291.0,1784.0
99,Samsung,Doosan,1,0,9.0,4.0,0,3.8,5.4,D. 뷰캐넌,R. 알칸타라,18:30,수,대구,9213,4,2023,0,0.0,12.8,31.0,20230426,16076.0,10696.8,even,0.3886345874734844,4.5,0.3684210526315789,0,0,175277.0,4004.0,753.0,125926.0,4050.0,567.0
100,Kiwoom,KT,13,2,6.0,9.0,0,3.4,2.6,E. 요키시,W. 벤자민,18:30,수,고척,2489,4,2023,0,0.0,9.9,28.0,20230426,2956.0,5022.4,win,0.4555024698356142,2.0,0.45,0,0,308448.0,13178.0,2041.0,81793.0,2180.0,486.0
101,KIA,NC,5,0,8.0,5.0,0,4.4,3.4,전상현,구창모,18:30,목,광주,6017,4,2023,0,0.0,12.4,38.0,20230427,4798.0,7380.0,win,0.4299249901302803,1.5,0.4210526315789473,0,0,599414.0,27065.0,3489.0,79570.0,1905.0,535.0
102,LG,SSG,6,3,1.0,2.0,0,4.2,4.8,A. 플럿코,최민준,18:30,목,잠실,13061,4,2023,0,0.0,14.0,43.0,20230427,10419.0,8103.4,lose,0.626782730346248,1.0,0.6363636363636364,0,0,150273.0,2865.0,972.0,426757.0,13294.0,2110.0
103,Lotte,Hanhwa,3,0,5.0,10.0,0,6.2,2.2,나균안,김민우,18:30,목,사직,10393,4,2023,0,0.0,14.1,38.0,20230427,7905.0,5906.2,win,0.4706136560069144,5.0,0.5789473684210527,0,0,1055896.0,31852.0,4203.0,356421.0,8360.0,1677.0
104,Samsung,Doosan,7,6,8.0,5.0,0,2.2,4.2,이상민,정철원,18:30,목,대구,8473,4,2023,0,0.0,14.7,31.0,20230427,9213.0,11458.4,win,0.3958904109589041,3.5,0.4,0,0,390658.0,12017.0,1738.0,218230.0,6544.0,1223.0
105,Kiwoom,KT,3,1,6.0,9.0,0,4.8,2.0,A. 후라도,조이현,18:30,목,고척,3024,4,2023,0,0.0,13.2,43.0,20230427,2489.0,3267.2,win,0.5232432432432432,2.0,0.4761904761904761,0,0,393979.0,16713.0,2617.0,77919.0,1909.0,535.0
106,KT,Samsung,9,10,9.0,8.0,0,1.0,3.4,김태훈,,18:30,금,수원,7314,4,2023,0,0.0,14.4,48.0,20230428,4472.0,7499.4,even,0.6527238232902701,1.5,0.3888888888888889,0,0,97368.0,2273.0,582.0,1212807.0,35299.0,5195.0
107,LG,KIA,3,4,1.0,8.0,0,4.6,4.4,양현종,,18:30,금,잠실,22695,4,2023,0,1.0,16.6,38.0,20230428,13061.0,9400.8,even,0.6342416636787379,4.5,0.6521739130434783,0,0,101033.0,2955.0,508.0,684075.0,31663.0,3648.0
108,SSG,Doosan,4,1,2.0,6.0,0,4.8,4.4,K. 맥카티,최승용,18:30,금,문학,14909,4,2023,0,1.0,14.7,38.0,20230428,15878.0,14440.6,even,0.5663716814159292,1.5,0.6190476190476191,0,0,357440.0,12311.0,2756.0,182772.0,5890.0,1096.0
109,Lotte,Kiwoom,5,2,3.0,6.0,0,5.8,5.2,노진혁,최원태,18:30,금,사직,14343,4,2023,0,0.0,17.1,29.0,20230428,10393.0,6683.8,even,0.4855102897942041,2.0,0.6,0,0,1428331.0,36301.0,5680.0,686133.0,24620.0,3704.0
110,Hanhwa,NC,4,6,10.0,6.0,0,2.0,3.0,신민혁,F. 페냐,18:30,금,대전,7242,4,2023,0,0.0,15.0,33.0,20230428,9023.0,6902.6,even,0.3915503306392358,3.5,0.3,0,0,406481.0,10826.0,2211.0,95415.0,2316.0,606.0
111,KT,Samsung,2,3,9.0,8.0,0,2.6,4.6,원태인,손동현,17:00,토,수원,12039,4,2023,0,16.1875,12.3,34.0,20230429,7314.0,6319.8,lose,0.5,1.5,0.3684210526315789,0,0,71795.0,1475.0,367.0,587424.0,18608.0,2829.0
112,LG,KIA,3,6,1.0,8.0,0,4.6,4.0,S. 앤더슨,강효종,17:00,토,잠실,23750,4,2023,0,27.5,13.7,25.0,20230429,22695.0,12521.8,lose,0.6265370414281359,3.5,0.625,0,0,126176.0,3466.0,489.0,568042.0,22443.0,3352.0
113,SSG,Doosan,10,4,2.0,6.0,0,5.0,2.6,오원석,최원준,17:00,토,문학,20180,4,2023,0,15.5,12.6,25.0,20230429,14909.0,14631.2,win,0.5605498448999453,2.5,0.6363636363636364,0,0,303278.0,8415.0,1579.0,223978.0,6933.0,1219.0
114,Hanhwa,NC,2,3,10.0,4.0,0,2.4,3.0,이용준,남지민,17:00,토,대전,7813,4,2023,0,10.5,13.1,22.0,20230429,7242.0,7508.6,lose,0.3427991886409736,4.5,0.2857142857142857,0,0,333188.0,7860.0,2143.0,149711.0,3456.0,694.0
115,KT,Samsung,0,1,8.0,7.0,0,2.8,4.8,우규민,김재윤,14:00,일,수원,14582,4,2023,0,0.0,12.3,45.0,20230430,12039.0,6125.6,lose,0.4953489378271968,2.5,0.35,0,0,172904.0,4345.0,1134.0,746244.0,18565.0,3515.0
116,LG,KIA,8,12,1.0,7.0,0,4.0,4.2,정해영,고우석,14:00,일,잠실,23750,4,2023,0,0.5,13.8,47.0,20230430,23750.0,15453.8,lose,0.6106124770874155,2.5,0.6,0,0,113710.0,2641.0,412.0,1083507.0,43028.0,5662.0
117,SSG,Doosan,0,2,1.0,7.0,0,5.2,2.4,곽빈,박종훈,14:00,일,문학,21026,4,2023,0,0.0,12.7,47.0,20230430,20180.0,15975.2,win,0.5865218980007308,3.5,0.6521739130434783,0,0,462351.0,12954.0,2546.0,288542.0,8104.0,1869.0
118,Lotte,Kiwoom,5,3,3.0,7.0,0,6.2,5.2,김상수,김동혁,14:00,일,사직,22990,4,2023,0,0.0,15.4,44.0,20230430,14343.0,8786.6,win,0.5,3.0,0.6190476190476191,0,0,1175151.0,26135.0,4620.0,206118.0,5256.0,1016.0
119,Hanhwa,NC,1,4,9.0,3.0,0,2.8,3.0,E. 페디,문동주,14:00,일,대전,10442,4,2023,0,0.0,12.7,41.0,20230430,7813.0,8246.8,lose,0.3418620800170931,5.5,0.2727272727272727,0,0,410313.0,10605.0,2384.0,116937.0,3273.0,1008.0
120,KIA,Lotte,4,7,6.0,3.0,0,6.6,5.2,김진욱,A. 메디나,18:30,화,광주,8892,5,2023,0,0.0,16.4,32.0,20230502,6017.0,7209.4,win,0.4660257002865859,2.5,0.5217391304347826,"1, 2",0,649592.0,25273.0,3502.0,1039277.0,25647.0,4363.0
121,NC,LG,3,5,3.0,1.0,0,2.6,4.6,박명근,김영규,18:30,화,창원,3939,5,2023,0,0.0,16.5,41.0,20230502,13286.0,9330.2,win,0.5640623935699203,1.0,0.5384615384615384,"1, 2",0,120698.0,2620.0,867.0,231285.0,5644.0,855.0
122,SSG,KT,4,11,1.0,8.0,0,4.4,2.8,W. 벤자민,문승원,18:30,화,문학,6950,5,2023,0,0.0,15.8,39.0,20230502,21026.0,17705.6,lose,0.5757032330788543,6.5,0.625,"1, 2",0,247372.0,5754.0,1421.0,93901.0,1987.0,495.0
123,Doosan,Hanhwa,3,0,6.0,9.0,0,2.6,1.6,R. 알칸타라,장민재,18:30,화,잠실,9834,5,2023,0,0.0,17.7,39.0,20230502,10151.0,8349.2,lose,0.5235163923087564,6.0,0.5217391304347826,"2, 1",0,196983.0,6412.0,999.0,380670.0,9961.0,2314.0
124,Samsung,Kiwoom,0,4,6.0,7.0,0,4.4,4.4,하영민,김태훈,18:30,화,대구,10624,5,2023,0,0.0,17.0,34.0,20230502,8473.0,12223.4,win,0.4072167428433967,1.0,0.5,"2, 1",0,600551.0,13554.0,2877.0,162504.0,3998.0,1092.0
125,KIA,Lotte,10,2,8.0,3.0,0,6.2,5.6,윤영철,나균안,18:30,수,광주,13815,5,2023,0,0.0,17.3,25.0,20230503,8892.0,6389.8,lose,0.5,3.5,0.5,"1, 2",0,440453.0,12687.0,2421.0,1391129.0,42887.0,5902.0
126,NC,LG,1,2,4.0,1.0,0,3.2,5.0,A. 플럿코,구창모,18:30,수,창원,4874,5,2023,0,0.0,17.2,29.0,20230503,3939.0,9628.4,lose,0.5461972794935409,2.0,0.5185185185185185,"0, 3",0,60824.0,1889.0,564.0,3775.0,139.0,31.0
127,SSG,KT,5,3,3.0,9.0,0,4.2,4.6,노경은,손동현,18:30,수,문학,7703,5,2023,0,0.0,18.7,47.0,20230503,6950.0,15788.6,lose,0.5376821898329186,5.5,0.6,"1, 2",0,368525.0,9898.0,2000.0,99705.0,3428.0,853.0
128,Doosan,Hanhwa,3,8,5.0,10.0,0,3.2,1.4,김민우,최승용,18:30,수,잠실,14271,5,2023,0,0.0,20.1,47.0,20230503,9834.0,9441.6,win,0.4903855042987889,7.0,0.5416666666666666,"2, 1",0,244510.0,8850.0,1297.0,326660.0,8560.0,2162.0
129,Samsung,Kiwoom,1,4,8.0,8.0,0,4.2,5.0,A. 후라도,오승환,18:30,수,대구,13394,5,2023,0,0.0,18.3,34.0,20230503,10624.0,12523.4,lose,0.4144290351136028,0.0,0.48,"1, 2",0,641519.0,15350.0,3119.0,279372.0,11070.0,1991.0
130,SSG,KT,10,2,2.0,9.0,0,4.6,5.0,K. 맥카티,B. 슐서,18:30,목,문학,7529,5,2023,0,0.0,20.4,48.0,20230504,7703.0,14153.6,win,0.545360824742268,6.5,0.6153846153846154,"2, 1",0,212514.0,6549.0,1171.0,102664.0,2638.0,784.0
131,Doosan,Hanhwa,3,10,7.0,10.0,0,2.6,3.0,F. 페냐,File D.,18:30,목,잠실,10825,5,2023,0,0.0,22.0,48.0,20230504,14271.0,10912.4,lose,0.4680691522599458,6.0,0.52,"2, 1",0,181129.0,5316.0,893.0,470095.0,13639.0,2691.0
132,Samsung,Kiwoom,14,1,8.0,7.0,0,3.0,3.2,A. 수아레즈,최원태,18:30,목,대구,12076,5,2023,0,0.0,18.7,28.0,20230504,13394.0,11556.0,lose,0.4038590426470069,1.0,0.4615384615384615,"0, 3",0,588207.0,16138.0,2509.0,261740.0,10273.0,1646.0
133,Kiwoom,SSG,1,3,7.0,1.0,1,2.8,5.8,오원석,정찬헌,14:00,금,고척,16000,5,2023,0,26.5,18.8,15.0,20230505,3024.0,3251.2,win,0.5340513349671095,4.0,0.4814814814814814,"0, 3",0,186751.0,4690.0,1129.0,326572.0,10203.0,1610.0
134,Kiwoom,SSG,1,2,8.0,1.0,0,2.6,4.4,박종훈,안우진,17:00,토,고척,11063,5,2023,0,45.5,13.2,15.0,20230506,16000.0,5677.4,lose,0.4680691522599458,5.0,0.4642857142857143,"0, 3",0,197610.0,5347.0,1002.0,477618.0,13471.0,2317.0
135,Doosan,LG,1,11,8.0,2.0,0,3.0,4.2,C. 켈리,곽빈,14:00,일,잠실,22073,5,2023,0,0.0,14.9,36.0,20230507,10825.0,11698.2,lose,0.4398741206960385,3.0,0.5,"1, 2",0,79201.0,1865.0,330.0,61913.0,1402.0,231.0
136,Kiwoom,SSG,6,7,8.0,1.0,0,2.2,4.8,백승건,김동혁,14:00,일,고척,7623,5,2023,0,0.0,15.3,36.0,20230507,11063.0,7106.4,lose,0.4640106995217638,6.0,0.4482758620689655,"0, 3",0,217619.0,5361.0,1390.0,420611.0,12727.0,1938.0
137,Hanhwa,KT,6,2,10.0,10.0,0,4.2,3.6,문동주,엄상백,14:00,일,대전,8551,5,2023,0,1.0,10.9,25.0,20230507,10442.0,9134.4,win,0.3315980996664308,1.0,0.3076923076923077,"1, 1",1,302606.0,6018.0,1501.0,44494.0,879.0,241.0
138,KIA,SSG,3,0,8.0,1.0,0,7.2,5.4,양현종,김광현,18:30,화,광주,8916,5,2023,0,0.0,15.1,31.0,20230509,13815.0,7147.6,lose,0.5387764705882353,4.5,0.52,0,0,265556.0,7142.0,1488.0,283854.0,7627.0,1783.0
139,KT,NC,4,16,10.0,4.0,0,3.6,3.4,E. 페디,W. 벤자민,18:30,화,수원,2764,5,2023,0,0.0,14.1,66.0,20230509,14582.0,8362.4,lose,0.4907415345049293,4.5,0.32,"1, 2",0,52807.0,1300.0,289.0,32983.0,797.0,237.0
140,LG,Kiwoom,5,4,2.0,8.0,0,5.8,2.6,함덕주,양현,18:30,화,잠실,10421,5,2023,0,0.0,18.1,57.0,20230509,23750.0,18735.0,lose,0.5881920627143558,5.5,0.6206896551724138,"2, 1",0,102341.0,2424.0,616.0,107429.0,2984.0,738.0
141,Lotte,Doosan,2,5,3.0,8.0,0,4.4,2.4,R. 알칸타라,D. 스트레일리,18:30,화,사직,11643,5,2023,0,0.0,16.1,34.0,20230509,22990.0,12410.8,lose,0.509008277876968,3.5,0.625,0,0,336926.0,6321.0,1495.0,33187.0,635.0,182.0
142,Hanhwa,Samsung,1,9,9.0,8.0,0,5.0,3.8,D. 뷰캐넌,김민우,18:30,화,대전,5014,5,2023,0,0.0,15.2,37.0,20230509,8551.0,8614.2,lose,0.4098360655737705,4.0,0.3333333333333333,0,0,357891.0,8858.0,2079.0,273249.0,5557.0,1326.0
143,KIA,SSG,3,5,7.0,1.0,0,7.0,4.4,백승건,S. 앤더슨,18:30,수,광주,8481,5,2023,0,0.0,17.0,31.0,20230510,8916.0,8487.6,win,0.5524861878453039,3.5,0.5384615384615384,"2, 1",0,584326.0,25923.0,3276.0,216895.0,6090.0,1192.0
144,KT,NC,7,8,10.0,4.0,0,4.4,5.4,김진호,김재윤,18:30,수,수원,3734,5,2023,0,0.0,16.2,73.0,20230510,2764.0,8234.2,lose,0.4251552080938147,5.5,0.3076923076923077,"1, 2",0,85634.0,2233.0,516.0,137013.0,4641.0,972.0
145,LG,Kiwoom,1,11,2.0,8.0,0,6.2,2.6,최원태,정우영,18:30,수,잠실,12125,5,2023,0,0.0,19.5,59.0,20230510,10421.0,18735.4,win,0.6238666781797773,6.5,0.6333333333333333,"2, 1",0,184143.0,5538.0,1146.0,170502.0,5713.0,1045.0
146,Lotte,Doosan,3,0,4.0,7.0,0,4.2,3.0,C. 반즈,최원준,18:30,수,사직,11435,5,2023,0,0.0,17.1,47.0,20230510,11643.0,13454.8,lose,0.4762039660056657,2.5,0.6,"1, 2",0,341676.0,9966.0,1732.0,121414.0,3295.0,561.0
147,Hanhwa,Samsung,5,1,9.0,7.0,0,5.0,5.0,F. 페냐,원태인,18:30,수,대전,5865,5,2023,0,0.0,15.8,41.0,20230510,5014.0,7812.4,lose,0.3813855605716031,5.0,0.3214285714285714,"1, 2",0,233454.0,5289.0,1558.0,424106.0,13762.0,2315.0
148,KIA,SSG,3,5,8.0,1.0,0,6.4,3.4,고효준,전상현,18:30,목,광주,8898,5,2023,0,0.0,17.9,35.0,20230511,8481.0,9224.2,lose,0.5414034343862625,4.5,0.5185185185185185,"2, 1",0,377753.0,17071.0,2372.0,225625.0,6923.0,1146.0
149,KT,NC,1,4,10.0,4.0,0,3.6,6.4,구창모,B. 슐서,18:30,목,수원,3934,5,2023,0,0.0,17.1,61.0,20230511,3734.0,8086.6,lose,0.4255867464335021,6.5,0.2962962962962963,"1, 2",0,149854.0,4067.0,1015.0,116830.0,4915.0,814.0
150,LG,Kiwoom,1,0,2.0,8.0,0,4.8,4.6,임찬규,정찬헌,18:30,목,잠실,11773,5,2023,0,0.0,20.5,51.0,20230511,12125.0,18548.2,lose,0.5884685047293218,5.5,0.6129032258064516,"2, 1",0,71034.0,1911.0,450.0,218326.0,8792.0,1483.0
151,Lotte,Doosan,7,6,4.0,8.0,0,3.8,2.4,김상수,홍건희,18:30,목,사직,13350,5,2023,0,0.0,16.4,43.0,20230511,11435.0,14160.8,win,0.4882369222252975,3.5,0.6153846153846154,"2, 1",0,511176.0,14786.0,2078.0,53414.0,992.0,250.0
152,Hanhwa,Samsung,4,0,9.0,8.0,0,6.0,5.0,남지민,A. 수아레즈,18:30,목,대전,6007,5,2023,0,0.0,17.6,40.0,20230511,5865.0,7537.0,win,0.399811792192621,4.0,0.3448275862068966,"2, 1",0,403629.0,14558.0,2366.0,388834.0,9717.0,2108.0
153,KT,Lotte,2,1,10.0,4.0,0,3.2,4.2,김재윤,김진욱,18:30,금,수원,10937,5,2023,0,0.0,16.6,59.0,20230512,3934.0,7410.6,win,0.4169684313420567,9.5,0.2857142857142857,"2, 1",0,173767.0,4226.0,867.0,918589.0,26843.0,4429.0
154,SSG,Hanhwa,2,5,1.0,9.0,0,3.8,5.2,장민재,박종훈,18:30,금,문학,14395,5,2023,0,0.0,16.8,52.0,20230512,7529.0,12677.6,lose,0.5771219620299919,9.5,0.6666666666666666,"3, 0",0,410051.0,13523.0,2273.0,1322634.0,42716.0,5932.0
155,Doosan,KIA,6,1,8.0,8.0,0,3.0,4.6,김동주,이의리,18:30,금,잠실,20563,5,2023,0,0.0,19.5,52.0,20230512,22073.0,13430.8,lose,0.4025818472185254,1.0,0.4666666666666667,"2, 1",0,115262.0,2529.0,478.0,228142.0,8044.0,2020.0
156,Samsung,LG,4,0,8.0,2.0,0,5.0,4.0,백정현,이지강,18:30,금,대구,13765,5,2023,0,0.0,18.4,27.0,20230512,12076.0,10756.0,win,0.460379850323879,5.0,0.4666666666666667,"0, 3",0,305050.0,7398.0,1347.0,74437.0,1995.0,460.0
157,Kiwoom,NC,7,4,8.0,4.0,0,4.4,6.4,임창민,김시훈,18:30,금,고척,3866,5,2023,0,0.0,18.7,52.0,20230512,7623.0,8039.8,win,0.4617582179148736,4.0,0.4242424242424242,"0, 3",0,162266.0,5046.0,1131.0,130638.0,6315.0,1030.0
158,KT,Lotte,0,5,10.0,4.0,0,3.2,3.0,한현희,엄상백,17:00,토,수원,18700,5,2023,0,0.0,16.3,48.0,20230513,10937.0,7190.2,win,0.4210285465242972,8.5,0.3103448275862069,"2, 1",0,129560.0,4377.0,1005.0,799952.0,19793.0,4259.0
159,SSG,Hanhwa,8,5,1.0,9.0,0,3.8,4.2,송영진,문동주,17:00,토,문학,23000,5,2023,0,0.0,16.4,38.0,20230513,14395.0,11520.6,lose,0.571572009680243,8.5,0.6470588235294118,"2, 1",0,224305.0,5480.0,1154.0,1518391.0,51238.0,9020.0
160,Doosan,KIA,5,1,7.0,8.0,0,3.6,4.0,최승용,A. 메디나,17:00,토,잠실,23750,5,2023,0,0.0,18.6,38.0,20230513,20563.0,15513.2,win,0.4273941385341036,1.0,0.4838709677419355,"2, 1",0,210293.0,8723.0,1290.0,261307.0,8294.0,1710.0
161,Samsung,LG,4,7,7.0,2.0,0,5.6,3.6,C. 켈리,허윤동,17:00,토,대구,21817,5,2023,0,0.0,19.0,27.0,20230513,13765.0,11666.4,win,0.478271138403401,4.0,0.4838709677419355,"1, 2",0,488406.0,14546.0,2452.0,83382.0,2275.0,407.0
162,Kiwoom,NC,9,2,7.0,4.0,0,5.6,6.6,E. 요키시,송명기,17:00,토,고척,6573,5,2023,0,0.0,17.9,38.0,20230513,3866.0,8315.2,win,0.5074622709806761,3.0,0.4411764705882353,"1, 2",0,223954.0,10553.0,1544.0,86038.0,2644.0,533.0
163,KT,Lotte,3,8,10.0,3.0,0,2.8,3.6,D. 스트레일리,배제성,14:00,일,수원,15470,5,2023,0,0.0,15.9,34.0,20230514,18700.0,8013.8,lose,0.4063729098748554,9.5,0.3,"1, 2",0,103738.0,2701.0,660.0,941213.0,26941.0,4943.0
164,SSG,Hanhwa,3,3,1.0,9.0,0,4.0,4.0,김광현,김민우,14:00,일,문학,20757,5,2023,0,0.0,17.0,25.0,20230514,23000.0,11915.4,win,0.5785471188827602,9.5,0.6571428571428571,"2, 1",0,425159.0,13529.0,2587.0,604414.0,20518.0,3545.0
165,Doosan,KIA,8,4,6.0,8.0,0,4.4,2.2,,,14:00,일,잠실,23750,5,2023,0,0.0,19.3,25.0,20230514,23750.0,18296.4,win,0.4430431244914564,1.0,0.5,"3, 0",0,246853.0,10030.0,1387.0,294028.0,10834.0,2036.0
166,Samsung,LG,5,8,7.0,2.0,0,3.6,2.8,A. 플럿코,김태훈,14:00,일,대구,18569,5,2023,0,0.0,20.3,27.0,20230514,21817.0,14335.2,lose,0.4686719223771983,5.0,0.46875,"1, 2",0,454988.0,12262.0,2136.0,99175.0,2403.0,570.0
167,Kiwoom,NC,4,6,6.0,4.0,0,6.2,6.8,E. 페디,A. 후라도,14:00,일,고척,5634,5,2023,0,0.0,18.6,25.0,20230514,6573.0,9025.0,win,0.5322245322245323,2.0,0.4571428571428571,"2, 1",0,254794.0,9805.0,1577.0,65480.0,1558.0,398.0
168,LG,KT,7,12,2.0,10.0,0,3.4,2.6,W. 벤자민,김진성,18:30,화,잠실,8567,5,2023,0,0.0,24.8,62.0,20230516,11773.0,16363.8,lose,0.5912897487658145,11.0,0.6285714285714286,0,0,43487.0,1006.0,311.0,49721.0,1130.0,364.0
169,NC,SSG,5,3,4.0,1.0,0,4.8,4.6,최성영,K. 맥카티,18:30,화,창원,4113,5,2023,0,0.0,21.0,55.25,20230516,4874.0,9968.4,lose,0.5410266017234919,4.5,0.5294117647058824,"2, 1",0,64555.0,1660.0,356.0,268402.0,7769.0,1440.0
170,Samsung,KIA,2,8,7.0,8.0,0,2.8,2.4,최지민,김태훈,18:30,화,대구,9112,5,2023,0,0.0,24.6,58.0,20230516,18569.0,15924.2,win,0.4600638977635782,1.0,0.4545454545454545,"0, 3",0,304023.0,7090.0,1203.0,444148.0,17540.0,2181.0
171,Kiwoom,Doosan,1,4,6.0,5.0,0,6.2,5.0,최원준,최원태,18:30,화,고척,5662,5,2023,0,0.0,23.9,62.0,20230516,5634.0,6951.8,lose,0.524207251406007,2.5,0.4444444444444444,0,0,129739.0,3852.0,894.0,78834.0,2725.0,474.0
171,Kiwoom,Doosan,1,4,6.0,5.0,0,6.2,5.0,최원준,최원태,18:30,화,고척,5662,5,2023,0,0.0,23.9,62.0,20230516,5634.0,6951.8,lose,0.524207251406007,2.5,0.4444444444444444,0,0,129739.0,3852.0,894.0,78834.0,2725.0,474.0
172,Hanhwa,Lotte,1,3,9.0,3.0,0,4.4,4.8,김원중,강재민,18:30,화,대전,6138,5,2023,0,0.0,22.3,55.25,20230516,6007.0,7175.8,win,0.416916238454021,8.0,0.375,0,0,531938.0,19245.0,3655.0,939066.0,23377.0,4165.0
173,LG,KT,7,3,2.0,10.0,0,4.6,3.6,임찬규,B. 슐서,18:30,수,잠실,9838,5,2023,0,0.0,24.0,37.0,20230517,8567.0,13327.2,lose,0.5714546006680838,10.0,0.6111111111111112,"1, 2",0,54729.0,1394.0,329.0,78163.0,2689.0,617.0
174,NC,SSG,0,4,4.0,1.0,0,4.2,4.2,오원석,구창모,18:30,수,창원,4344,5,2023,0,0.0,21.5,37.0,20230517,4113.0,8268.4,win,0.5632895880216573,3.5,0.5428571428571428,"3, 0",0,97244.0,3787.0,595.0,208130.0,5285.0,1258.0
175,Samsung,KIA,6,7,8.0,8.0,0,3.0,3.4,윤영철,A. 수아레즈,18:30,수,대구,10979,5,2023,0,0.0,24.7,51.0,20230517,9112.0,15067.8,lose,0.442130589894632,1.0,0.4411764705882353,"0, 3",0,290087.0,6469.0,1376.0,360322.0,18643.0,2251.0
176,Kiwoom,Doosan,6,9,6.0,5.0,0,4.2,5.8,김명신,정찬헌,18:30,수,고척,5232,5,2023,0,0.0,23.2,37.0,20230517,5662.0,5871.6,lose,0.5136029241660112,3.5,0.4324324324324324,"1, 2",0,187480.0,5642.0,1285.0,237673.0,10455.0,1181.0
176,Kiwoom,Doosan,6,9,6.0,5.0,0,4.2,5.8,김명신,정찬헌,18:30,수,고척,5232,5,2023,0,0.0,23.2,37.0,20230517,5662.0,5871.6,lose,0.5136029241660112,3.5,0.4324324324324324,"1, 2",0,187480.0,5642.0,1285.0,237673.0,10455.0,1181.0
