,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수,month,year,first_game,rain,temp,pm10,date,before_attendance,before_5game_avg,last_match
15,KIA,Hanhwa,7,4,7.0,9.0,0,5.0,5.0,윤중현,김재영,18:30,수,광주,3117,04,2022,0,0.0,11.3,34.0,20220406,2840.0,8394.361111111111,win
16,KT,SSG,0,3,7.0,1.0,0,5.0,5.0,오원석,고영표,18:30,수,수원,2094,04,2022,0,0.0,9.6,65.0,20220406,2055.0,7392.611111111111,lose
17,NC,Lotte,5,0,9.0,4.0,0,5.0,5.0,송명기,이인복,18:30,수,창원,3000,04,2022,0,0.0,14.5,43.0,20220406,3246.0,5125.25,lose
18,Doosan,Samsung,1,7,4.0,4.0,0,5.0,5.0,양창섭,곽빈,18:30,수,잠실,4161,04,2022,0,0.0,12.6,50.0,20220406,4109.0,8952.972222222223,lose
19,Kiwoom,LG,1,2,7.0,1.0,0,5.0,5.0,진해수,박주성,18:30,수,고척,2304,04,2022,0,0.0,12.1,50.0,20220406,2298.0,4857.958333333333,lose
20,KIA,Hanhwa,6,2,5.0,9.0,0,5.0,5.0,유승철,김범수,18:30,목,광주,2773,04,2022,0,0.0,11.0,28.0,20220407,3117.0,8394.361111111111,win
21,KT,SSG,3,4,8.0,1.0,0,5.0,5.0,이태양,소형준,18:30,목,수원,2530,04,2022,0,0.0,9.0,42.0,20220407,2094.0,7392.611111111111,lose
22,NC,Lotte,1,2,8.0,5.0,0,5.0,5.0,C. 반즈,이재학,18:30,목,창원,3017,04,2022,0,0.0,15.4,44.0,20220407,3000.0,5125.25,win
23,Doosan,Samsung,6,5,5.0,2.0,0,5.0,5.0,홍건희,우규민,18:30,목,잠실,4055,04,2022,0,0.0,11.7,40.0,20220407,4161.0,8952.972222222223,lose
24,Kiwoom,LG,0,6,8.0,1.0,0,5.0,5.0,김윤식,정찬헌,18:30,목,고척,2055,04,2022,0,0.0,10.9,40.0,20220407,2304.0,4857.958333333333,lose
25,LG,NC,1,4,1.0,8.0,0,5.6,1.6,D. 루친스키,A. 플럿코,18:30,금,잠실,10623,04,2022,0,0.0,14.1,54.0,20220408,12918.930555555555,12918.930555555555,even
26,SSG,KIA,3,0,1.0,5.0,0,4.6,3.8,서진용,홍상삼,18:30,금,문학,15615,04,2022,0,0.0,11.8,54.0,20220408,13632.583333333334,13632.583333333334,even
27,Lotte,Doosan,1,6,5.0,5.0,0,3.4,3.8,R. 스탁,이승헌,18:30,금,사직,8860,04,2022,0,0.0,13.9,41.0,20220408,8773.0,8773.0,even
28,Samsung,Kiwoom,0,1,5.0,8.0,0,5.0,2.2,안우진,D. 뷰캐넌,18:30,금,대구,9244,04,2022,0,0.0,15.2,38.0,20220408,9367.388888888889,9367.388888888889,even
29,Hanhwa,KT,2,4,9.0,8.0,0,2.6,3.4,W. 쿠에바스,윤호솔,18:30,금,대전,5520,04,2022,0,0.0,12.1,31.0,20220408,4974.861111111111,4974.861111111111,even
30,LG,NC,7,6,2.0,9.0,0,4.0,2.4,이민호,W. 파슨스,17:00,토,잠실,14328,04,2022,0,0.0,18.5,58.0,20220409,10623.0,12918.930555555555,lose
31,SSG,KIA,9,5,1.0,6.0,0,4.4,3.8,김광현,이민우,17:00,토,문학,21005,04,2022,0,0.5,16.8,58.0,20220409,15615.0,13632.583333333334,win
32,Lotte,Doosan,5,4,6.0,3.0,0,2.2,3.8,박세웅,최원준,17:00,토,사직,13045,04,2022,0,0.0,17.7,39.0,20220409,8860.0,8773.0,lose
33,Samsung,Kiwoom,0,3,6.0,9.0,0,4.8,2.0,E. 요키시,A. 수아레즈,17:00,토,대구,13059,04,2022,0,0.0,18.7,43.0,20220409,9244.0,9367.388888888889,lose
34,Hanhwa,KT,7,1,10.0,9.0,0,2.2,3.4,N. 킹험,배제성,17:00,토,대전,6538,04,2022,0,0.0,16.8,37.0,20220409,5520.0,4974.861111111111,lose
35,LG,NC,5,3,2.0,9.0,0,4.8,3.4,C. 켈리,신민혁,14:00,일,잠실,13095,04,2022,0,0.0,19.0,51.0,20220410,14328.0,12918.930555555555,win
36,SSG,KIA,11,2,1.0,7.0,0,5.4,4.4,노경은,로니,14:00,일,문학,17849,04,2022,0,0.0,16.8,51.0,20220410,21005.0,13632.583333333334,win
37,Lotte,Doosan,3,4,4.0,4.0,0,2.6,4.4,김강률,문경찬,14:00,일,사직,11646,04,2022,0,0.0,18.9,34.0,20220410,13045.0,8773.0,win
38,Samsung,Kiwoom,5,6,7.0,7.0,0,3.6,1.8,김재웅,김윤수,14:00,일,대구,11610,04,2022,0,0.0,19.4,27.0,20220410,13059.0,9367.388888888889,lose
39,Hanhwa,KT,6,4,10.0,9.0,0,3.6,2.6,김종수,O. 데스파이네,14:00,일,대전,5735,04,2022,0,0.0,17.0,28.0,20220410,6538.0,4974.861111111111,win
40,KIA,Lotte,6,5,7.0,5.0,0,4.0,2.2,전상현,문경찬,18:30,화,광주,3654,04,2022,0,0.0,20.3,33.0,20220412,2773.0,7185.6,even
41,KT,Doosan,1,3,10.0,3.0,0,2.4,4.2,곽빈,고영표,18:30,화,수원,2450,04,2022,0,0.0,16.6,49.0,20220412,2530.0,6811.4,even
42,LG,SSG,1,4,2.0,1.0,0,4.2,6.0,I. 노바,임찬규,18:30,화,잠실,6028,04,2022,0,0.0,19.8,27.0,20220412,13095.0,12918.930555555555,even
43,Samsung,Hanhwa,2,0,7.0,10.0,0,3.4,4.2,원태인,R. 카펜터,18:30,화,대구,4047,04,2022,0,0.0,22.4,32.0,20220412,11610.0,9367.388888888889,even
44,Kiwoom,NC,10,0,5.0,10.0,0,2.2,3.8,최원태,송명기,18:30,화,고척,774,04,2022,0,0.0,18.0,27.0,20220412,2055.0,4205.8,even
45,LG,SSG,2,4,2.0,1.0,0,4.0,6.2,이태양,김대유,18:30,수,잠실,4547,04,2022,0,7.5,12.1,13.0,20220413,6028.0,12918.930555555555,lose
46,Samsung,Hanhwa,12,1,7.0,10.0,0,2.4,3.4,양창섭,김민우,18:30,수,대구,2156,04,2022,0,0.0,11.9,15.0,20220413,4047.0,9367.388888888889,win
47,Kiwoom,NC,5,4,4.0,10.0,0,4.0,2.8,하영민,조민석,18:30,수,고척,893,04,2022,0,3.5,12.4,13.0,20220413,774.0,2709.2,win
48,KIA,Lotte,2,3,7.0,7.0,0,3.8,3.2,박세웅,양현종,18:30,목,광주,3838,04,2022,0,0.0,15.3,15.0,20220414,3654.0,4534.8,win
49,KT,Doosan,4,5,10.0,4.0,0,2.6,4.6,김강률,하준호,18:30,목,수원,2241,04,2022,0,0.0,9.7,16.0,20220414,2450.0,3890.0,lose
50,LG,SSG,5,1,2.0,1.0,0,3.2,6.2,A. 플럿코,W. 폰트,18:30,목,잠실,6500,04,2022,0,0.0,12.2,14.0,20220414,4547.0,9724.2,lose
51,Samsung,Hanhwa,8,3,5.0,10.0,0,3.8,3.2,D. 뷰캐넌,김범수,18:30,목,대구,2869,04,2022,0,0.0,10.6,11.0,20220414,2156.0,8023.2,win
52,Kiwoom,NC,1,0,4.0,10.0,0,5.0,3.4,안우진,D. 루친스키,18:30,목,고척,1020,04,2022,0,0.0,12.5,14.0,20220414,893.0,1664.8,win
53,NC,KIA,5,0,10.0,7.0,0,2.6,3.0,W. 파슨스,S. 놀린,18:30,금,창원,3002,04,2022,0,0.0,13.1,28.0,20220415,3017.0,4377.0,even
54,SSG,Samsung,5,0,1.0,5.0,0,5.8,5.4,김광현,A. 수아레즈,18:30,금,문학,9441,04,2022,0,0.0,12.2,23.5,20220415,17849.0,13632.583333333334,even
55,Doosan,Kiwoom,2,4,4.0,4.0,0,4.4,5.0,T. 애플러,최원준,18:30,금,잠실,4423,04,2022,0,0.0,13.2,23.5,20220415,4055.0,7988.2,even
56,Lotte,KT,9,7,6.0,10.0,0,3.4,2.8,이인복,배제성,18:30,금,사직,4610,04,2022,0,0.0,11.6,28.0,20220415,11646.0,8773.0,even
57,Hanhwa,LG,7,3,10.0,2.0,0,3.4,4.0,윤대경,이민호,18:30,금,대전,3320,04,2022,0,0.0,11.3,21.0,20220415,5735.0,4974.861111111111,even
58,NC,KIA,0,14,9.0,7.0,0,2.4,3.0,로니,신민혁,17:00,토,창원,4580,04,2022,0,0.0,12.0,35.8,20220416,3002.0,3414.6,win
59,SSG,Samsung,6,2,1.0,6.0,0,5.0,5.4,노경은,백정현,14:00,토,문학,16037,04,2022,0,0.0,11.3,39.0,20220416,9441.0,13632.583333333334,win
60,Doosan,Kiwoom,4,1,4.0,3.0,0,3.6,5.2,이영하,E. 요키시,17:00,토,잠실,9737,04,2022,0,0.0,13.4,39.0,20220416,4423.0,5618.6,lose
61,Lotte,KT,0,8,6.0,10.0,0,5.0,3.4,O. 데스파이네,G. 스파크맨,17:00,토,사직,10639,04,2022,0,0.0,11.8,35.8,20220416,4610.0,8773.0,win
62,Hanhwa,LG,2,6,9.0,3.0,0,3.4,3.2,C. 켈리,N. 킹험,17:00,토,대전,8112,04,2022,0,0.0,11.1,28.0,20220416,3320.0,4974.861111111111,win
63,NC,KIA,3,4,10.0,7.0,0,1.8,4.8,전상현,류진욱,14:00,일,창원,3902,04,2022,0,0.0,14.6,41.4,20220417,4580.0,3369.0,lose
64,SSG,Samsung,7,5,1.0,6.0,0,4.0,4.8,I. 노바,원태인,14:00,일,문학,15104,04,2022,0,0.0,11.1,47.0,20220417,16037.0,15989.4,win
65,Doosan,Kiwoom,2,6,4.0,4.0,0,3.6,4.2,윤정현,최승용,14:00,일,잠실,8762,04,2022,0,0.0,14.1,47.0,20220417,9737.0,5297.0,win
66,Lotte,KT,3,0,6.0,10.0,0,4.0,4.8,C. 반즈,엄상백,14:00,일,사직,9231,04,2022,0,0.0,14.9,41.4,20220417,10639.0,9760.0,lose
67,Hanhwa,LG,7,8,10.0,2.0,0,2.6,3.4,고우석,김종수,14:00,일,대전,6566,04,2022,0,0.0,12.3,31.0,20220417,8112.0,5845.0,lose
68,KIA,Doosan,6,3,7.0,4.0,0,5.2,3.2,유승철,홍건희,18:30,화,광주,2658,04,2022,0,0.0,14.4,29.0,20220419,3838.0,3244.4,even
69,LG,KT,0,5,2.0,10.0,0,4.8,4.0,고영표,김윤식,18:30,화,잠실,4537,04,2022,0,0.0,15.7,60.0,20220419,6500.0,8899.6,even
70,NC,Samsung,11,8,10.0,7.0,0,2.4,5.4,원종현,임대한,18:30,화,창원,1725,04,2022,0,0.0,17.6,40.0,20220419,3902.0,3500.2,even
71,SSG,Kiwoom,5,8,1.0,3.0,0,4.6,3.4,정찬헌,오원석,18:30,화,문학,5931,04,2022,0,0.0,12.6,60.0,20220419,15104.0,15887.2,even
72,Lotte,Hanhwa,2,6,5.0,10.0,0,4.0,4.0,김민우,이인복,18:30,화,사직,4053,04,2022,0,0.0,16.7,40.0,20220419,9231.0,9834.2,even
73,KIA,Doosan,3,4,6.0,4.0,0,5.2,3.2,김강률,전상현,18:30,수,광주,4010,04,2022,0,0.0,13.8,33.0,20220420,2658.0,3208.0,win
74,LG,KT,3,5,3.0,10.0,0,4.4,4.8,소형준,A. 플럿코,18:30,수,잠실,4595,04,2022,0,0.0,16.4,59.0,20220420,4537.0,6941.4,lose
75,NC,Samsung,3,0,10.0,7.0,0,3.8,4.6,D. 루친스키,D. 뷰캐넌,18:30,수,창원,2104,04,2022,0,0.0,17.6,43.0,20220420,1725.0,3245.2,win
76,SSG,Kiwoom,6,1,1.0,3.0,0,4.8,4.0,W. 폰트,안우진,18:30,수,문학,5061,04,2022,0,0.0,13.1,59.0,20220420,5931.0,12872.4,lose
77,Lotte,Hanhwa,7,0,6.0,10.0,0,3.4,5.0,박세웅,박윤철,18:30,수,사직,4340,04,2022,0,0.0,17.6,43.0,20220420,4053.0,8035.8,lose
78,KIA,Doosan,1,2,6.0,4.0,0,5.4,3.0,최원준,S. 놀린,18:30,목,광주,3474,04,2022,0,0.0,13.9,29.0,20220421,4010.0,3386.6,lose
79,LG,KT,2,6,3.0,9.0,0,4.0,5.0,O. 데스파이네,손주영,18:30,목,잠실,4410,04,2022,0,0.0,16.7,43.0,20220421,4595.0,5241.4,lose
80,NC,Samsung,3,10,9.0,7.0,0,4.4,3.0,A. 수아레즈,W. 파슨스,18:30,목,창원,1675,04,2022,0,3.0,13.5,19.0,20220421,2104.0,3062.6,win
81,SSG,Kiwoom,4,2,1.0,3.0,0,5.8,4.0,김광현,T. 애플러,18:30,목,문학,8080,04,2022,0,0.0,14.8,43.0,20220421,5061.0,10314.8,win
82,Lotte,Hanhwa,6,7,5.0,10.0,0,4.2,4.4,김범수,구승민,18:30,목,사직,3306,04,2022,0,5.0,13.9,19.0,20220421,4340.0,6574.6,win
83,KT,NC,4,3,8.0,10.0,0,4.8,4.0,배제성,신민혁,18:30,금,수원,2276,04,2022,0,0.0,13.0,56.0,20220422,2241.0,2274.0,even
84,Doosan,LG,1,5,4.0,4.0,0,3.0,3.8,C. 켈리,이영하,18:30,금,잠실,8472,04,2022,0,0.0,15.7,52.0,20220422,8762.0,6227.6,even
85,Samsung,Lotte,2,8,7.0,5.0,0,5.0,3.6,C. 반즈,백정현,18:30,금,대구,7951,04,2022,0,0.0,18.4,40.0,20220422,2869.0,6748.2,even
86,Kiwoom,KIA,4,5,4.0,7.0,0,3.6,5.6,로니,E. 요키시,18:30,금,고척,4289,04,2022,0,0.0,14.3,52.0,20220422,1020.0,1409.2,even
87,Hanhwa,SSG,2,0,10.0,1.0,0,4.4,5.6,장민재,노경은,18:30,금,대전,3146,04,2022,0,0.0,15.1,30.0,20220422,6566.0,6054.2,even
88,KT,NC,4,3,8.0,10.0,0,4.0,4.6,심재민,송명기,17:00,토,수원,8255,04,2022,0,0.0,14.4,66.0,20220423,2276.0,2318.2,win
89,Doosan,LG,4,2,4.0,2.0,0,2.4,3.6,최승용,임준형,17:00,토,잠실,17799,04,2022,0,0.0,17.9,53.0,20220423,8472.0,7089.8,lose
90,Samsung,Lotte,2,4,8.0,5.0,0,5.0,5.2,G. 스파크맨,이재익,17:00,토,대구,14983,04,2022,0,0.0,18.6,41.0,20220423,7951.0,5726.6,lose
91,Kiwoom,KIA,3,1,4.0,6.0,0,4.2,3.8,최원태,이의리,14:00,토,고척,8338,04,2022,0,0.0,17.0,53.0,20220423,4289.0,1806.2,lose
92,Hanhwa,SSG,9,2,9.0,1.0,0,4.4,4.4,신정락,I. 노바,17:00,토,대전,7514,04,2022,0,0.0,18.0,26.0,20220423,3146.0,5375.8,win
93,KT,NC,1,2,7.0,10.0,0,4.8,4.6,이용찬,박시영,14:00,일,수원,5719,04,2022,0,0.0,16.2,69.0,20220424,8255.0,3550.4,win
94,Doosan,LG,0,5,4.0,4.0,0,2.8,2.4,임찬규,곽빈,14:00,일,잠실,14848,04,2022,0,0.0,18.8,50.0,20220424,17799.0,9838.6,win
95,Samsung,Lotte,4,7,9.0,5.0,0,4.4,5.4,이인복,양창섭,14:00,일,대구,12782,04,2022,0,0.0,21.0,44.0,20220424,14983.0,6401.2,lose
96,Kiwoom,KIA,2,14,4.0,7.0,0,3.6,3.2,한승혁,한현희,14:00,일,고척,7406,04,2022,0,0.0,17.7,50.0,20220424,8338.0,3062.8,win
97,Hanhwa,SSG,1,3,9.0,1.0,0,4.8,3.4,오원석,김민우,14:00,일,대전,6612,04,2022,0,0.0,18.5,32.0,20220424,7514.0,5731.6,win
98,KT,KIA,5,10,7.0,6.0,0,4.0,4.8,양현종,박시영,18:30,화,수원,6277,04,2022,0,13.5,18.7,42.0,20220426,5719.0,4188.2,even
99,Doosan,NC,8,4,5.0,10.0,0,2.2,2.8,R. 스탁,D. 루친스키,18:30,화,잠실,3644,04,2022,0,4.0,21.5,47.0,20220426,14848.0,11923.6,even
100,Lotte,SSG,1,8,5.0,1.0,0,6.4,3.0,W. 폰트,김진욱,18:30,화,사직,2731,04,2022,0,99.5,18.5,34.75,20220426,3306.0,6313.8,even
101,Samsung,LG,7,4,9.0,2.0,0,3.6,3.4,D. 뷰캐넌,이정용,18:30,화,대구,3920,04,2022,0,20.5,17.9,23.0,20220426,12782.0,8148.2,even
102,Hanhwa,Kiwoom,5,2,9.0,5.0,0,3.8,2.4,김범수,이승호,18:30,화,대전,2647,04,2022,0,27.0,17.6,27.0,20220426,6612.0,6390.0,even
103,KT,KIA,3,1,9.0,6.0,0,4.0,6.2,소형준,S. 놀린,18:30,수,수원,6123,04,2022,0,0.0,14.6,111.0,20220427,6277.0,4953.6,lose
104,Doosan,NC,6,5,3.0,10.0,0,3.0,3.0,이승진,임정호,18:30,수,잠실,3450,04,2022,0,0.0,17.9,169.0,20220427,3644.0,10705.0,win
105,Lotte,SSG,1,1,5.0,1.0,0,5.2,3.4,박세웅,김광현,18:30,수,사직,6831,04,2022,0,0.0,16.0,45.0,20220427,2731.0,4732.2,lose
106,Samsung,LG,0,7,9.0,3.0,0,5.0,3.6,이민호,A. 수아레즈,18:30,수,대구,5063,04,2022,0,0.0,17.2,61.0,20220427,3920.0,8501.0,win
107,Hanhwa,Kiwoom,0,7,9.0,5.0,0,4.8,2.6,E. 요키시,윤대경,18:30,수,대전,3459,04,2022,0,0.0,15.6,84.0,20220427,2647.0,5297.0,win
108,KT,KIA,5,3,7.0,6.0,0,3.4,6.2,심재민,전상현,18:30,목,수원,6111,04,2022,0,0.0,15.1,65.0,20220428,6123.0,5730.0,win
109,Doosan,NC,5,9,3.0,10.0,0,3.8,3.4,김시훈,이영하,18:30,목,잠실,5223,04,2022,0,0.0,18.2,77.0,20220428,3450.0,9642.6,win
110,Lotte,SSG,4,1,5.0,1.0,0,4.2,2.8,C. 반즈,노경은,18:30,목,사직,7126,04,2022,0,0.0,15.6,64.0,20220428,6831.0,4252.2,even
111,Samsung,LG,4,6,9.0,3.0,0,3.0,4.6,정우영,이승현,18:30,목,대구,5279,04,2022,0,0.0,15.5,65.0,20220428,5063.0,8939.8,lose
112,Hanhwa,Kiwoom,1,3,9.0,4.0,0,3.4,3.6,T. 애플러,장민재,18:30,목,대전,3531,04,2022,0,0.0,16.1,57.0,20220428,3459.0,4675.6,lose
113,KIA,Samsung,3,4,7.0,9.0,0,5.8,3.4,문용익,정해영,18:30,금,광주,7487,04,2022,0,17.0,14.0,20.0,20220429,3474.0,3526.8,even
114,LG,Lotte,4,9,2.0,5.0,0,4.8,3.4,김도규,김진성,18:30,금,잠실,15681,04,2022,0,15.5,13.5,20.0,20220429,4410.0,4917.8,even
115,NC,Hanhwa,9,4,10.0,9.0,0,4.6,3.2,송명기,남지민,18:30,금,창원,3405,04,2022,0,21.0,12.4,20.0,20220429,1675.0,2797.2,even
116,SSG,Doosan,8,7,1.0,4.0,0,3.0,4.6,조요한,김명신,18:30,금,문학,10306,04,2022,0,13.5,13.6,20.0,20220429,8080.0,10042.6,even
117,Kiwoom,KT,4,6,4.0,7.0,0,3.4,3.6,엄상백,최원태,18:30,금,고척,1770,04,2022,0,14.0,13.7,20.0,20220429,7406.0,4389.2,even
118,KIA,Samsung,4,5,7.0,8.0,0,6.2,3.8,이재익,장현식,14:00,토,광주,11159,04,2022,0,0.0,13.0,25.25,20220430,7487.0,4293.4,lose
119,LG,Lotte,1,3,2.0,5.0,0,5.2,4.4,이인복,김윤식,17:00,토,잠실,23018,04,2022,0,0.0,13.5,25.0,20220430,15681.0,7144.6,lose
120,NC,Hanhwa,0,2,10.0,10.0,0,5.8,2.2,김민우,이재학,17:00,토,창원,6045,04,2022,0,0.0,14.0,30.0,20220430,3405.0,2562.2,win
121,SSG,Doosan,2,1,1.0,5.0,0,4.2,5.2,오원석,곽빈,17:00,토,문학,20094,04,2022,0,0.0,12.8,25.0,20220430,10306.0,8896.4,win
122,Kiwoom,KT,4,1,5.0,6.0,0,3.6,4.0,정찬헌,고영표,17:00,토,고척,4075,04,2022,0,0.0,13.1,25.0,20220430,1770.0,4564.6,lose
123,KIA,Samsung,3,6,8.0,8.0,0,4.2,4.0,임대한,정해영,14:00,일,광주,11555,05,2022,0,0.0,12.5,35.0,20220501,11159.0,5757.6,lose
124,LG,Lotte,0,4,4.0,4.0,0,4.4,3.6,김진욱,임찬규,14:00,일,잠실,20513,05,2022,0,0.0,14.0,48.0,20220501,23018.0,10448.2,lose
125,NC,Hanhwa,1,2,10.0,9.0,0,5.4,2.4,김범수,임정호,14:00,일,창원,5185,05,2022,0,0.0,14.8,40.0,20220501,6045.0,2990.8,lose
126,SSG,Doosan,0,9,1.0,5.0,0,4.0,5.4,R. 스탁,W. 폰트,14:00,일,문학,18130,05,2022,0,0.0,12.6,48.0,20220501,20094.0,9894.4,win
127,Kiwoom,KT,9,3,4.0,6.0,0,4.0,4.0,안우진,O. 데스파이네,14:00,일,고척,3213,05,2022,0,0.0,13.3,48.0,20220501,4075.0,5175.6,win
128,KIA,Kiwoom,1,7,9.0,3.0,0,2.8,5.4,E. 요키시,S. 놀린,18:30,화,광주,5277,05,2022,0,0.0,12.9,33.0,20220503,11555.0,7537.0,lose
129,KT,Lotte,10,5,7.0,3.0,0,3.6,4.2,소형준,김도규,18:30,화,수원,6251,05,2022,0,0.0,11.6,53.0,20220503,6111.0,6497.0,win
130,LG,Doosan,4,3,5.0,5.0,0,3.6,5.6,김진성,김강률,18:30,화,잠실,10124,05,2022,0,0.0,15.4,40.0,20220503,20513.0,13643.4,lose
131,SSG,Hanhwa,4,2,1.0,9.0,0,2.4,1.8,김광현,김범수,18:30,화,문학,9110,05,2022,0,0.0,13.2,40.0,20220503,18130.0,12334.2,lose
132,Samsung,NC,6,10,7.0,10.0,0,3.8,4.8,심창민,이승현,18:30,화,대구,5728,05,2022,0,0.0,14.5,34.0,20220503,5279.0,8405.4,lose
133,KIA,Kiwoom,4,3,9.0,2.0,0,2.8,5.4,정해영,김준형,18:30,수,광주,11234,05,2022,0,0.0,15.5,34.0,20220504,5277.0,7790.4,lose
134,KT,Lotte,0,5,6.0,4.0,0,5.0,5.0,박세웅,배제성,18:30,수,수원,7532,05,2022,0,0.0,14.4,52.0,20220504,6251.0,6096.2,win
135,LG,Doosan,2,5,4.0,5.0,0,3.0,5.0,이영하,이민호,18:30,수,잠실,14480,05,2022,0,0.0,18.6,42.0,20220504,10124.0,14749.2,win
136,SSG,Hanhwa,5,8,1.0,9.0,0,3.0,2.2,윤호솔,김택형,18:30,수,문학,11331,05,2022,0,0.0,16.7,42.0,20220504,9110.0,13144.0,win
137,Samsung,NC,11,5,7.0,10.0,0,5.0,5.8,이재익,김영규,18:30,수,대구,8712,05,2022,0,0.0,18.5,38.0,20220504,5728.0,6554.4,lose
138,KIA,Kiwoom,10,1,9.0,3.0,1,3.0,5.4,이의리,김선기,14:00,목,광주,16072,05,2022,0,0.0,17.9,30.0,20220505,11234.0,9342.4,win
139,KT,Lotte,8,2,7.0,3.0,1,4.0,5.2,엄상백,G. 스파크맨,14:00,목,수원,20000,05,2022,0,0.0,15.5,42.0,20220505,7532.0,6458.8,lose
140,LG,Doosan,4,9,5.0,5.0,1,2.2,5.0,김명신,C. 켈리,14:00,목,잠실,24012,05,2022,0,0.0,19.5,34.0,20220505,14480.0,16763.2,lose
141,SSG,Hanhwa,14,4,1.0,9.0,1,3.8,3.6,I. 노바,남지민,14:00,목,문학,23000,05,2022,0,0.0,16.9,34.0,20220505,11331.0,13794.2,lose
142,Samsung,NC,5,2,7.0,10.0,1,6.4,5.0,황동재,송명기,14:00,목,대구,20938,05,2022,0,0.0,19.6,29.0,20220505,8712.0,5740.4,win
143,NC,LG,8,15,10.0,5.0,0,3.6,2.2,이우찬,이재학,18:30,금,창원,5883,05,2022,0,0.0,19.9,39.0,20220506,5185.0,3682.8,win
144,Doosan,KT,0,6,4.0,7.0,0,5.4,4.4,고영표,곽빈,18:30,금,잠실,8709,05,2022,0,0.0,19.9,38.0,20220506,5223.0,8992.8,lose
145,Lotte,Samsung,0,5,4.0,7.0,0,3.8,6.6,원태인,이인복,18:30,금,사직,22990,05,2022,0,0.0,19.6,39.0,20220506,7126.0,4866.8,lose
146,Kiwoom,SSG,9,2,4.0,1.0,0,4.8,5.0,정찬헌,오원석,18:30,금,고척,4627,05,2022,0,0.0,19.7,38.0,20220506,3213.0,4960.4,win
147,Hanhwa,KIA,2,13,9.0,8.0,0,3.6,4.4,한승혁,김민우,18:30,금,대전,10305,05,2022,0,0.0,18.1,27.0,20220506,3531.0,4752.6,win
148,NC,LG,3,6,10.0,5.0,0,5.2,5.0,김대유,D. 루친스키,17:00,토,창원,5585,05,2022,0,0.0,20.5,29.8,20220507,5883.0,4438.6,lose
