index,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수,month,year,first_game,rain,temp,pm10,date,before_attendance,before_5game_avg,last_match,pythagorean_expectation,games_back,home_win_rate,3game_results,3game_evens
116,SSG,Doosan,8,7,1.0,4.0,0,3.0,4.6,조요한,김명신,18:30,금,문학,10306,4,2022,0,13.5,13.6,20.0,20220429,8080.0,10042.6,even,0.8144720235591081,4.0,0.7727272727272727,0,0
117,Kiwoom,KT,4,6,4.0,7.0,0,3.4,3.6,엄상백,최원태,18:30,금,고척,1770,4,2022,0,14.0,13.7,20.0,20220429,7406.0,4389.2,even,0.43182667164736643,2.5,0.5652173913043478,0,0
118,KIA,Samsung,4,5,7.0,8.0,0,6.2,3.8,이재익,장현식,14:00,토,광주,11159,4,2022,0,0.0,13.0,25.25,20220430,7487.0,4293.4,lose,0.520609794964411,1.5,0.43478260869565216,0,0
119,LG,Lotte,1,3,2.0,5.0,0,5.2,4.4,이인복,김윤식,17:00,토,잠실,23018,4,2022,0,0.0,13.5,25.0,20220430,15681.0,7144.6,lose,0.5938941357346804,1.0,0.5833333333333334,0,0
120,NC,Hanhwa,0,2,10.0,10.0,0,5.8,2.2,김민우,이재학,17:00,토,창원,6045,4,2022,0,0.0,14.0,30.0,20220430,3405.0,2562.2,win,0.3654711922707269,0.0,0.3333333333333333,0,0
121,SSG,Doosan,2,1,1.0,5.0,0,4.2,5.2,오원석,곽빈,17:00,토,문학,20094,4,2022,0,0.0,12.8,25.0,20220430,10306.0,8896.4,win,0.7329565734681737,5.0,0.782608695652174,0,0
122,Kiwoom,KT,4,1,5.0,6.0,0,3.6,4.0,정찬헌,고영표,17:00,토,고척,4075,4,2022,0,0.0,13.1,25.0,20220430,1770.0,4564.6,lose,0.4655581947743468,1.5,0.5416666666666666,0,0
123,KIA,Samsung,3,6,8.0,8.0,0,4.2,4.0,임대한,정해영,14:00,일,광주,11555,5,2022,0,0.0,12.5,35.0,20220501,11159.0,5757.6,lose,0.5147750982580426,0.5,0.4166666666666667,0,0
124,LG,Lotte,0,4,4.0,4.0,0,4.4,3.6,김진욱,임찬규,14:00,일,잠실,20513,5,2022,0,0.0,14.0,48.0,20220501,23018.0,10448.2,lose,0.5819170273408635,1.0,0.56,0,0
125,NC,Hanhwa,1,2,10.0,9.0,0,5.4,2.4,김범수,임정호,14:00,일,창원,5185,5,2022,0,0.0,14.8,40.0,20220501,6045.0,2990.8,lose,0.3573018149448593,1.0,0.32,0,0
126,SSG,Doosan,0,9,1.0,5.0,0,4.0,5.4,R. 스탁,W. 폰트,14:00,일,문학,18130,5,2022,0,0.0,12.6,48.0,20220501,20094.0,9894.4,win,0.7341459207727247,6.0,0.7916666666666666,0,0
127,Kiwoom,KT,9,3,4.0,6.0,0,4.0,4.0,안우진,O. 데스파이네,14:00,일,고척,3213,5,2022,0,0.0,13.3,48.0,20220501,4075.0,5175.6,win,0.4832449297971919,2.5,0.56,0,0
129,KT,Lotte,10,5,7.0,3.0,0,3.6,4.2,소형준,김도규,18:30,화,수원,6251,5,2022,0,0.0,11.6,53.0,20220503,6111.0,6497.0,win,0.5,4.5,0.44,"1, 2",0
130,LG,Doosan,4,3,5.0,5.0,0,3.6,5.6,김진성,김강률,18:30,화,잠실,10124,5,2022,0,0.0,15.4,40.0,20220503,20513.0,13643.4,lose,0.560384263494968,0.5,0.5384615384615384,"2, 1",0
131,SSG,Hanhwa,4,2,1.0,9.0,0,2.4,1.8,김광현,김범수,18:30,화,문학,9110,5,2022,0,0.0,13.2,40.0,20220503,18130.0,12334.2,lose,0.6829072628088566,9.5,0.76,"1, 2",0
132,Samsung,NC,6,10,7.0,10.0,0,3.8,4.8,심창민,이승현,18:30,화,대구,5728,5,2022,0,0.0,14.5,34.0,20220503,5279.0,8405.4,lose,0.4506160766673186,3.0,0.4230769230769231,"1, 2",0
134,KT,Lotte,0,5,6.0,4.0,0,5.0,5.0,박세웅,배제성,18:30,수,수원,7532,5,2022,0,0.0,14.4,52.0,20220504,6251.0,6096.2,win,0.4904770542354435,3.5,0.46153846153846156,"2, 1",0
135,LG,Doosan,2,5,4.0,5.0,0,3.0,5.0,이영하,이민호,18:30,수,잠실,14480,5,2022,0,0.0,18.6,42.0,20220504,10124.0,14749.2,win,0.5631606389534057,0.5,0.5555555555555556,"2, 1",0
136,SSG,Hanhwa,5,8,1.0,9.0,0,3.0,2.2,윤호솔,김택형,18:30,수,문학,11331,5,2022,0,0.0,16.7,42.0,20220504,9110.0,13144.0,win,0.6868539889613647,10.5,0.7692307692307693,"2, 1",0
137,Samsung,NC,11,5,7.0,10.0,0,5.0,5.8,이재익,김영규,18:30,수,대구,8712,5,2022,0,0.0,18.5,38.0,20220504,5728.0,6554.4,lose,0.46301369863013697,2.0,0.4074074074074074,"1, 2",0
139,KT,Lotte,8,2,7.0,3.0,1,4.0,5.2,엄상백,G. 스파크맨,14:00,목,수원,20000,5,2022,0,0.0,15.5,42.0,20220505,7532.0,6458.8,lose,0.46747633660370835,4.5,0.4444444444444444,"1, 2",0
140,LG,Doosan,4,9,5.0,5.0,1,2.2,5.0,김명신,C. 켈리,14:00,목,잠실,24012,5,2022,0,0.0,19.5,34.0,20220505,14480.0,16763.2,lose,0.5470650919101323,0.5,0.5357142857142857,"2, 1",0
141,SSG,Hanhwa,14,4,1.0,9.0,1,3.8,3.6,I. 노바,남지민,14:00,목,문학,23000,5,2022,0,0.0,16.9,34.0,20220505,11331.0,13794.2,lose,0.6628958268382844,9.5,0.7407407407407407,"2, 1",0
142,Samsung,NC,5,2,7.0,10.0,1,6.4,5.0,황동재,송명기,14:00,목,대구,20938,5,2022,0,0.0,19.6,29.0,20220505,8712.0,5740.4,win,0.48841854225667014,3.0,0.42857142857142855,"2, 1",0
143,NC,LG,8,15,10.0,5.0,0,3.6,2.2,이우찬,이재학,18:30,금,창원,5883,5,2022,0,0.0,19.9,39.0,20220506,5185.0,3682.8,win,0.35469019758296566,6.0,0.3103448275862069,"1, 2",0
144,Doosan,KT,0,6,4.0,7.0,0,5.4,4.4,고영표,곽빈,18:30,금,잠실,8709,5,2022,0,0.0,19.9,38.0,20220506,5223.0,8992.8,lose,0.47044007556146367,3.0,0.5714285714285714,0,0
145,Lotte,Samsung,0,5,4.0,7.0,0,3.8,6.6,원태인,이인복,18:30,금,사직,22990,5,2022,0,0.0,19.6,39.0,20220506,7126.0,4866.8,lose,0.5299133051515369,4.0,0.5925925925925926,"3, 0",0
146,Kiwoom,SSG,9,2,4.0,1.0,0,4.8,5.0,정찬헌,오원석,18:30,금,고척,4627,5,2022,0,0.0,19.7,38.0,20220506,3213.0,4960.4,win,0.515702932310222,5.5,0.5517241379310345,"1, 2",0
147,Hanhwa,KIA,2,13,9.0,8.0,0,3.6,4.4,한승혁,김민우,18:30,금,대전,10305,5,2022,0,0.0,18.1,27.0,20220506,3531.0,4752.6,win,0.36589083660667177,1.5,0.3793103448275862,"0, 3",0
148,NC,LG,3,6,10.0,5.0,0,5.2,5.0,김대유,D. 루친스키,17:00,토,창원,5585,5,2022,0,0.0,20.5,29.8,20220507,5883.0,4438.6,lose,0.34483627204030226,7.0,0.3,"0, 3",0
149,Doosan,KT,11,8,5.0,7.0,0,5.2,5.4,정철원,주권,17:00,토,잠실,10546,5,2022,0,0.0,18.6,31.0,20220507,8709.0,7174.8,lose,0.5130981887511916,2.0,0.5517241379310345,"2, 1",0
150,Lotte,Samsung,1,4,5.0,7.0,0,3.2,6.6,D. 뷰캐넌,김진욱,17:00,토,사직,22990,5,2022,0,0.0,19.5,29.8,20220507,22990.0,8596.8,lose,0.5224102584716807,3.0,0.5714285714285714,"2, 1",0
151,Kiwoom,SSG,0,3,2.0,1.0,0,5.8,5.0,W. 폰트,안우진,17:00,토,고척,5637,5,2022,0,0.0,18.4,31.0,20220507,4627.0,4218.2,win,0.5262975778546712,4.5,0.5666666666666667,"1, 2",0
152,Hanhwa,KIA,4,5,9.0,8.0,0,3.6,6.2,양현종,박윤철,17:00,토,대전,11114,5,2022,0,0.0,16.5,24.0,20220507,10305.0,5310.8,lose,0.3204264701440696,2.5,0.36666666666666664,"0, 3",0
153,NC,LG,2,3,10.0,4.0,1,5.6,6.2,A. 플럿코,류진욱,14:00,일,창원,3642,5,2022,0,0.0,17.0,22.6,20220508,5585.0,5220.6,lose,0.3395250411474253,8.0,0.2903225806451613,"0, 3",0
154,Doosan,KT,0,5,4.0,8.0,1,5.6,6.4,소형준,최원준,14:00,일,잠실,7124,5,2022,0,2.5,15.6,20.0,20220508,10546.0,6314.4,win,0.5241793955151122,3.0,0.5666666666666667,"2, 1",0
155,Lotte,Samsung,2,4,5.0,6.0,1,2.6,6.2,오승환,최준용,14:00,일,사직,16456,5,2022,0,0.0,15.7,22.6,20220508,22990.0,12533.6,lose,0.5087712549049781,2.0,0.5517241379310345,"1, 2",0
156,Kiwoom,SSG,2,6,4.0,1.0,1,4.0,5.6,김광현,E. 요키시,14:00,일,고척,4765,5,2022,0,1.5,15.8,20.0,20220508,5637.0,3864.4,lose,0.5129848229342328,5.5,0.5483870967741935,"1, 2",0
157,Hanhwa,KIA,6,7,9.0,8.0,1,4.0,6.6,S. 놀린,윤대경,14:00,일,대전,7918,5,2022,0,0.5,16.1,15.0,20220508,11114.0,6211.2,lose,0.32274341771438236,3.5,0.3548387096774194,"0, 3",0
158,KIA,KT,1,0,8.0,8.0,0,7.8,5.4,정해영,배제성,18:30,화,광주,5240,5,2022,0,0.0,17.6,25.0,20220510,16072.0,11059.4,win,0.5168019767031415,0.0,0.4838709677419355,"1, 2",0
159,LG,Hanhwa,9,1,2.0,9.0,0,6.0,4.8,이민호,김범수,18:30,화,잠실,7270,5,2022,0,0.0,20.2,29.0,20220510,24012.0,18429.4,lose,0.5222112537018756,7.0,0.5625,"2, 1",0
160,Lotte,NC,7,0,6.0,10.0,0,2.0,4.0,박세웅,김시훈,18:30,화,사직,8521,5,2022,0,0.0,16.2,31.0,20220510,16456.0,15278.6,lose,0.5,8.0,0.5333333333333333,"2, 1",0
161,Samsung,SSG,1,3,6.0,1.0,0,5.8,6.0,이태양,백정현,18:30,화,대구,5088,5,2022,0,0.0,16.4,31.0,20220510,20938.0,9144.0,win,0.5,7.5,0.5,"0, 3",0
162,Kiwoom,Doosan,0,9,4.0,4.0,0,3.0,5.0,이영하,T. 애플러,18:30,화,고척,3564,5,2022,0,0.0,20.1,29.0,20220510,4765.0,4463.4,lose,0.495815972830083,0.5,0.53125,"2, 1",0
162,Kiwoom,Doosan,0,9,4.0,4.0,0,3.0,5.0,이영하,T. 애플러,18:30,화,고척,3564,5,2022,0,0.0,20.1,29.0,20220510,4765.0,4463.4,lose,0.495815972830083,0.5,0.53125,"2, 1",0
163,KIA,KT,5,10,7.0,8.0,0,7.2,5.4,엄상백,이의리,18:30,수,광주,6542,5,2022,0,0.0,20.1,31.0,20220511,5240.0,9875.6,win,0.5649411764705883,1.0,0.5,"1, 2",0
164,LG,Hanhwa,5,2,2.0,9.0,0,7.4,3.4,C. 켈리,남지민,18:30,수,잠실,8064,5,2022,0,0.0,20.1,30.0,20220511,7270.0,15279.8,win,0.5875536480686695,8.0,0.5757575757575758,"3, 0",0
165,Lotte,NC,6,5,5.0,10.0,0,2.4,3.0,김원중,이용찬,18:30,수,사직,7761,5,2022,0,0.0,19.4,34.0,20220511,8521.0,15616.6,win,0.5290211594701532,9.0,0.5483870967741935,"2, 1",0
166,Samsung,SSG,6,5,7.0,1.0,0,3.8,5.6,오승환,박민호,18:30,수,대구,4786,5,2022,0,0.0,20.1,30.0,20220511,5088.0,9149.0,lose,0.5279501588077204,8.5,0.48484848484848486,"0, 3",0
167,Kiwoom,Doosan,1,5,5.0,3.0,0,2.4,5.8,최승용,최원태,18:30,수,고척,2641,5,2022,0,0.0,19.2,30.0,20220511,3564.0,4361.2,lose,0.4597428738393611,1.5,0.5151515151515151,"1, 2",0
167,Kiwoom,Doosan,1,5,5.0,3.0,0,2.4,5.8,최승용,최원태,18:30,수,고척,2641,5,2022,0,0.0,19.2,30.0,20220511,3564.0,4361.2,lose,0.4597428738393611,1.5,0.5151515151515151,"1, 2",0
168,KIA,KT,5,4,8.0,8.0,0,6.2,5.8,전상현,김민수,18:30,목,광주,5224,5,2022,0,0.0,20.6,33.0,20220512,6542.0,8873.0,lose,0.5445845609899823,0.0,0.48484848484848486,"1, 2",0
169,LG,Hanhwa,11,7,2.0,9.0,0,7.6,3.0,이우찬,김민우,18:30,목,잠실,8620,5,2022,0,0.0,21.3,34.0,20220512,8064.0,12790.0,win,0.5958762886597938,9.0,0.5882352941176471,"3, 0",0
170,Lotte,NC,2,4,4.0,10.0,0,3.2,3.6,신민혁,이인복,18:30,목,사직,8782,5,2022,0,0.0,19.8,34.0,20220512,7761.0,15743.6,win,0.5317140699723131,10.0,0.5625,"3, 0",0
171,Samsung,SSG,4,2,6.0,1.0,0,4.0,3.8,원태인,오원석,18:30,목,대구,5541,5,2022,0,0.0,19.4,28.0,20220512,4786.0,9050.4,win,0.5302752293577981,7.5,0.5,"1, 2",0
172,Kiwoom,Doosan,2,3,6.0,3.0,0,2.4,5.0,박신지,정찬헌,18:30,목,고척,2649,5,2022,0,0.0,20.7,34.0,20220512,2641.0,4246.8,lose,0.44504883174681664,2.5,0.5,"1, 2",0
172,Kiwoom,Doosan,2,3,6.0,3.0,0,2.4,5.0,박신지,정찬헌,18:30,목,고척,2649,5,2022,0,0.0,20.7,34.0,20220512,2641.0,4246.8,lose,0.44504883174681664,2.5,0.5,"1, 2",0
173,KT,Kiwoom,5,7,8.0,7.0,0,5.4,1.0,안우진,고영표,18:30,금,수원,4246,5,2022,0,0.0,16.8,46.0,20220513,20000.0,9203.4,win,0.49555564334531665,0.5,0.47058823529411764,"1, 2",0
174,LG,KIA,1,10,2.0,7.0,0,6.8,4.6,윤중현,임찬규,18:30,금,잠실,19411,5,2022,0,0.0,19.8,30.0,20220513,8620.0,12489.2,lose,0.6032522148704721,3.5,0.6,0,0
175,SSG,NC,2,6,1.0,10.0,0,3.8,2.8,D. 루친스키,W. 폰트,18:30,금,문학,8121,5,2022,0,0.0,18.7,30.0,20220513,23000.0,16333.0,lose,0.6907420547484782,14.5,0.7058823529411765,0,0
176,Hanhwa,Lotte,1,8,9.0,5.0,0,4.0,3.6,C. 반즈,박윤철,18:30,금,대전,6773,5,2022,0,0.0,16.8,34.0,20220513,7918.0,7265.4,lose,0.3273011560249148,8.0,0.3142857142857143,"2, 1",0
177,KT,Kiwoom,0,3,8.0,7.0,0,4.8,2.4,E. 요키시,소형준,17:00,토,수원,10061,5,2022,0,0.0,12.7,39.0,20220514,4246.0,8828.0,lose,0.5273767110444403,1.5,0.45714285714285713,"0, 3",0
178,LG,KIA,5,3,2.0,7.0,0,5.8,5.6,이정용,전상현,17:00,토,잠실,24132,5,2022,0,0.0,16.4,35.0,20220514,19411.0,13475.4,lose,0.5710659898477157,2.5,0.5833333333333334,"2, 1",0
179,SSG,NC,2,1,1.0,10.0,0,3.6,3.4,김광현,심창민,17:00,토,문학,15131,5,2022,0,0.0,15.3,35.0,20220514,8121.0,13938.4,lose,0.6409664824298971,13.5,0.6857142857142857,"2, 1",0
180,Samsung,Doosan,4,0,7.0,3.0,0,3.8,5.6,D. 뷰캐넌,R. 스탁,17:00,토,대구,17161,5,2022,0,0.0,18.1,30.0,20220514,5541.0,9013.0,win,0.536255846839987,2.5,0.5142857142857142,"2, 1",0
181,Hanhwa,Lotte,5,8,10.0,4.0,0,3.4,5.0,서준원,윤대경,17:00,토,대전,10860,5,2022,0,0.0,13.7,30.0,20220514,6773.0,7928.2,lose,0.2879346828711073,9.0,0.3055555555555556,"1, 2",0
182,KT,Kiwoom,1,5,8.0,6.0,0,3.8,2.6,박주성,류희운,14:00,일,수원,6587,5,2022,0,0.0,12.4,39.0,20220515,10061.0,9618.0,lose,0.5169442848937392,2.5,0.4444444444444444,"0, 3",0
183,LG,KIA,6,3,2.0,7.0,0,6.2,4.8,이민호,임기영,14:00,일,잠실,23097,5,2022,0,0.0,16.3,27.0,20220515,24132.0,13499.4,win,0.5755137804683766,3.5,0.5945945945945946,"2, 1",0
184,SSG,NC,7,8,1.0,10.0,0,2.8,3.2,원종현,조요한,14:00,일,문학,11414,5,2022,0,0.0,15.2,27.0,20220515,15131.0,13338.6,win,0.6428660003472136,14.5,0.6944444444444444,"2, 1",0
185,Samsung,Doosan,4,3,6.0,4.0,0,3.8,3.4,홍정우,정철원,14:00,일,대구,14754,5,2022,0,0.0,17.4,22.0,20220515,17161.0,10702.8,win,0.5487435696593772,1.5,0.5277777777777778,"2, 1",0
186,Hanhwa,Lotte,8,4,10.0,4.0,0,3.2,6.2,장민재,박세웅,14:00,일,대전,8154,5,2022,0,0.0,13.4,29.33333333333333,20220515,10860.0,9394.0,lose,0.2876577355229041,10.0,0.2972972972972973,"1, 2",0
187,KT,LG,3,2,8.0,2.0,0,4.0,5.6,김재윤,김진성,18:30,화,수원,5600,5,2022,0,0.0,16.9,63.0,20220517,6587.0,9685.2,lose,0.5033222224674953,6.5,0.43243243243243246,"3, 0",0
188,NC,Kiwoom,4,11,10.0,6.0,0,4.8,3.6,최원태,송명기,18:30,화,창원,2420,5,2022,0,0.0,19.2,43.0,20220517,3642.0,5268.0,win,0.3389420654911839,8.0,0.3157894736842105,"0, 3",0
189,Doosan,SSG,9,9,6.0,1.0,0,4.0,3.6,이영하,I. 노바,18:30,화,잠실,5743,5,2022,0,0.0,20.2,56.0,20220517,7124.0,7010.4,lose,0.5039525074207155,4.5,0.5555555555555556,"1, 2",0
190,Lotte,KIA,3,4,6.0,7.0,0,5.6,5.2,장현식,최준용,18:30,화,사직,9055,5,2022,0,0.0,20.1,43.0,20220517,8782.0,12902.0,lose,0.5232432432432432,2.5,0.5555555555555556,0,0
191,Hanhwa,Samsung,4,3,10.0,6.0,0,4.6,3.8,이민우,백정현,18:30,화,대전,3941,5,2022,0,0.0,18.5,39.0,20220517,8154.0,8963.8,win,0.3046025512025707,8.5,0.3157894736842105,"0, 3",0
192,KT,LG,1,9,8.0,2.0,0,2.6,5.0,이우찬,엄상백,18:30,수,수원,5106,5,2022,0,1.5,17.9,73.0,20220518,5600.0,9298.8,win,0.5065356685177275,5.5,0.4473684210526316,"3, 0",0
193,NC,Kiwoom,15,3,10.0,3.0,0,4.6,5.6,신민혁,정찬헌,18:30,수,창원,2526,5,2022,0,0.0,20.4,50.0,20220518,2420.0,4543.0,lose,0.3436697217296186,9.0,0.3076923076923077,"0, 3",0
194,Doosan,SSG,2,5,6.0,1.0,0,4.0,4.4,장지훈,윤명준,18:30,수,잠실,5586,5,2022,0,1.0,20.8,60.0,20220518,5743.0,7469.0,even,0.5330763164812057,4.5,0.5555555555555556,"1, 1",1
195,Lotte,KIA,7,15,6.0,7.0,0,5.0,5.0,전상현,김원중,18:30,수,사직,9885,5,2022,0,0.0,22.1,50.0,20220518,9055.0,10115.0,lose,0.5367395723956122,1.5,0.5405405405405406,"1, 2",0
196,Hanhwa,Samsung,3,5,9.0,6.0,0,5.0,4.2,홍정우,윤호솔,18:30,수,대전,4107,5,2022,0,0.0,21.0,46.0,20220518,3941.0,7529.2,win,0.3107328738219159,7.5,0.3333333333333333,"1, 2",0
197,KT,LG,3,7,8.0,2.0,0,2.0,4.6,임찬규,고영표,18:30,목,수원,5234,5,2022,0,0.0,17.1,41.0,20220519,5106.0,6320.0,lose,0.48101950106114605,6.5,0.4358974358974359,"2, 1",0
198,NC,Kiwoom,1,3,10.0,4.0,0,6.8,5.8,안우진,D. 루친스키,18:30,목,창원,2686,5,2022,0,0.0,20.3,36.0,20220519,2526.0,4011.2,win,0.38255277294393586,8.0,0.325,"1, 2",0
199,Doosan,SSG,3,9,7.0,1.0,0,3.4,5.0,W. 폰트,최승용,18:30,목,잠실,7360,5,2022,0,0.0,20.3,46.0,20220519,5586.0,7541.6,lose,0.5226421019575003,5.5,0.5405405405405406,"1, 1",1
200,Lotte,KIA,2,4,7.0,7.0,0,6.0,7.0,양현종,이인복,18:30,목,사직,10396,5,2022,0,0.0,21.5,36.0,20220519,9885.0,8800.8,lose,0.5093449781659388,0.5,0.5263157894736842,"1, 2",0
201,Hanhwa,Samsung,1,2,10.0,4.0,0,4.2,4.0,이승현,윤호솔,18:30,목,대전,4014,5,2022,0,0.0,18.8,29.0,20220519,4107.0,6767.0,lose,0.3096727946117889,8.5,0.325,"1, 2",0
202,KIA,NC,5,3,5.0,10.0,0,5.8,5.8,S. 놀린,이재학,18:30,금,광주,9135,5,2022,0,1.5,18.9,46.0,20220520,5224.0,8862.4,lose,0.5465652578828329,8.5,0.525,"2, 1",0
203,SSG,LG,5,4,1.0,2.0,0,6.4,5.8,서진용,고우석,18:30,금,문학,13904,5,2022,0,0.0,18.9,38.0,20220520,11414.0,13799.4,win,0.6327116212338594,3.0,0.6923076923076923,"2, 1",0
204,Doosan,Lotte,0,4,7.0,7.0,0,3.4,4.8,나균안,R. 스탁,18:30,금,잠실,15486,5,2022,0,0.0,21.0,38.0,20220520,7360.0,7271.8,lose,0.5031152345645465,0.5,0.5263157894736842,"2, 1",0
205,Samsung,KT,1,5,4.0,8.0,0,3.6,1.6,소형준,이승현,18:30,금,대구,9838,5,2022,0,0.0,22.4,34.0,20220520,14754.0,9466.0,lose,0.5508234532432323,5.0,0.55,0,0
206,Kiwoom,Hanhwa,4,3,4.0,10.0,0,5.0,4.2,E. 요키시,윤대경,18:30,금,고척,3080,5,2022,0,0.0,20.2,38.0,20220520,2649.0,3851.2,lose,0.4422785487177963,9.0,0.5365853658536586,"2, 1",0
207,KIA,NC,4,7,5.0,10.0,0,6.2,6.2,김진호,임기영,17:00,토,광주,15565,5,2022,0,0.0,19.6,35.4,20220521,9135.0,8442.6,win,0.5829786005973939,9.5,0.5365853658536586,"3, 0",0
208,SSG,LG,3,4,1.0,2.0,0,7.0,5.6,이민호,이태양,17:00,토,문학,21315,5,2022,0,0.0,17.6,36.0,20220521,13904.0,14314.0,win,0.6431393557891917,4.0,0.7,"2, 1",0
209,Doosan,Lotte,12,4,7.0,6.0,0,3.4,4.0,최원준,박세웅,14:00,토,잠실,20588,5,2022,0,0.0,20.1,36.0,20220521,15486.0,8259.8,lose,0.4907700172293012,0.5,0.5128205128205128,"1, 2",0
210,Samsung,KT,2,5,5.0,8.0,0,3.0,2.6,김재윤,문용익,17:00,토,대구,15676,5,2022,0,0.0,23.3,33.0,20220521,9838.0,10416.0,lose,0.541349178608878,4.0,0.5365853658536586,"1, 2",0
211,Kiwoom,Hanhwa,11,2,3.0,10.0,0,5.2,3.8,T. 애플러,장민재,17:00,토,고척,6689,5,2022,0,0.0,19.2,36.0,20220521,3080.0,3339.8,win,0.47532368621477533,10.0,0.5476190476190477,"3, 0",0
212,KIA,NC,8,6,5.0,9.0,0,6.4,6.0,이의리,송명기,14:00,일,광주,16282,5,2022,0,0.0,21.2,43.0,20220522,15565.0,8341.2,lose,0.5729067262862284,8.5,0.5238095238095238,"2, 1",0
213,SSG,LG,3,1,1.0,2.0,0,6.2,5.2,조요한,김진성,14:00,일,문학,18157,5,2022,0,0.0,18.2,39.0,20220522,21315.0,13977.0,lose,0.6376869937682162,3.0,0.6829268292682927,"1, 2",0
214,Doosan,Lotte,4,5,7.0,7.0,0,5.2,4.0,김원중,김강률,14:00,일,잠실,19143,5,2022,0,0.0,20.4,39.0,20220522,20588.0,10952.6,win,0.5146596048355201,0.5,0.525,"2, 1",0
215,Samsung,KT,4,3,5.0,8.0,0,2.6,3.4,홍정우,O. 데스파이네,14:00,일,대구,11507,5,2022,0,0.0,23.6,35.0,20220522,15676.0,12594.0,lose,0.531851677773488,3.0,0.5238095238095238,"1, 2",0
216,Kiwoom,Hanhwa,5,6,3.0,10.0,0,6.4,2.6,김종수,김성진,14:00,일,고척,5330,5,2022,0,0.0,19.0,39.0,20220522,6689.0,3724.6,win,0.5029673329224267,11.0,0.5581395348837209,"3, 0",0
217,LG,Kiwoom,4,6,2.0,3.0,0,5.0,5.2,김선기,김윤식,18:30,화,잠실,6074,5,2022,0,0.0,23.4,35.0,20220524,23097.0,16664.8,lose,0.5825074750361998,2.0,0.5909090909090909,"3, 0",0
218,NC,KT,3,2,10.0,8.0,0,6.4,3.4,원종현,김재윤,18:30,화,창원,1686,5,2022,0,0.0,23.3,51.0,20220524,2686.0,3371.8,lose,0.3785582255083179,5.5,0.3181818181818182,"1, 2",0
219,SSG,Lotte,3,2,1.0,6.0,0,5.0,4.4,서진용,C. 반즈,18:30,화,문학,11996,5,2022,0,0.0,20.4,35.0,20220524,18157.0,15984.2,win,0.6415218929329455,7.0,0.6904761904761905,"1, 1",1
220,Samsung,KIA,3,4,5.0,5.0,0,2.8,7.2,홍상삼,이승현,18:30,화,대구,7081,5,2022,0,0.0,25.7,45.0,20220524,11507.0,13787.2,lose,0.5340513349671095,0.0,0.5348837209302325,"3, 0",0
221,Hanhwa,Doosan,6,3,10.0,7.0,0,3.0,4.2,김민우,곽빈,18:30,화,대전,3172,5,2022,0,0.0,21.3,27.0,20220524,4014.0,6215.2,win,0.3086736941010659,8.5,0.3181818181818182,0,0
222,LG,Kiwoom,5,10,2.0,3.0,0,4.0,5.8,안우진,임찬규,18:30,수,잠실,6937,5,2022,0,6.0,21.5,25.0,20220525,6074.0,16266.8,lose,0.5887630877462969,1.0,0.5777777777777777,"2, 1",0
223,NC,KT,2,3,10.0,8.0,0,4.0,3.6,심재민,김영규,18:30,수,창원,2428,5,2022,0,0.0,23.0,46.0,20220525,1686.0,2592.0,win,0.3897125898536799,4.5,0.3333333333333333,"2, 1",0
224,SSG,Lotte,9,1,1.0,6.0,0,4.6,3.4,W. 폰트,이인복,18:30,수,문학,9890,5,2022,0,3.0,18.6,25.0,20220525,11996.0,15357.2,win,0.6422502063147599,8.0,0.6976744186046512,"1, 1",1
225,Samsung,KIA,5,11,5.0,4.0,0,2.4,5.0,양현종,원태인,18:30,수,대구,8000,5,2022,0,0.0,25.3,49.0,20220525,7081.0,11771.2,lose,0.5306119284972326,1.0,0.5227272727272727,"2, 1",0
226,Hanhwa,Doosan,14,1,10.0,7.0,0,3.6,4.4,남지민,최승용,18:30,수,대전,5253,5,2022,0,0.0,20.4,22.0,20220525,3172.0,4677.6,win,0.31300987548303993,7.5,0.3333333333333333,"1, 2",0
227,LG,Kiwoom,5,12,3.0,3.0,0,3.6,7.2,E. 요키시,A. 플럿코,18:30,목,잠실,6655,5,2022,0,0.0,19.1,26.0,20220526,6937.0,15930.2,lose,0.5730241097497227,0.0,0.5652173913043478,"1, 2",0
228,NC,KT,1,2,10.0,8.0,0,4.2,3.6,소형준,이재학,18:30,목,창원,1728,5,2022,0,0.0,22.5,34.0,20220526,2428.0,2349.2,lose,0.38867006762368017,5.5,0.32608695652173914,"2, 1",0
229,SSG,Lotte,6,5,1.0,6.0,0,4.6,3.2,최민준,김유영,18:30,목,문학,13672,5,2022,0,0.0,17.5,26.0,20220526,9890.0,15052.4,win,0.6588214984463114,9.0,0.7045454545454546,"2, 1",0
230,Samsung,KIA,7,9,5.0,4.0,0,3.0,6.4,홍상삼,홍정우,18:30,목,대구,7568,5,2022,0,0.0,22.6,16.0,20220526,8000.0,10420.4,lose,0.5133309633842872,2.0,0.5111111111111111,"1, 2",0
231,Hanhwa,Doosan,3,24,9.0,7.0,0,6.2,4.0,R. 스탁,윤대경,18:30,목,대전,4638,5,2022,0,6.0,18.0,24.0,20220526,5253.0,4097.4,win,0.3478221812996171,6.5,0.34782608695652173,"2, 1",0
