index,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수,month,year,first_game,rain,temp,pm10,date,before_attendance,before_5game_avg,last_match,pythagorean_expectation,games_back,home_win_rate,3game_results,3game_evens,home_view,home_recommend,home_reply,away_view,away_recommend,away_reply
94,Doosan,LG,0,5,4.0,4.0,0,2.8,2.4,임찬규,곽빈,14:00,일,잠실,14848,4,2022,0,0.0,18.8,50.0,20220424,17799.0,9838.6,win,0.4921264724116553,0.5,0.6111111111111112,0,0,252104.0,10775.0,1628.0,180744.0,4856.0,953.0
95,Samsung,Lotte,4,7,9.0,5.0,0,4.4,5.4,이인복,양창섭,14:00,일,대구,12782,4,2022,0,0.0,21.0,44.0,20220424,14983.0,6401.2,lose,0.4938652615732029,3.5,0.3684210526315789,0,0,506849.0,15268.0,2988.0,538902.0,14784.0,2793.0
97,Hanhwa,SSG,1,3,9.0,1.0,0,4.8,3.4,오원석,김민우,14:00,일,대전,6612,4,2022,0,0.0,18.5,32.0,20220424,7514.0,5731.6,win,0.3955742083174361,8.0,0.3684210526315789,0,0,775864.0,22451.0,3351.0,110921.0,3262.0,578.0
98,KT,KIA,5,10,7.0,6.0,0,4.0,4.8,양현종,박시영,18:30,화,수원,6277,4,2022,0,13.5,18.7,42.0,20220426,5719.0,4188.2,even,0.5070918418670154,1.0,0.4210526315789473,0,0,15367.0,357.0,109.0,485202.0,17578.0,2499.0
99,Doosan,NC,8,4,5.0,10.0,0,2.2,2.8,R. 스탁,D. 루친스키,18:30,화,잠실,3644,4,2022,0,4.0,21.5,47.0,20220426,14848.0,11923.6,even,0.4546391752577319,5.5,0.5789473684210527,0,0,52780.0,1439.0,294.0,64168.0,1126.0,466.0
100,Lotte,SSG,1,8,5.0,1.0,0,6.4,3.0,W. 폰트,김진욱,18:30,화,사직,2731,4,2022,0,99.5,18.5,34.75,20220426,3306.0,6313.8,even,0.4838751625487646,4.5,0.5789473684210527,0,0,172370.0,4072.0,909.0,114917.0,2699.0,625.0
101,Samsung,LG,7,4,9.0,2.0,0,3.6,3.4,D. 뷰캐넌,이정용,18:30,화,대구,3920,4,2022,0,20.5,17.9,23.0,20220426,12782.0,8148.2,even,0.4770236366037237,5.0,0.35,0,0,257807.0,7549.0,1486.0,13875.0,274.0,62.0
102,Hanhwa,Kiwoom,5,2,9.0,5.0,0,3.8,2.4,김범수,이승호,18:30,화,대전,2647,4,2022,0,27.0,17.6,27.0,20220426,6612.0,6390.0,even,0.3863553976654825,4.0,0.35,0,0,185986.0,4156.0,956.0,104521.0,2789.0,571.0
103,KT,KIA,3,1,9.0,6.0,0,4.0,6.2,소형준,S. 놀린,18:30,수,수원,6123,4,2022,0,0.0,14.6,111.0,20220427,6277.0,4953.6,lose,0.4743758212877792,2.0,0.4,0,0,21304.0,583.0,194.0,713985.0,30985.0,3331.0
104,Doosan,NC,6,5,3.0,10.0,0,3.0,3.0,이승진,임정호,18:30,수,잠실,3450,4,2022,0,0.0,17.9,169.0,20220427,3644.0,10705.0,win,0.4861137897782063,6.5,0.6,0,0,264884.0,12266.0,1792.0,51164.0,1085.0,319.0
105,Lotte,SSG,1,1,5.0,1.0,0,5.2,3.4,박세웅,김광현,18:30,수,사직,6831,4,2022,0,0.0,16.0,45.0,20220427,2731.0,4732.2,lose,0.5124980471801281,5.5,0.55,0,0,241084.0,6106.0,1299.0,226411.0,7966.0,1265.0
106,Samsung,LG,0,7,9.0,3.0,0,5.0,3.6,이민호,A. 수아레즈,18:30,수,대구,5063,4,2022,0,0.0,17.2,61.0,20220427,3920.0,8501.0,win,0.4945947525273184,4.0,0.3809523809523809,0,0,486875.0,17324.0,2673.0,132378.0,3058.0,685.0
107,Hanhwa,Kiwoom,0,7,9.0,5.0,0,4.8,2.6,E. 요키시,윤대경,18:30,수,대전,3459,4,2022,0,0.0,15.6,84.0,20220427,2647.0,5297.0,win,0.4077747989276139,3.0,0.3809523809523809,0,0,421501.0,16458.0,2387.0,137204.0,3741.0,1263.0
108,KT,KIA,5,3,7.0,6.0,0,3.4,6.2,심재민,전상현,18:30,목,수원,6111,4,2022,0,0.0,15.1,65.0,20220428,6123.0,5730.0,win,0.4875019528198719,1.0,0.4285714285714285,0,0,13763.0,456.0,101.0,270025.0,9826.0,1238.0
109,Doosan,NC,5,9,3.0,10.0,0,3.8,3.4,김시훈,이영하,18:30,목,잠실,5223,4,2022,0,0.0,18.2,77.0,20220428,3450.0,9642.6,win,0.493548655623075,7.5,0.6190476190476191,0,0,301083.0,13308.0,1935.0,82380.0,2321.0,628.0
110,Lotte,SSG,4,1,5.0,1.0,0,4.2,2.8,C. 반즈,노경은,18:30,목,사직,7126,4,2022,0,0.0,15.6,64.0,20220428,6831.0,4252.2,even,0.512343797622676,5.5,0.55,0,0,186093.0,4074.0,935.0,192128.0,5886.0,1097.0
111,Samsung,LG,4,6,9.0,3.0,0,3.0,4.6,정우영,이승현,18:30,목,대구,5279,4,2022,0,0.0,15.5,65.0,20220428,5063.0,8939.8,lose,0.4584055459272097,5.0,0.3636363636363636,0,0,299815.0,9487.0,1796.0,172669.0,4675.0,930.0
112,Hanhwa,Kiwoom,1,3,9.0,4.0,0,3.4,3.6,T. 애플러,장민재,18:30,목,대전,3531,4,2022,0,0.0,16.1,57.0,20220428,3459.0,4675.6,lose,0.373595333128646,4.0,0.3636363636363636,0,0,243882.0,6278.0,984.0,99678.0,4782.0,968.0
113,KIA,Samsung,3,4,7.0,9.0,0,5.8,3.4,문용익,정해영,18:30,금,광주,7487,4,2022,0,17.0,14.0,20.0,20220429,3474.0,3526.8,even,0.4467170249854735,2.5,0.4545454545454545,0,0,237749.0,9261.0,1439.0,275604.0,7915.0,1666.0
114,LG,Lotte,4,9,2.0,5.0,0,4.8,3.4,김도규,김진성,18:30,금,잠실,15681,4,2022,0,15.5,13.5,20.0,20220429,4410.0,4917.8,even,0.5753252682036065,1.0,0.6086956521739131,0,0,180087.0,5401.0,1162.0,463393.0,14998.0,2747.0
115,NC,Hanhwa,9,4,10.0,9.0,0,4.6,3.2,송명기,남지민,18:30,금,창원,3405,4,2022,0,21.0,12.4,20.0,20220429,1675.0,2797.2,even,0.2808988764044944,1.0,0.3043478260869565,0,0,50786.0,1886.0,491.0,208558.0,5335.0,915.0
116,SSG,Doosan,8,7,1.0,4.0,0,3.0,4.6,조요한,김명신,18:30,금,문학,10306,4,2022,0,13.5,13.6,20.0,20220429,8080.0,10042.6,even,0.8144720235591081,4.0,0.7727272727272727,0,0,185038.0,5005.0,868.0,144270.0,5326.0,960.0
117,Kiwoom,KT,4,6,4.0,7.0,0,3.4,3.6,엄상백,최원태,18:30,금,고척,1770,4,2022,0,14.0,13.7,20.0,20220429,7406.0,4389.2,even,0.4318266716473664,2.5,0.5652173913043478,0,0,146189.0,6817.0,1481.0,40692.0,1651.0,317.0
118,KIA,Samsung,4,5,7.0,8.0,0,6.2,3.8,이재익,장현식,14:00,토,광주,11159,4,2022,0,0.0,13.0,25.25,20220430,7487.0,4293.4,lose,0.520609794964411,1.5,0.4347826086956521,0,0,276551.0,8627.0,1379.0,444028.0,15259.0,2628.0
119,LG,Lotte,1,3,2.0,5.0,0,5.2,4.4,이인복,김윤식,17:00,토,잠실,23018,4,2022,0,0.0,13.5,25.0,20220430,15681.0,7144.6,lose,0.5938941357346804,1.0,0.5833333333333334,0,0,152429.0,4414.0,831.0,724283.0,27329.0,3742.0
120,NC,Hanhwa,0,2,10.0,10.0,0,5.8,2.2,김민우,이재학,17:00,토,창원,6045,4,2022,0,0.0,14.0,30.0,20220430,3405.0,2562.2,win,0.3654711922707269,0.0,0.3333333333333333,0,0,75553.0,2202.0,633.0,112652.0,3006.0,572.0
121,SSG,Doosan,2,1,1.0,5.0,0,4.2,5.2,오원석,곽빈,17:00,토,문학,20094,4,2022,0,0.0,12.8,25.0,20220430,10306.0,8896.4,win,0.7329565734681737,5.0,0.782608695652174,0,0,236419.0,10052.0,1290.0,184456.0,7482.0,1210.0
122,Kiwoom,KT,4,1,5.0,6.0,0,3.6,4.0,정찬헌,고영표,17:00,토,고척,4075,4,2022,0,0.0,13.1,25.0,20220430,1770.0,4564.6,lose,0.4655581947743468,1.5,0.5416666666666666,0,0,123684.0,4018.0,990.0,50187.0,1449.0,300.0
123,KIA,Samsung,3,6,8.0,8.0,0,4.2,4.0,임대한,정해영,14:00,일,광주,11555,5,2022,0,0.0,12.5,35.0,20220501,11159.0,5757.6,lose,0.5147750982580426,0.5,0.4166666666666667,0,0,197446.0,5907.0,963.0,609314.0,23057.0,3241.0
124,LG,Lotte,0,4,4.0,4.0,0,4.4,3.6,김진욱,임찬규,14:00,일,잠실,20513,5,2022,0,0.0,14.0,48.0,20220501,23018.0,10448.2,lose,0.5819170273408635,1.0,0.56,0,0,177248.0,4369.0,677.0,1012246.0,33143.0,4634.0
125,NC,Hanhwa,1,2,10.0,9.0,0,5.4,2.4,김범수,임정호,14:00,일,창원,5185,5,2022,0,0.0,14.8,40.0,20220501,6045.0,2990.8,lose,0.3573018149448593,1.0,0.32,0,0,91303.0,1831.0,471.0,265112.0,8818.0,1319.0
126,SSG,Doosan,0,9,1.0,5.0,0,4.0,5.4,R. 스탁,W. 폰트,14:00,일,문학,18130,5,2022,0,0.0,12.6,48.0,20220501,20094.0,9894.4,win,0.7341459207727247,6.0,0.7916666666666666,0,0,435497.0,16948.0,2027.0,165788.0,4464.0,859.0
127,Kiwoom,KT,9,3,4.0,6.0,0,4.0,4.0,안우진,O. 데스파이네,14:00,일,고척,3213,5,2022,0,0.0,13.3,48.0,20220501,4075.0,5175.6,win,0.4832449297971919,2.5,0.56,0,0,123510.0,5105.0,961.0,14039.0,262.0,81.0
129,KT,Lotte,10,5,7.0,3.0,0,3.6,4.2,소형준,김도규,18:30,화,수원,6251,5,2022,0,0.0,11.6,53.0,20220503,6111.0,6497.0,win,0.5,4.5,0.44,"1, 2",0,11849.0,201.0,50.0,436951.0,13242.0,2103.0
130,LG,Doosan,4,3,5.0,5.0,0,3.6,5.6,김진성,김강률,18:30,화,잠실,10124,5,2022,0,0.0,15.4,40.0,20220503,20513.0,13643.4,lose,0.560384263494968,0.5,0.5384615384615384,"2, 1",0,77770.0,1549.0,365.0,94277.0,2458.0,614.0
131,SSG,Hanhwa,4,2,1.0,9.0,0,2.4,1.8,김광현,김범수,18:30,화,문학,9110,5,2022,0,0.0,13.2,40.0,20220503,18130.0,12334.2,lose,0.6829072628088566,9.5,0.76,"1, 2",0,34471.0,746.0,162.0,143364.0,3318.0,876.0
132,Samsung,NC,6,10,7.0,10.0,0,3.8,4.8,심창민,이승현,18:30,화,대구,5728,5,2022,0,0.0,14.5,34.0,20220503,5279.0,8405.4,lose,0.4506160766673186,3.0,0.4230769230769231,"1, 2",0,295518.0,7638.0,1559.0,39346.0,539.0,147.0
134,KT,Lotte,0,5,6.0,4.0,0,5.0,5.0,박세웅,배제성,18:30,수,수원,7532,5,2022,0,0.0,14.4,52.0,20220504,6251.0,6096.2,win,0.4904770542354435,3.5,0.4615384615384615,"2, 1",0,49970.0,1853.0,392.0,591402.0,16904.0,3037.0
135,LG,Doosan,2,5,4.0,5.0,0,3.0,5.0,이영하,이민호,18:30,수,잠실,14480,5,2022,0,0.0,18.6,42.0,20220504,10124.0,14749.2,win,0.5631606389534057,0.5,0.5555555555555556,"2, 1",0,198432.0,5508.0,1112.0,145188.0,4711.0,1012.0
136,SSG,Hanhwa,5,8,1.0,9.0,0,3.0,2.2,윤호솔,김택형,18:30,수,문학,11331,5,2022,0,0.0,16.7,42.0,20220504,9110.0,13144.0,win,0.6868539889613647,10.5,0.7692307692307693,"2, 1",0,197039.0,8560.0,1087.0,214148.0,6412.0,1183.0
137,Samsung,NC,11,5,7.0,10.0,0,5.0,5.8,이재익,김영규,18:30,수,대구,8712,5,2022,0,0.0,18.5,38.0,20220504,5728.0,6554.4,lose,0.4630136986301369,2.0,0.4074074074074074,"1, 2",0,360042.0,11347.0,2011.0,179974.0,4404.0,813.0
139,KT,Lotte,8,2,7.0,3.0,1,4.0,5.2,엄상백,G. 스파크맨,14:00,목,수원,20000,5,2022,0,0.0,15.5,42.0,20220505,7532.0,6458.8,lose,0.4674763366037083,4.5,0.4444444444444444,"1, 2",0,14473.0,435.0,79.0,554859.0,21790.0,2607.0
140,LG,Doosan,4,9,5.0,5.0,1,2.2,5.0,김명신,C. 켈리,14:00,목,잠실,24012,5,2022,0,0.0,19.5,34.0,20220505,14480.0,16763.2,lose,0.5470650919101323,0.5,0.5357142857142857,"2, 1",0,110949.0,2251.0,484.0,173801.0,7400.0,1083.0
141,SSG,Hanhwa,14,4,1.0,9.0,1,3.8,3.6,I. 노바,남지민,14:00,목,문학,23000,5,2022,0,0.0,16.9,34.0,20220505,11331.0,13794.2,lose,0.6628958268382844,9.5,0.7407407407407407,"2, 1",0,243529.0,8263.0,1258.0,564861.0,17804.0,2470.0
142,Samsung,NC,5,2,7.0,10.0,1,6.4,5.0,황동재,송명기,14:00,목,대구,20938,5,2022,0,0.0,19.6,29.0,20220505,8712.0,5740.4,win,0.4884185422566701,3.0,0.4285714285714285,"2, 1",0,440572.0,15379.0,2552.0,120195.0,2741.0,765.0
143,NC,LG,8,15,10.0,5.0,0,3.6,2.2,이우찬,이재학,18:30,금,창원,5883,5,2022,0,0.0,19.9,39.0,20220506,5185.0,3682.8,win,0.3546901975829656,6.0,0.3103448275862069,"1, 2",0,33773.0,710.0,210.0,406774.0,11464.0,1562.0
144,Doosan,KT,0,6,4.0,7.0,0,5.4,4.4,고영표,곽빈,18:30,금,잠실,8709,5,2022,0,0.0,19.9,38.0,20220506,5223.0,8992.8,lose,0.4704400755614636,3.0,0.5714285714285714,0,0,639643.0,26211.0,3324.0,81637.0,3464.0,609.0
145,Lotte,Samsung,0,5,4.0,7.0,0,3.8,6.6,원태인,이인복,18:30,금,사직,22990,5,2022,0,0.0,19.6,39.0,20220506,7126.0,4866.8,lose,0.5299133051515369,4.0,0.5925925925925926,"3, 0",0,422173.0,12816.0,2041.0,762912.0,26535.0,4053.0
146,Kiwoom,SSG,9,2,4.0,1.0,0,4.8,5.0,정찬헌,오원석,18:30,금,고척,4627,5,2022,0,0.0,19.7,38.0,20220506,3213.0,4960.4,win,0.515702932310222,5.5,0.5517241379310345,"1, 2",0,166108.0,5409.0,1134.0,287197.0,10772.0,1362.0
147,Hanhwa,KIA,2,13,9.0,8.0,0,3.6,4.4,한승혁,김민우,18:30,금,대전,10305,5,2022,0,0.0,18.1,27.0,20220506,3531.0,4752.6,win,0.3658908366066717,1.5,0.3793103448275862,"0, 3",0,250899.0,5960.0,985.0,737159.0,31584.0,3618.0
148,NC,LG,3,6,10.0,5.0,0,5.2,5.0,김대유,D. 루친스키,17:00,토,창원,5585,5,2022,0,0.0,20.5,29.8,20220507,5883.0,4438.6,lose,0.3448362720403022,7.0,0.3,"0, 3",0,84987.0,2197.0,498.0,300297.0,7663.0,1683.0
149,Doosan,KT,11,8,5.0,7.0,0,5.2,5.4,정철원,주권,17:00,토,잠실,10546,5,2022,0,0.0,18.6,31.0,20220507,8709.0,7174.8,lose,0.5130981887511916,2.0,0.5517241379310345,"2, 1",0,251721.0,8665.0,1449.0,54095.0,2718.0,476.0
150,Lotte,Samsung,1,4,5.0,7.0,0,3.2,6.6,D. 뷰캐넌,김진욱,17:00,토,사직,22990,5,2022,0,0.0,19.5,29.8,20220507,22990.0,8596.8,lose,0.5224102584716807,3.0,0.5714285714285714,"2, 1",0,252441.0,6133.0,1050.0,624390.0,25428.0,3378.0
151,Kiwoom,SSG,0,3,2.0,1.0,0,5.8,5.0,W. 폰트,안우진,17:00,토,고척,5637,5,2022,0,0.0,18.4,31.0,20220507,4627.0,4218.2,win,0.5262975778546712,4.5,0.5666666666666667,"1, 2",0,210353.0,10440.0,2061.0,208848.0,6609.0,1077.0
152,Hanhwa,KIA,4,5,9.0,8.0,0,3.6,6.2,양현종,박윤철,17:00,토,대전,11114,5,2022,0,0.0,16.5,24.0,20220507,10305.0,5310.8,lose,0.3204264701440696,2.5,0.3666666666666666,"0, 3",0,130771.0,2895.0,577.0,553716.0,21511.0,2996.0
153,NC,LG,2,3,10.0,4.0,1,5.6,6.2,A. 플럿코,류진욱,14:00,일,창원,3642,5,2022,0,0.0,17.0,22.6,20220508,5585.0,5220.6,lose,0.3395250411474253,8.0,0.2903225806451613,"0, 3",0,70882.0,1681.0,375.0,152866.0,3797.0,752.0
154,Doosan,KT,0,5,4.0,8.0,1,5.6,6.4,소형준,최원준,14:00,일,잠실,7124,5,2022,0,2.5,15.6,20.0,20220508,10546.0,6314.4,win,0.5241793955151122,3.0,0.5666666666666667,"2, 1",0,311218.0,12583.0,2038.0,54336.0,1733.0,415.0
155,Lotte,Samsung,2,4,5.0,6.0,1,2.6,6.2,오승환,최준용,14:00,일,사직,16456,5,2022,0,0.0,15.7,22.6,20220508,22990.0,12533.6,lose,0.5087712549049781,2.0,0.5517241379310345,"1, 2",0,231013.0,5299.0,874.0,758087.0,27705.0,3715.0
156,Kiwoom,SSG,2,6,4.0,1.0,1,4.0,5.6,김광현,E. 요키시,14:00,일,고척,4765,5,2022,0,1.5,15.8,20.0,20220508,5637.0,3864.4,lose,0.5129848229342328,5.5,0.5483870967741935,"1, 2",0,85983.0,2799.0,604.0,247127.0,9734.0,1303.0
157,Hanhwa,KIA,6,7,9.0,8.0,1,4.0,6.6,S. 놀린,윤대경,14:00,일,대전,7918,5,2022,0,0.5,16.1,15.0,20220508,11114.0,6211.2,lose,0.3227434177143823,3.5,0.3548387096774194,"0, 3",0,150455.0,3930.0,708.0,520062.0,21419.0,2762.0
158,KIA,KT,1,0,8.0,8.0,0,7.8,5.4,정해영,배제성,18:30,화,광주,5240,5,2022,0,0.0,17.6,25.0,20220510,16072.0,11059.4,win,0.5168019767031415,0.0,0.4838709677419355,"1, 2",0,462723.0,13557.0,2449.0,35495.0,1246.0,252.0
159,LG,Hanhwa,9,1,2.0,9.0,0,6.0,4.8,이민호,김범수,18:30,화,잠실,7270,5,2022,0,0.0,20.2,29.0,20220510,24012.0,18429.4,lose,0.5222112537018756,7.0,0.5625,"2, 1",0,132873.0,2425.0,686.0,134365.0,3427.0,647.0
160,Lotte,NC,7,0,6.0,10.0,0,2.0,4.0,박세웅,김시훈,18:30,화,사직,8521,5,2022,0,0.0,16.2,31.0,20220510,16456.0,15278.6,lose,0.5,8.0,0.5333333333333333,"2, 1",0,115812.0,2254.0,608.0,98465.0,2011.0,356.0
161,Samsung,SSG,1,3,6.0,1.0,0,5.8,6.0,이태양,백정현,18:30,화,대구,5088,5,2022,0,0.0,16.4,31.0,20220510,20938.0,9144.0,win,0.5,7.5,0.5,"0, 3",0,413991.0,11854.0,2168.0,369626.0,9738.0,1490.0
162,Kiwoom,Doosan,0,9,4.0,4.0,0,3.0,5.0,이영하,T. 애플러,18:30,화,고척,3564,5,2022,0,0.0,20.1,29.0,20220510,4765.0,4463.4,lose,0.495815972830083,0.5,0.53125,"2, 1",0,34605.0,896.0,433.0,67212.0,1816.0,732.0
162,Kiwoom,Doosan,0,9,4.0,4.0,0,3.0,5.0,이영하,T. 애플러,18:30,화,고척,3564,5,2022,0,0.0,20.1,29.0,20220510,4765.0,4463.4,lose,0.495815972830083,0.5,0.53125,"2, 1",0,34605.0,896.0,433.0,67212.0,1816.0,732.0
163,KIA,KT,5,10,7.0,8.0,0,7.2,5.4,엄상백,이의리,18:30,수,광주,6542,5,2022,0,0.0,20.1,31.0,20220511,5240.0,9875.6,win,0.5649411764705883,1.0,0.5,"1, 2",0,449299.0,17290.0,2506.0,36288.0,977.0,143.0
164,LG,Hanhwa,5,2,2.0,9.0,0,7.4,3.4,C. 켈리,남지민,18:30,수,잠실,8064,5,2022,0,0.0,20.1,30.0,20220511,7270.0,15279.8,win,0.5875536480686695,8.0,0.5757575757575758,"3, 0",0,188591.0,5406.0,1128.0,256709.0,6101.0,1374.0
165,Lotte,NC,6,5,5.0,10.0,0,2.4,3.0,김원중,이용찬,18:30,수,사직,7761,5,2022,0,0.0,19.4,34.0,20220511,8521.0,15616.6,win,0.5290211594701532,9.0,0.5483870967741935,"2, 1",0,276321.0,8577.0,1314.0,30935.0,475.0,107.0
166,Samsung,SSG,6,5,7.0,1.0,0,3.8,5.6,오승환,박민호,18:30,수,대구,4786,5,2022,0,0.0,20.1,30.0,20220511,5088.0,9149.0,lose,0.5279501588077204,8.5,0.4848484848484848,"0, 3",0,273713.0,7495.0,1566.0,212633.0,8841.0,1045.0
167,Kiwoom,Doosan,1,5,5.0,3.0,0,2.4,5.8,최승용,최원태,18:30,수,고척,2641,5,2022,0,0.0,19.2,30.0,20220511,3564.0,4361.2,lose,0.4597428738393611,1.5,0.5151515151515151,"1, 2",0,28497.0,863.0,220.0,150283.0,6422.0,954.0
167,Kiwoom,Doosan,1,5,5.0,3.0,0,2.4,5.8,최승용,최원태,18:30,수,고척,2641,5,2022,0,0.0,19.2,30.0,20220511,3564.0,4361.2,lose,0.4597428738393611,1.5,0.5151515151515151,"1, 2",0,28497.0,863.0,220.0,150283.0,6422.0,954.0
168,KIA,KT,5,4,8.0,8.0,0,6.2,5.8,전상현,김민수,18:30,목,광주,5224,5,2022,0,0.0,20.6,33.0,20220512,6542.0,8873.0,lose,0.5445845609899823,0.0,0.4848484848484848,"1, 2",0,278924.0,8496.0,1761.0,28080.0,1028.0,184.0
169,LG,Hanhwa,11,7,2.0,9.0,0,7.6,3.0,이우찬,김민우,18:30,목,잠실,8620,5,2022,0,0.0,21.3,34.0,20220512,8064.0,12790.0,win,0.5958762886597938,9.0,0.5882352941176471,"3, 0",0,224362.0,6748.0,1401.0,139331.0,2798.0,672.0
170,Lotte,NC,2,4,4.0,10.0,0,3.2,3.6,신민혁,이인복,18:30,목,사직,8782,5,2022,0,0.0,19.8,34.0,20220512,7761.0,15743.6,win,0.5317140699723131,10.0,0.5625,"3, 0",0,475063.0,15483.0,2308.0,147813.0,3569.0,475.0
171,Samsung,SSG,4,2,6.0,1.0,0,4.0,3.8,원태인,오원석,18:30,목,대구,5541,5,2022,0,0.0,19.4,28.0,20220512,4786.0,9050.4,win,0.5302752293577981,7.5,0.5,"1, 2",0,378932.0,14870.0,2254.0,178480.0,4940.0,1257.0
172,Kiwoom,Doosan,2,3,6.0,3.0,0,2.4,5.0,박신지,정찬헌,18:30,목,고척,2649,5,2022,0,0.0,20.7,34.0,20220512,2641.0,4246.8,lose,0.4450488317468166,2.5,0.5,"1, 2",0,89498.0,2678.0,724.0,374750.0,16513.0,2377.0
172,Kiwoom,Doosan,2,3,6.0,3.0,0,2.4,5.0,박신지,정찬헌,18:30,목,고척,2649,5,2022,0,0.0,20.7,34.0,20220512,2641.0,4246.8,lose,0.4450488317468166,2.5,0.5,"1, 2",0,89498.0,2678.0,724.0,374750.0,16513.0,2377.0
173,KT,Kiwoom,5,7,8.0,7.0,0,5.4,1.0,안우진,고영표,18:30,금,수원,4246,5,2022,0,0.0,16.8,46.0,20220513,20000.0,9203.4,win,0.4955556433453166,0.5,0.4705882352941176,"1, 2",0,70963.0,1651.0,334.0,65617.0,2279.0,590.0
174,LG,KIA,1,10,2.0,7.0,0,6.8,4.6,윤중현,임찬규,18:30,금,잠실,19411,5,2022,0,0.0,19.8,30.0,20220513,8620.0,12489.2,lose,0.6032522148704721,3.5,0.6,0,0,298948.0,8925.0,2092.0,325715.0,11813.0,1801.0
175,SSG,NC,2,6,1.0,10.0,0,3.8,2.8,D. 루친스키,W. 폰트,18:30,금,문학,8121,5,2022,0,0.0,18.7,30.0,20220513,23000.0,16333.0,lose,0.6907420547484782,14.5,0.7058823529411765,0,0,88285.0,1999.0,361.0,39719.0,1293.0,247.0
176,Hanhwa,Lotte,1,8,9.0,5.0,0,4.0,3.6,C. 반즈,박윤철,18:30,금,대전,6773,5,2022,0,0.0,16.8,34.0,20220513,7918.0,7265.4,lose,0.3273011560249148,8.0,0.3142857142857143,"2, 1",0,215875.0,5629.0,1239.0,278634.0,6044.0,1719.0
177,KT,Kiwoom,0,3,8.0,7.0,0,4.8,2.4,E. 요키시,소형준,17:00,토,수원,10061,5,2022,0,0.0,12.7,39.0,20220514,4246.0,8828.0,lose,0.5273767110444403,1.5,0.4571428571428571,"0, 3",0,51243.0,1056.0,244.0,83817.0,3475.0,761.0
178,LG,KIA,5,3,2.0,7.0,0,5.8,5.6,이정용,전상현,17:00,토,잠실,24132,5,2022,0,0.0,16.4,35.0,20220514,19411.0,13475.4,lose,0.5710659898477157,2.5,0.5833333333333334,"2, 1",0,177089.0,5171.0,1064.0,529023.0,20942.0,2479.0
179,SSG,NC,2,1,1.0,10.0,0,3.6,3.4,김광현,심창민,17:00,토,문학,15131,5,2022,0,0.0,15.3,35.0,20220514,8121.0,13938.4,lose,0.6409664824298971,13.5,0.6857142857142857,"2, 1",0,80247.0,1592.0,312.0,55262.0,2017.0,390.0
180,Samsung,Doosan,4,0,7.0,3.0,0,3.8,5.6,D. 뷰캐넌,R. 스탁,17:00,토,대구,17161,5,2022,0,0.0,18.1,30.0,20220514,5541.0,9013.0,win,0.536255846839987,2.5,0.5142857142857142,"2, 1",0,252092.0,7426.0,1171.0,245008.0,7597.0,1287.0
181,Hanhwa,Lotte,5,8,10.0,4.0,0,3.4,5.0,서준원,윤대경,17:00,토,대전,10860,5,2022,0,0.0,13.7,30.0,20220514,6773.0,7928.2,lose,0.2879346828711073,9.0,0.3055555555555556,"1, 2",0,151964.0,3387.0,621.0,285928.0,8393.0,1452.0
182,KT,Kiwoom,1,5,8.0,6.0,0,3.8,2.6,박주성,류희운,14:00,일,수원,6587,5,2022,0,0.0,12.4,39.0,20220515,10061.0,9618.0,lose,0.5169442848937392,2.5,0.4444444444444444,"0, 3",0,56401.0,1660.0,273.0,129435.0,5213.0,935.0
183,LG,KIA,6,3,2.0,7.0,0,6.2,4.8,이민호,임기영,14:00,일,잠실,23097,5,2022,0,0.0,16.3,27.0,20220515,24132.0,13499.4,win,0.5755137804683766,3.5,0.5945945945945946,"2, 1",0,241582.0,8608.0,1518.0,304198.0,10902.0,1707.0
184,SSG,NC,7,8,1.0,10.0,0,2.8,3.2,원종현,조요한,14:00,일,문학,11414,5,2022,0,0.0,15.2,27.0,20220515,15131.0,13338.6,win,0.6428660003472136,14.5,0.6944444444444444,"2, 1",0,201399.0,6328.0,1096.0,57390.0,1271.0,262.0
185,Samsung,Doosan,4,3,6.0,4.0,0,3.8,3.4,홍정우,정철원,14:00,일,대구,14754,5,2022,0,0.0,17.4,22.0,20220515,17161.0,10702.8,win,0.5487435696593772,1.5,0.5277777777777778,"2, 1",0,466280.0,19275.0,2497.0,170296.0,4301.0,921.0
186,Hanhwa,Lotte,8,4,10.0,4.0,0,3.2,6.2,장민재,박세웅,14:00,일,대전,8154,5,2022,0,0.0,13.4,29.33333333333333,20220515,10860.0,9394.0,lose,0.2876577355229041,10.0,0.2972972972972973,"1, 2",0,168487.0,4479.0,826.0,511488.0,19604.0,2915.0
187,KT,LG,3,2,8.0,2.0,0,4.0,5.6,김재윤,김진성,18:30,화,수원,5600,5,2022,0,0.0,16.9,63.0,20220517,6587.0,9685.2,lose,0.5033222224674953,6.5,0.4324324324324324,"3, 0",0,15222.0,330.0,105.0,151966.0,4199.0,1321.0
188,NC,Kiwoom,4,11,10.0,6.0,0,4.8,3.6,최원태,송명기,18:30,화,창원,2420,5,2022,0,0.0,19.2,43.0,20220517,3642.0,5268.0,win,0.3389420654911839,8.0,0.3157894736842105,"0, 3",0,31750.0,789.0,223.0,64293.0,2370.0,604.0
