index,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수,month,year,first_game,rain,temp,pm10,date,before_attendance,before_5game_avg,last_match,pythagorean_expectation,games_back,home_win_rate,3game_results,3game_evens,home_view,home_recommend,home_reply,away_view,away_recommend,away_reply
10,KIA,Hanhwa,4,3,8.0,8.0,0,5.0,5.0,유승철,장시환,18:30,화,광주,2840,4,2022,0,0.0,9.5,32.0,20220405,10290.0,8394.361111111111,even,0.027027027027027,0.0,0.0,0,0,32749.0,951.0,258.0,43619.0,841.0,395.0
11,KT,SSG,5,8,5.0,1.0,0,5.0,5.0,박민호,O. 데스파이네,18:30,화,수원,2055,4,2022,0,0.0,8.1,73.0,20220405,10321.0,7392.611111111111,even,0.6230769230769231,1.0,0.5,0,0,14303.0,397.0,153.0,50987.0,1064.0,211.0
12,NC,Lotte,1,5,8.0,5.0,0,5.0,5.0,김진욱,신민혁,18:30,화,창원,3246,4,2022,0,0.0,13.2,34.0,20220405,4808.0,5125.25,even,0.0153846153846153,1.0,0.0,0,0,29999.0,713.0,159.0,37578.0,707.0,217.0
13,Doosan,Samsung,5,6,1.0,5.0,0,5.0,5.0,이재익,홍건희,18:30,화,잠실,4109,4,2022,0,0.0,11.7,41.0,20220405,11345.0,8952.972222222223,even,0.7538461538461538,1.0,1.0,0,0,57685.0,1948.0,396.0,170152.0,5030.0,723.0
14,Kiwoom,LG,4,8,5.0,1.0,0,5.0,5.0,임찬규,노운현,18:30,화,고척,2298,4,2022,0,0.0,10.7,41.0,20220405,6115.0,4857.958333333333,even,0.2647058823529412,1.0,0.5,0,0,52271.0,1475.0,464.0,67160.0,1470.0,457.0
15,KIA,Hanhwa,7,4,7.0,9.0,0,5.0,5.0,윤중현,김재영,18:30,수,광주,3117,4,2022,0,0.0,11.3,34.0,20220406,2840.0,8394.361111111111,win,0.1379310344827586,1.0,0.3333333333333333,0,0,101016.0,3390.0,607.0,66967.0,1453.0,443.0
16,KT,SSG,0,3,7.0,1.0,0,5.0,5.0,오원석,고영표,18:30,수,수원,2094,4,2022,0,0.0,9.6,65.0,20220406,2055.0,7392.611111111111,lose,0.4655581947743468,2.0,0.3333333333333333,0,0,17313.0,376.0,149.0,149163.0,5272.0,739.0
17,NC,Lotte,5,0,9.0,4.0,0,5.0,5.0,송명기,이인복,18:30,수,창원,3000,4,2022,0,0.0,14.5,43.0,20220406,3246.0,5125.25,lose,0.0231213872832369,2.0,0.0,0,0,81125.0,1884.0,359.0,365348.0,14445.0,1699.0
18,Doosan,Samsung,1,7,4.0,4.0,0,5.0,5.0,양창섭,곽빈,18:30,수,잠실,4161,4,2022,0,0.0,12.6,50.0,20220406,4109.0,8952.972222222223,lose,0.5901639344262295,0.0,0.6666666666666666,0,0,106964.0,4450.0,866.0,252916.0,10003.0,1439.0
19,Kiwoom,LG,1,2,7.0,1.0,0,5.0,5.0,진해수,박주성,18:30,수,고척,2304,4,2022,0,0.0,12.1,50.0,20220406,2298.0,4857.958333333333,lose,0.2358490566037736,2.0,0.3333333333333333,0,0,83544.0,2772.0,677.0,126280.0,3983.0,795.0
20,KIA,Hanhwa,6,2,5.0,9.0,0,5.0,5.0,유승철,김범수,18:30,목,광주,2773,4,2022,0,0.0,11.0,28.0,20220407,3117.0,8394.361111111111,win,0.3188679245283018,2.0,0.5,0,0,121216.0,5178.0,757.0,106454.0,2671.0,611.0
21,KT,SSG,3,4,8.0,1.0,0,5.0,5.0,이태양,소형준,18:30,목,수원,2530,4,2022,0,0.0,9.0,42.0,20220407,2094.0,7392.611111111111,lose,0.3769230769230769,3.0,0.25,0,0,22983.0,456.0,174.0,194874.0,7056.0,1024.0
22,NC,Lotte,1,2,8.0,5.0,0,5.0,5.0,C. 반즈,이재학,18:30,목,창원,3017,4,2022,0,0.0,15.4,44.0,20220407,3000.0,5125.25,win,0.2247706422018348,1.0,0.25,0,0,65659.0,2020.0,424.0,181881.0,6112.0,1061.0
23,Doosan,Samsung,6,5,5.0,2.0,0,5.0,5.0,홍건희,우규민,18:30,목,잠실,4055,4,2022,0,0.0,11.7,40.0,20220407,4161.0,8952.972222222223,lose,0.3689956331877729,1.0,0.5,0,0,100200.0,2656.0,622.0,594310.0,23192.0,3046.0
24,Kiwoom,LG,0,6,8.0,1.0,0,5.0,5.0,김윤식,정찬헌,18:30,목,고척,2055,4,2022,0,0.0,10.9,40.0,20220407,2304.0,4857.958333333333,lose,0.2322456813819577,3.0,0.25,0,0,58939.0,1772.0,396.0,181486.0,5414.0,1011.0
25,LG,NC,1,4,1.0,8.0,0,5.6,1.6,D. 루친스키,A. 플럿코,18:30,금,잠실,10623,4,2022,0,0.0,14.1,54.0,20220408,12918.930555555557,12918.930555555557,even,0.5,4.0,1.0,0,0,173872.0,6228.0,1175.0,85217.0,2352.0,553.0
26,SSG,KIA,3,0,1.0,5.0,0,4.6,3.8,서진용,홍상삼,18:30,금,문학,15615,4,2022,0,0.0,11.8,54.0,20220408,13632.583333333334,13632.583333333334,even,0.5,2.0,1.0,0,0,309507.0,12820.0,1799.0,129797.0,5193.0,846.0
27,Lotte,Doosan,1,6,5.0,5.0,0,3.4,3.8,R. 스탁,이승헌,18:30,금,사직,8860,4,2022,0,0.0,13.9,41.0,20220408,8773.0,8773.0,even,0.5,0.0,0.6,0,0,282885.0,8435.0,1571.0,126368.0,4579.0,782.0
28,Samsung,Kiwoom,0,1,5.0,8.0,0,5.0,2.2,안우진,D. 뷰캐넌,18:30,금,대구,9244,4,2022,0,0.0,15.2,38.0,20220408,9367.388888888889,9367.388888888889,even,0.5,2.0,0.6,0,0,267766.0,8581.0,1381.0,70967.0,2025.0,479.0
29,Hanhwa,KT,2,4,9.0,8.0,0,2.6,3.4,W. 쿠에바스,윤호솔,18:30,금,대전,5520,4,2022,0,0.0,12.1,31.0,20220408,4974.861111111111,4974.861111111111,even,0.5,1.0,0.0,0,0,161441.0,4111.0,836.0,22726.0,567.0,126.0
30,LG,NC,7,6,2.0,9.0,0,4.0,2.4,이민호,W. 파슨스,17:00,토,잠실,14328,4,2022,0,0.0,18.5,58.0,20220409,10623.0,12918.930555555557,lose,0.8742203742203742,3.0,0.8333333333333334,0,0,97707.0,2299.0,629.0,90986.0,3441.0,668.0
31,SSG,KIA,9,5,1.0,6.0,0,4.4,3.8,김광현,이민우,17:00,토,문학,21005,4,2022,0,0.5,16.8,58.0,20220409,15615.0,13632.583333333334,win,0.892998678996037,3.0,1.0,0,0,427610.0,18145.0,1925.0,108156.0,3658.0,559.0
32,Lotte,Doosan,5,4,6.0,3.0,0,2.2,3.8,박세웅,최원준,17:00,토,사직,13045,4,2022,0,0.0,17.7,39.0,20220409,8860.0,8773.0,lose,0.472992700729927,1.0,0.5,0,0,174246.0,5183.0,663.0,166699.0,6182.0,1103.0
33,Samsung,Kiwoom,0,3,6.0,9.0,0,4.8,2.0,E. 요키시,A. 수아레즈,17:00,토,대구,13059,4,2022,0,0.0,18.7,43.0,20220409,9244.0,9367.388888888889,lose,0.563570784490532,1.0,0.5,0,0,319787.0,10195.0,1654.0,95998.0,4227.0,725.0
34,Hanhwa,KT,7,1,10.0,9.0,0,2.2,3.4,N. 킹험,배제성,17:00,토,대전,6538,4,2022,0,0.0,16.8,37.0,20220409,5520.0,4974.861111111111,lose,0.2229930624380574,2.0,0.0,0,0,160799.0,4410.0,717.0,23323.0,632.0,178.0
35,LG,NC,5,3,2.0,9.0,0,4.8,3.4,C. 켈리,신민혁,14:00,일,잠실,13095,4,2022,0,0.0,19.0,51.0,20220410,14328.0,12918.930555555557,win,0.8176656151419558,4.0,0.8571428571428571,0,0,132801.0,3994.0,884.0,82702.0,2467.0,684.0
36,SSG,KIA,11,2,1.0,7.0,0,5.4,4.4,노경은,로니,14:00,일,문학,17849,4,2022,0,0.0,16.8,51.0,20220410,21005.0,13632.583333333334,win,0.8620689655172413,4.0,1.0,0,0,555888.0,20722.0,2429.0,166937.0,6631.0,747.0
37,Lotte,Doosan,3,4,4.0,4.0,0,2.6,4.4,김강률,문경찬,14:00,일,사직,11646,4,2022,0,0.0,18.9,34.0,20220410,13045.0,8773.0,win,0.5,0.0,0.5714285714285714,0,0,192838.0,5813.0,995.0,124828.0,3759.0,916.0
38,Samsung,Kiwoom,5,6,7.0,7.0,0,3.6,1.8,김재웅,김윤수,14:00,일,대구,11610,4,2022,0,0.0,19.4,27.0,20220410,13059.0,9367.388888888889,lose,0.5,0.0,0.4285714285714285,0,0,296332.0,8972.0,1888.0,137101.0,5792.0,921.0
39,Hanhwa,KT,6,4,10.0,9.0,0,3.6,2.6,김종수,O. 데스파이네,14:00,일,대전,5735,4,2022,0,0.0,17.0,28.0,20220410,6538.0,4974.861111111111,win,0.3652830188679245,1.0,0.1428571428571428,0,0,308547.0,9415.0,1631.0,26859.0,498.0,205.0
40,KIA,Lotte,6,5,7.0,5.0,0,4.0,2.2,전상현,문경찬,18:30,화,광주,3654,4,2022,0,0.0,20.3,33.0,20220412,2773.0,7185.6,even,0.4501246882793017,1.0,0.375,0,0,44875.0,1246.0,159.0,63372.0,1675.0,364.0
41,KT,Doosan,1,3,10.0,3.0,0,2.4,4.2,곽빈,고영표,18:30,화,수원,2450,4,2022,0,0.0,16.6,49.0,20220412,2530.0,6811.4,even,0.3738680465717982,3.0,0.25,0,0,14885.0,335.0,125.0,90511.0,2750.0,680.0
42,LG,SSG,1,4,2.0,1.0,0,4.2,6.0,I. 노바,임찬규,18:30,화,잠실,6028,4,2022,0,0.0,19.8,27.0,20220412,13095.0,12918.930555555557,even,0.8077847188851514,1.0,0.875,0,0,138836.0,3792.0,817.0,366647.0,11599.0,1871.0
43,Samsung,Hanhwa,2,0,7.0,10.0,0,3.4,4.2,원태인,R. 카펜터,18:30,화,대구,4047,4,2022,0,0.0,22.4,32.0,20220412,11610.0,9367.388888888889,even,0.4836109618484686,1.0,0.375,0,0,158131.0,4657.0,1046.0,180118.0,4259.0,987.0
44,Kiwoom,NC,10,0,5.0,10.0,0,2.2,3.8,최원태,송명기,18:30,화,고척,774,4,2022,0,0.0,18.0,27.0,20220412,2055.0,4205.8,even,0.151819322459222,2.0,0.5,0,0,87493.0,2740.0,719.0,25025.0,530.0,137.0
45,LG,SSG,2,4,2.0,1.0,0,4.0,6.2,이태양,김대유,18:30,수,잠실,4547,4,2022,0,7.5,12.1,13.0,20220413,6028.0,12918.930555555557,lose,0.7538461538461538,2.0,0.7777777777777778,0,0,109514.0,2423.0,591.0,486312.0,18011.0,2353.0
46,Samsung,Hanhwa,12,1,7.0,10.0,0,2.4,3.4,양창섭,김민우,18:30,수,대구,2156,4,2022,0,0.0,11.9,15.0,20220413,4047.0,9367.388888888889,win,0.5158690176322418,2.0,0.4444444444444444,0,0,431302.0,14055.0,2370.0,140453.0,3155.0,778.0
47,Kiwoom,NC,5,4,4.0,10.0,0,4.0,2.8,하영민,조민석,18:30,수,고척,893,4,2022,0,3.5,12.4,13.0,20220413,774.0,2709.2,win,0.5,3.0,0.5555555555555556,0,0,211309.0,8518.0,1588.0,71460.0,1579.0,271.0
48,KIA,Lotte,2,3,7.0,7.0,0,3.8,3.2,박세웅,양현종,18:30,목,광주,3838,4,2022,0,0.0,15.3,15.0,20220414,3654.0,4534.8,win,0.298978102189781,0.0,0.4444444444444444,0,0,81196.0,2622.0,390.0,46927.0,669.0,183.0
49,KT,Doosan,4,5,10.0,4.0,0,2.6,4.6,김강률,하준호,18:30,목,수원,2241,4,2022,0,0.0,9.7,16.0,20220414,2450.0,3890.0,lose,0.3130098754830399,4.0,0.2222222222222222,0,0,12343.0,257.0,45.0,103008.0,2782.0,714.0
50,LG,SSG,5,1,2.0,1.0,0,3.2,6.2,A. 플럿코,W. 폰트,18:30,목,잠실,6500,4,2022,0,0.0,12.2,14.0,20220414,4547.0,9724.2,lose,0.711764705882353,3.0,0.7,0,0,114258.0,3785.0,476.0,554380.0,22919.0,2895.0
51,Samsung,Hanhwa,8,3,5.0,10.0,0,3.8,3.2,D. 뷰캐넌,김범수,18:30,목,대구,2869,4,2022,0,0.0,10.6,11.0,20220414,2156.0,8023.2,win,0.654054054054054,3.0,0.5,0,0,433811.0,14377.0,2411.0,202403.0,5046.0,918.0
52,Kiwoom,NC,1,0,4.0,10.0,0,5.0,3.4,안우진,D. 루친스키,18:30,목,고척,1020,4,2022,0,0.0,12.5,14.0,20220414,893.0,1664.8,win,0.514081713605712,4.0,0.6,0,0,151392.0,6207.0,1174.0,84428.0,1791.0,337.0
53,NC,KIA,5,0,10.0,7.0,0,2.6,3.0,W. 파슨스,S. 놀린,18:30,금,창원,3002,4,2022,0,0.0,13.1,28.0,20220415,3017.0,4377.0,even,0.2214532871972318,2.5,0.1818181818181818,0,0,61766.0,1447.0,327.0,78707.0,2320.0,500.0
54,SSG,Samsung,5,0,1.0,5.0,0,5.8,5.4,김광현,A. 수아레즈,18:30,금,문학,9441,4,2022,0,0.0,12.2,23.5,20220415,17849.0,13632.583333333334,even,0.8920741989881956,4.0,0.9090909090909092,0,0,454324.0,15003.0,2344.0,452137.0,15668.0,2367.0
55,Doosan,Kiwoom,2,4,4.0,4.0,0,4.4,5.0,T. 애플러,최원준,18:30,금,잠실,4423,4,2022,0,0.0,13.2,23.5,20220415,4055.0,7988.2,even,0.4272189349112426,0.5,0.7,0,0,211300.0,9709.0,1485.0,233640.0,9720.0,1921.0
55,Doosan,Kiwoom,2,4,4.0,4.0,0,4.4,5.0,T. 애플러,최원준,18:30,금,잠실,4423,4,2022,0,0.0,13.2,23.5,20220415,4055.0,7988.2,even,0.4272189349112426,0.5,0.7,0,0,211300.0,9709.0,1485.0,233640.0,9720.0,1921.0
56,Lotte,KT,9,7,6.0,10.0,0,3.4,2.8,이인복,배제성,18:30,금,사직,4610,4,2022,0,0.0,11.6,28.0,20220415,11646.0,8773.0,even,0.4811387900355872,3.0,0.5,0,0,204006.0,5881.0,1050.0,19680.0,375.0,92.0
57,Hanhwa,LG,7,3,10.0,2.0,0,3.4,4.0,윤대경,이민호,18:30,금,대전,3320,4,2022,0,0.0,11.3,21.0,20220415,5735.0,4974.861111111111,even,0.4185798184730379,6.0,0.1818181818181818,0,0,132040.0,3055.0,608.0,160115.0,4789.0,781.0
58,NC,KIA,0,14,9.0,7.0,0,2.4,3.0,로니,신민혁,17:00,토,창원,4580,4,2022,0,0.0,12.0,35.8,20220416,3002.0,3414.6,win,0.3173483779971791,1.5,0.25,0,0,163892.0,4335.0,1200.0,63168.0,1790.0,302.0
59,SSG,Samsung,6,2,1.0,6.0,0,5.0,5.4,노경은,백정현,14:00,토,문학,16037,4,2022,0,0.0,11.3,39.0,20220416,9441.0,13632.583333333334,win,0.8620689655172413,5.0,0.9166666666666666,0,0,426609.0,17219.0,2177.0,365534.0,11538.0,1982.0
60,Doosan,Kiwoom,4,1,4.0,3.0,0,3.6,5.2,이영하,E. 요키시,17:00,토,잠실,9737,4,2022,0,0.0,13.4,39.0,20220416,4423.0,5618.6,lose,0.5360974195418962,0.5,0.6363636363636364,0,0,116732.0,2943.0,743.0,278659.0,13337.0,2128.0
60,Doosan,Kiwoom,4,1,4.0,3.0,0,3.6,5.2,이영하,E. 요키시,17:00,토,잠실,9737,4,2022,0,0.0,13.4,39.0,20220416,4423.0,5618.6,lose,0.5360974195418962,0.5,0.6363636363636364,0,0,116732.0,2943.0,743.0,278659.0,13337.0,2128.0
61,Lotte,KT,0,8,6.0,10.0,0,5.0,3.4,O. 데스파이네,G. 스파크맨,17:00,토,사직,10639,4,2022,0,0.0,11.8,35.8,20220416,4610.0,8773.0,win,0.5117630777747024,4.0,0.5454545454545454,0,0,306074.0,11387.0,1814.0,37962.0,780.0,236.0
62,Hanhwa,LG,2,6,9.0,3.0,0,3.4,3.2,C. 켈리,N. 킹험,17:00,토,대전,8112,4,2022,0,0.0,11.1,28.0,20220416,3320.0,4974.861111111111,win,0.3113613101330604,5.0,0.25,0,0,290867.0,8959.0,1409.0,132448.0,3790.0,667.0
63,NC,KIA,3,4,10.0,7.0,0,1.8,4.8,전상현,류진욱,14:00,일,창원,3902,4,2022,0,0.0,14.6,41.4,20220417,4580.0,3369.0,lose,0.2110694183864915,2.5,0.2307692307692307,0,0,128870.0,3366.0,546.0,285153.0,12205.0,1252.0
64,SSG,Samsung,7,5,1.0,6.0,0,4.0,4.8,I. 노바,원태인,14:00,일,문학,15104,4,2022,0,0.0,11.1,47.0,20220417,16037.0,15989.4,win,0.8656597774244833,6.0,0.9230769230769232,0,0,554169.0,18394.0,2385.0,228966.0,6424.0,1256.0
65,Doosan,Kiwoom,2,6,4.0,4.0,0,3.6,4.2,윤정현,최승용,14:00,일,잠실,8762,4,2022,0,0.0,14.1,47.0,20220417,9737.0,5297.0,win,0.5678663239074551,0.5,0.6666666666666666,0,0,190325.0,7245.0,1182.0,131606.0,5342.0,1067.0
65,Doosan,Kiwoom,2,6,4.0,4.0,0,3.6,4.2,윤정현,최승용,14:00,일,잠실,8762,4,2022,0,0.0,14.1,47.0,20220417,9737.0,5297.0,win,0.5678663239074551,0.5,0.6666666666666666,0,0,190325.0,7245.0,1182.0,131606.0,5342.0,1067.0
66,Lotte,KT,3,0,6.0,10.0,0,4.0,4.8,C. 반즈,엄상백,14:00,일,사직,9231,4,2022,0,0.0,14.9,41.4,20220417,10639.0,9760.0,lose,0.4251552080938147,3.0,0.5,0,0,258690.0,6282.0,1286.0,24177.0,586.0,163.0
67,Hanhwa,LG,7,8,10.0,2.0,0,2.6,3.4,고우석,김종수,14:00,일,대전,6566,4,2022,0,0.0,12.3,31.0,20220417,8112.0,5845.0,lose,0.2909814782759217,6.0,0.2307692307692307,0,0,182928.0,4251.0,773.0,96438.0,2192.0,511.0
68,KIA,Doosan,6,3,7.0,4.0,0,5.2,3.2,유승철,홍건희,18:30,화,광주,2658,4,2022,0,0.0,14.4,29.0,20220419,3838.0,3244.4,even,0.2994818652849741,2.0,0.4615384615384615,0,0,88909.0,2733.0,342.0,40870.0,1142.0,229.0
69,LG,KT,0,5,2.0,10.0,0,4.8,4.0,고영표,김윤식,18:30,화,잠실,4537,4,2022,0,0.0,15.7,60.0,20220419,6500.0,8899.6,even,0.7405922270203578,6.5,0.7142857142857143,0,0,98173.0,2579.0,558.0,3585.0,124.0,42.0
70,NC,Samsung,11,8,10.0,7.0,0,2.4,5.4,원종현,임대한,18:30,화,창원,1725,4,2022,0,0.0,17.6,40.0,20220419,3902.0,3500.2,even,0.2207581593350902,3.0,0.2142857142857142,0,0,44926.0,948.0,259.0,154064.0,3977.0,1078.0
71,SSG,Kiwoom,5,8,1.0,3.0,0,4.6,3.4,정찬헌,오원석,18:30,화,문학,5931,4,2022,0,0.0,12.6,60.0,20220419,15104.0,15887.2,even,0.8472178060413355,4.0,0.9285714285714286,0,0,165339.0,4169.0,945.0,99464.0,3405.0,696.0
72,Lotte,Hanhwa,2,6,5.0,10.0,0,4.0,4.0,김민우,이인복,18:30,화,사직,4053,4,2022,0,0.0,16.7,40.0,20220419,9231.0,9834.2,even,0.4584055459272097,4.5,0.5384615384615384,0,0,116249.0,2399.0,532.0,222961.0,5087.0,757.0
73,KIA,Doosan,3,4,6.0,4.0,0,5.2,3.2,김강률,전상현,18:30,수,광주,4010,4,2022,0,0.0,13.8,33.0,20220420,2658.0,3208.0,win,0.4587481249147688,1.0,0.5,0,0,248616.0,13273.0,1367.0,84921.0,3297.0,661.0
74,LG,KT,3,5,3.0,10.0,0,4.4,4.8,소형준,A. 플럿코,18:30,수,잠실,4595,4,2022,0,0.0,16.4,59.0,20220420,4537.0,6941.4,lose,0.6353558926487748,5.5,0.6666666666666666,0,0,123386.0,3638.0,778.0,13764.0,618.0,97.0
75,NC,Samsung,3,0,10.0,7.0,0,3.8,4.6,D. 루친스키,D. 뷰캐넌,18:30,수,창원,2104,4,2022,0,0.0,17.6,43.0,20220420,1725.0,3245.2,win,0.2832065535400819,2.0,0.2666666666666666,0,0,87869.0,2619.0,645.0,178646.0,6181.0,1060.0
76,SSG,Kiwoom,6,1,1.0,3.0,0,4.8,4.0,W. 폰트,안우진,18:30,수,문학,5061,4,2022,0,0.0,13.1,59.0,20220420,5931.0,12872.4,lose,0.8,3.0,0.8666666666666667,0,0,93798.0,2656.0,697.0,229533.0,13202.0,2078.0
77,Lotte,Hanhwa,7,0,6.0,10.0,0,3.4,5.0,박세웅,박윤철,18:30,수,사직,4340,4,2022,0,0.0,17.6,43.0,20220420,4053.0,8035.8,lose,0.4235294117647059,3.5,0.5,0,0,98455.0,2372.0,400.0,281590.0,7757.0,1089.0
78,KIA,Doosan,1,2,6.0,4.0,0,5.4,3.0,최원준,S. 놀린,18:30,목,광주,3474,4,2022,0,0.0,13.9,29.0,20220421,4010.0,3386.6,lose,0.4532277710109622,2.0,0.4666666666666667,0,0,155714.0,5567.0,1069.0,156073.0,6127.0,973.0
79,LG,KT,2,6,3.0,9.0,0,4.0,5.0,O. 데스파이네,손주영,18:30,목,잠실,4410,4,2022,0,0.0,16.7,43.0,20220421,4595.0,5241.4,lose,0.6114821474441305,4.5,0.625,0,0,82876.0,1575.0,324.0,18530.0,814.0,153.0
80,NC,Samsung,3,10,9.0,7.0,0,4.4,3.0,A. 수아레즈,W. 파슨스,18:30,목,창원,1675,4,2022,0,3.0,13.5,19.0,20220421,2104.0,3062.6,win,0.3107328738219159,1.0,0.3125,0,0,118144.0,3913.0,921.0,321516.0,11374.0,1665.0
81,SSG,Kiwoom,4,2,1.0,3.0,0,5.8,4.0,김광현,T. 애플러,18:30,목,문학,8080,4,2022,0,0.0,14.8,43.0,20220421,5061.0,10314.8,win,0.8151571164510166,4.0,0.875,0,0,133634.0,5081.0,798.0,119650.0,4643.0,923.0
82,Lotte,Hanhwa,6,7,5.0,10.0,0,4.2,4.4,김범수,구승민,18:30,목,사직,3306,4,2022,0,5.0,13.9,19.0,20220421,4340.0,6574.6,win,0.490991722123032,4.5,0.5333333333333333,0,0,248719.0,9908.0,1147.0,140699.0,3485.0,898.0
83,KT,NC,4,3,8.0,10.0,0,4.8,4.0,배제성,신민혁,18:30,금,수원,2276,4,2022,0,0.0,13.0,56.0,20220422,2241.0,2274.0,even,0.3218352310783657,1.5,0.375,0,0,23569.0,1158.0,232.0,83902.0,1825.0,548.0
84,Doosan,LG,1,5,4.0,4.0,0,3.0,3.8,C. 켈리,이영하,18:30,금,잠실,8472,4,2022,0,0.0,15.7,52.0,20220422,8762.0,6227.6,even,0.520824295010846,0.5,0.625,0,0,183244.0,7478.0,1401.0,85686.0,2172.0,405.0
85,Samsung,Lotte,2,8,7.0,5.0,0,5.0,3.6,C. 반즈,백정현,18:30,금,대구,7951,4,2022,0,0.0,18.4,40.0,20220422,2869.0,6748.2,even,0.6882158310002545,1.5,0.4117647058823529,0,0,345262.0,11646.0,1944.0,185894.0,4469.0,1058.0
87,Hanhwa,SSG,2,0,10.0,1.0,0,4.4,5.6,장민재,노경은,18:30,금,대전,3146,4,2022,0,0.0,15.1,30.0,20220422,6566.0,6054.2,even,0.3076923076923077,10.0,0.2941176470588235,0,0,202169.0,6303.0,1342.0,161202.0,5953.0,933.0
88,KT,NC,4,3,8.0,10.0,0,4.0,4.6,심재민,송명기,17:00,토,수원,8255,4,2022,0,0.0,14.4,66.0,20220423,2276.0,2318.2,win,0.5076331429903275,2.5,0.4117647058823529,0,0,51923.0,1900.0,378.0,70758.0,1353.0,390.0
89,Doosan,LG,4,2,4.0,2.0,0,2.4,3.6,최승용,임준형,17:00,토,잠실,17799,4,2022,0,0.0,17.9,53.0,20220423,8472.0,7089.8,lose,0.4752218430034129,0.5,0.5882352941176471,0,0,91811.0,3165.0,598.0,112891.0,3551.0,762.0
90,Samsung,Lotte,2,4,8.0,5.0,0,5.0,5.2,G. 스파크맨,이재익,17:00,토,대구,14983,4,2022,0,0.0,18.6,41.0,20220423,7951.0,5726.6,lose,0.506369168356998,2.5,0.3888888888888889,0,0,286862.0,9143.0,1602.0,492597.0,15576.0,2502.0
92,Hanhwa,SSG,9,2,9.0,1.0,0,4.4,4.4,신정락,I. 노바,17:00,토,대전,7514,4,2022,0,0.0,18.0,26.0,20220423,3146.0,5375.8,win,0.34399375975039,9.0,0.3333333333333333,0,0,554865.0,16227.0,2605.0,139722.0,4184.0,720.0
93,KT,NC,1,2,7.0,10.0,0,4.8,4.6,이용찬,박시영,14:00,일,수원,5719,4,2022,0,0.0,16.2,69.0,20220424,8255.0,3550.4,win,0.5144897102057959,3.5,0.4444444444444444,0,0,51835.0,2270.0,438.0,63086.0,1538.0,359.0
